timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
39131263,4259850,4325386,0,0,0,0,0,0.0029553017,4.3598895e-05,7.5525625e-10,1017,995
39236094,4259850,4325386,0,0,0,0,0,0.002911456,7.97995e-05,4.8979163e-09,1017,995
40067894,4259850,4325386,0,0,0,0,0,0.005706137,0.00085641746,2.8166008e-07,1017,995
41109995,4259850,4325386,0,0,0,0,0,0.006456503,0.0012594172,8.3408815e-07,1017,995
42042551,4259850,4325386,0,0,0,0,0,0.0069310986,0.0013656598,9.777879e-07,1017,995
43075308,4259850,4325386,0,0,0,0,0,0.0064199204,0.0013189308,7.209704e-07,1017,995
44112643,4259850,4325386,0,0,0,0,0,0.015209356,0.001965822,1.307332e-06,1017,995
45045957,4259850,4325386,0,0,0,0,0,0.015606944,0.001770421,1.0148142e-06,1017,995
46092458,4259850,4325386,0,0,0,0,0,0.018562792,0.0017692365,1.0392193e-06,1017,995
47129707,4259850,4325386,0,0,0,0,0,0.014050374,0.0010212328,6.0398645e-07,1017,995
48072211,4259850,4325386,0,0,0,0,0,0.015053784,0.0010522774,1.0302257e-06,1017,995
49114059,4259850,4325386,0,0,0,0,0,0.01638047,0.0012548544,8.4084365e-07,1017,995
50051413,4259850,4325386,0,0,0,0,0,0.015661452,0.0010671723,1.4681649e-06,1017,995
51093422,4259850,4325386,0,0,0,0,0,0.014720545,0.00092440384,1.0025346e-06,1017,995
52130578,4259850,4325386,0,0,0,0,0,0.016551802,0.000995215,2.3012842e-06,1017,995
53068150,4259850,4325386,0,0,0,0,0,0.019897372,0.0014658239,2.3687708e-06,1017,995
54110418,4259850,4325386,0,0,0,0,0,0.016607685,0.0011736514,2.8056415e-06,1017,995
55043927,4259850,4325386,0,0,0,0,0,0.019144898,0.0011793299,1.5174294e-06,1017,995
56089808,4259850,4325386,0,0,0,0,0,0.01976904,0.0011517161,3.6457917e-07,1017,995
57132676,4259850,4325386,0,0,0,0,0,0.014841555,0.0010237895,2.1226735e-06,1017,995
58075034,4259850,4325386,0,0,0,0,0,0.013439483,0.00102342,7.117232e-07,1017,995
59121273,4259850,4325386,0,0,0,0,0,0.014802236,0.0008692616,2.0753676e-07,1017,995
60048827,4259850,4325386,0,0,0,0,0,0.017483028,0.0011507863,2.867049e-07,1017,995
61091146,4259850,4325386,0,0,0,0,0,0.016446149,0.0009696102,2.6756828e-07,1017,995
62132586,4259850,4325386,0,0,0,0,0,0.017410168,0.001122151,9.293407e-07,1017,995
63069967,4259850,4325386,0,0,0,0,0,0.018941104,0.0011847921,3.0258923e-06,1017,995
64112710,4259850,4325386,0,0,0,0,0,0.017268918,0.0012323549,2.8648567e-06,1017,995
65055004,4259850,4325386,0,0,0,0,0,0.018034197,0.00097641785,1.2003168e-06,1017,995
66102036,4259850,4325386,0,0,0,0,0,0.01991254,0.0011181465,1.6994104e-06,1017,995
67034616,4259850,4325386,0,0,0,0,0,0.016194306,0.0010647692,2.343577e-06,1017,995
68077335,4259850,4325386,0,0,0,0,0,0.01476209,0.0009903105,2.1901271e-06,1017,995
69124143,4259850,4325386,0,0,0,0,0,0.014744257,0.0010181365,2.1573449e-06,1017,995
70066841,4259850,4325386,0,0,0,0,0,0.015861537,0.0011679899,3.2369355e-06,1017,995
71107933,4259850,4325386,0,0,0,0,0,0.020671861,0.0013427355,3.176346e-06,1017,995
75068747,4259850,4325386,0,0,0,0,0,0.020467598,0.0012878902,2.4547664e-06,1017,995
78085646,4259850,4325386,0,0,0,0,0,0.016128454,0.0010405135,2.294128e-06,1017,995
79132962,4259850,4325386,0,0,0,0,0,0.015178363,0.0014123529,3.1917496e-06,1017,995
80074903,4259850,4325386,0,0,0,0,0,0.015431028,0.0011329916,2.758124e-06,1017,995
81111187,4259850,4325386,0,0,0,0,0,0.015466574,0.0011362202,2.2619688e-06,1017,995
82048738,4259850,4325386,0,0,0,0,0,0.016639711,0.0010775578,1.7835985e-06,1017,995
83086508,4259850,4325386,0,0,0,0,0,0.0174981,0.0011267966,2.036541e-06,1017,995
