timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
39125214,0.0,0.0,0.0,-0.0027842654,0.088480085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.09710693,0.0,0.0,nan,0.0,0.0,0.02124405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39135254,0.0,0.0,0.0,-0.0027842654,0.088480085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.09710693,0.0,0.0,nan,0.0,0.0,0.042915225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39328776,0.0,0.0,0.0,0.0075874925,0.0824025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.14865112,0.0,0.0,nan,0.0,0.0,0.020991921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39537343,0.0,0.0,0.0,0.017630834,0.07728893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.47702026,0.0,0.0,nan,0.0,0.0,0.021385431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39731012,0.0,0.0,0.0,0.017630834,0.07728893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.12722778,0.0,0.0,nan,0.0,0.0,0.015760183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39929660,0.0,0.0,0.0,0.026412142,0.07165849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.15286255,0.0,0.0,nan,0.0,0.0,-0.00549078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40128286,0.0,0.0,0.0,0.036188707,0.06695054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.4041748,0.0,0.0,nan,0.0,0.0,0.005282879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40331883,0.0,0.0,0.0,0.04560422,0.062427886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.2793579,0.0,0.0,nan,0.0,0.0,0.00078368187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40530519,0.0,0.0,0.0,0.05376598,0.057912212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.14178467,0.0,0.0,nan,0.0,0.0,-0.007047653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40729155,0.0,0.0,0.0,0.06333159,0.054529693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,-0.23345947,0.0,0.0,nan,0.0,0.0,0.0053403378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
