timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
116054285,-0.0411986,0.592098,0.173572,5001,0,-7.68791,5.0963,-17.8186,5001,0
116059283,0.397936,0.426544,0.234987,4998,0,3.45969,5.58233,-10.6436,4998,0
116064287,0.204459,-0.0222462,0.147787,5004,0,11.5969,-0.855025,-7.87211,5004,0
116069290,0.607189,-0.273051,-0.183176,5003,0,7.72174,-8.01301,-3.24941,5003,0
116074294,0.0758535,-0.56279,-0.358655,5004,0,-3.99347,-7.29441,-4.54379,5004,0
116079298,-0.960642,-0.192349,-0.107075,5004,0,-11.3782,-1.08568,-14.633,5004,0
116084301,-0.00314825,0.675657,0.191648,5003,0,-6.82011,3.91902,-19.4457,5003,0
116089307,0.422851,0.443713,0.217692,5006,0,5.3455,4.22039,-10.5811,5006,0
116094326,0.0731041,-0.0767407,0.11639,5019,0,12.3292,-1.22179,-7.29006,5019,0
116099313,0.558152,-0.3152,-0.182624,4987,0,6.33233,-6.94037,-2.74145,4987,0
116104316,0.020808,-0.562257,-0.360032,5003,0,-6.36533,-5.73346,-4.36881,5003,0
116109320,-0.957646,-0.136718,-0.0517394,5004,0,-12.2337,0.473541,-16.3164,5004,0
116114325,0.183831,0.736224,0.23056,5005,0,-4.8427,3.61262,-19.6619,5005,0
116119328,0.404211,0.370752,0.232358,5003,0,8.11047,2.33682,-10.4555,5003,0
116124350,0.016169,-0.123004,0.0658701,5022,0,12.5172,-3.25998,-6.18489,5022,0
116129335,0.528429,-0.353531,-0.273996,4985,0,3.69167,-6.98997,-1.97628,4985,0
116134374,-0.220827,-0.582398,-0.339362,5039,0,-8.91643,-3.80995,-5.48775,5039,0
116139342,-0.873553,0.0593984,0.0516656,4968,0,-12.1048,1.92749,-19.8228,4968,0
116144348,0.389126,0.784732,0.262552,5006,0,-1.98793,3.41008,-18.0356,5006,0
116149350,0.318732,0.234625,0.220409,5002,0,10.2811,1.04469,-9.62004,5002,0
116154356,0.0404645,-0.152354,-0.0252007,5006,0,11.5217,-4.58571,-4.78376,5006,0
116159357,0.477232,-0.392728,-0.374267,5001,0,0.55159,-6.41775,-0.79482,5001,0
116164361,-0.49989,-0.571531,-0.256366,5004,0,-10.6788,-1.66537,-7.83423,5004,0
