timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
115644989,0.0,0.0,0.0
253704829,0.0,0.0,0.0
253709822,0.0,0.0,0.0
253905010,0.0,0.0,0.0
254105107,0.0,0.0,0.0
254305290,0.0,0.0,0.0
254505412,0.0,0.0,0.0
