timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
40414150,0.0,0.0,0.0,0.0
40416645,0.0,0.0,0.0,0.0
40616870,0.0,0.0,0.0,0.0
40814588,0.0,0.0,0.0,0.0
41014813,0.0,0.0,0.0,0.0
41215030,0.0,0.0,0.0,0.0
41415256,0.0,0.0,0.0,0.0
41612978,-0.00397197,-0.00278278,-2.76114e-05,0.0
41815705,-0.00370221,-0.00520875,-0.000120311,0.0
42015924,-0.00807561,-5.57197e-05,-0.000899226,0.0
42216146,-0.0103443,-0.000473619,-0.00119366,0.0
42416379,-0.00867008,-0.0063118,-0.00137015,0.0
42614103,-0.00879866,0.00276752,-0.00188147,0.0
42814322,-0.0112863,0.0156476,-0.00305158,0.0
43014535,-0.0111083,0.0130667,-0.00402268,0.0
43217262,-0.0105252,0.00998065,-0.0050104,0.0
43417486,-0.0115479,0.0185457,-0.00533635,0.0
43615207,-0.007725,0.0247713,-0.00656312,0.0
43815435,-0.0102826,0.0262491,-0.00849517,0.0
44015664,-0.0124295,0.0324164,-0.00963226,0.0
44213367,-0.00843319,0.0363661,-0.010604,0.0
44413595,-0.0137033,0.0409125,-0.0114727,0.0
44616339,-0.010215,0.0377016,-0.0122388,0.0
44816548,-0.00459017,0.0322087,-0.0131782,0.0
45016765,-0.0139618,0.0248688,-0.0149603,0.0
45214490,-0.00509345,0.0277804,-0.01592,0.0
45414705,-0.0118233,0.0299619,-0.0166103,0.0
45614929,-0.0100626,0.0266558,-0.0164953,0.0
45812652,-0.0201074,0.0324057,-0.0156935,0.0
46017904,-0.0169574,0.0232792,-0.0148118,0.0
46215598,-0.0130196,0.0269109,-0.0145391,0.0
46415822,-0.0145545,0.0195488,-0.0137618,0.0
46616050,-0.0104403,0.0210171,-0.0127337,0.0
46813770,-0.0137664,0.0215037,-0.0125176,0.0
47013994,-0.00662384,0.0177991,-0.0128088,0.0
47214222,-0.00424433,0.0154905,-0.0128672,0.0
47414448,-0.000105399,0.0125278,-0.0125558,0.0
47617165,-0.00279353,0.00883263,-0.0119819,0.0
47814891,-0.00919325,0.0086421,-0.0110693,0.0
48015119,-0.00565882,0.0120415,-0.00975547,0.0
48215342,-0.00677466,0.0143954,-0.00834093,0.0
48413079,-0.0134073,0.0144242,-0.00651608,0.0
48613291,-0.0138672,0.0126966,-0.0041903,0.0
48816008,-0.00763132,0.00741669,-0.00196204,0.0
49016234,-0.00354491,0.0143993,5.99914e-05,0.0
49216459,0.0020006,0.0117972,0.000644251,0.0
49414174,0.00158727,0.0100366,-0.000780988,0.0
49614409,0.0094174,0.00192878,-0.00325661,0.0
49814628,0.00956577,-0.000290564,-0.00690145,0.0
50014857,0.0102582,-0.00360669,-0.00954146,0.0
50217586,0.0092178,0.00427383,-0.0116257,0.0
50415329,0.0105011,0.00821583,-0.0133436,0.0
50615518,0.0167837,0.00856437,-0.0150627,0.0
50815746,0.0206724,0.00661036,-0.0177465,0.0
51015970,0.00538948,0.011997,-0.0200919,0.0
51213691,0.00640173,0.00891672,-0.0214931,0.0
51413915,0.0176125,0.0102378,-0.0226931,0.0
51614146,0.00937727,0.0122894,-0.0237388,0.0
51816864,0.0193416,0.0130095,-0.0248627,0.0
52014595,0.00936268,0.0106298,-0.0261723,0.0
52214833,0.00498566,0.012705,-0.0271865,0.0
