timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
37470429,34.0348357669,108.75672629,420.845,2.63164,4.09964,-0.48347,0.503314,1,1,0
41506619,34.0348368956,108.756729466,420.736,2.75715,4.3923,-0.374322,0.217204,1,1,0
53995236,34.0348368956,108.756729466,420.736,2.75715,4.3923,-0.374322,0.208205,1,1,0
248098335,34.0348448283,108.756722663,419.52,3.63923,3.76544,0.841221,2.80237,1,1,0
