timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
40367945,40350282,3997706,455.472,42.08,95972.5,1.14031
40428220,40405541,3997706,455.472,42.08,95972.5,1.14031
40589944,40567260,3997706,455.539,42.08,95971.8,1.1403
40800918,40780752,3997706,455.211,42.08,95975.5,1.14035
41013385,40995162,3997706,455.343,42.09,95974.0,1.14033
41193704,41170948,3997706,455.494,42.09,95972.2,1.14031
41405518,41385117,3997706,455.647,42.09,95970.5,1.14029
41566277,41546095,3997706,455.428,42.1,95973.0,1.14032
41777412,41759643,3997706,455.494,42.1,95972.2,1.14031
41999294,41976610,3997706,455.298,42.11,95974.5,1.14034
42210267,42190089,3997706,455.298,42.12,95974.5,1.14034
42371997,42351820,3997706,455.494,42.11,95972.2,1.14031
42582968,42565311,3997706,455.385,42.12,95973.5,1.14032
42805575,42782219,3997706,455.451,42.13,95972.8,1.14032
42975689,42955462,3997706,455.428,42.13,95973.0,1.14032
43187631,43169954,3997706,455.515,42.13,95972.0,1.14031
43408673,43385996,3997706,455.755,42.14,95969.2,1.14027
43570393,43546945,3997706,455.647,42.14,95970.5,1.14029
43781339,43761154,3997706,455.692,42.14,95970.0,1.14028
43992355,43974653,3997706,455.692,42.15,95970.0,1.14028
44214230,44191539,3997706,455.428,42.15,95973.0,1.14032
44375004,44352316,3997706,455.364,42.16,95973.8,1.14033
44597327,44572760,3997706,455.655,42.17,95970.4,1.14029
44757747,44740072,3997706,455.755,42.17,95969.2,1.14027
44979729,44957022,3997706,455.93,42.17,95967.2,1.14025
45190691,45170527,3997706,456.104,42.18,95965.2,1.14023
45402612,45384930,3997706,456.432,42.17,95961.5,1.14018
45563313,45545647,3997706,455.93,42.18,95967.2,1.14025
45784353,45761634,3997706,456.146,42.19,95964.8,1.14022
45996195,45976021,3997706,456.212,42.19,95964.0,1.14021
46207227,46189513,3997706,455.93,42.2,95967.2,1.14025
46369452,46351146,3997706,456.125,42.2,95965.0,1.14022
46589775,46567085,3997706,455.908,42.2,95967.5,1.14025
46801806,46781627,3997706,456.125,42.21,95965.0,1.14022
47012758,46995104,3997706,456.233,42.21,95963.8,1.14021
47174448,47156510,3997706,456.08,42.21,95965.5,1.14023
47395501,47372795,3997706,456.104,42.22,95965.2,1.14023
47607452,47586761,3997706,456.45,42.22,95961.2,1.14018
47768326,47748108,3997706,456.387,42.22,95962.0,1.14019
47979307,47961591,3997706,456.278,42.23,95963.2,1.1402
48201516,48178528,3997706,456.712,42.23,95958.2,1.14014
48412181,48392011,3997706,456.408,42.24,95961.7,1.14018
48573827,48553662,3997706,456.712,42.23,95958.2,1.14014
48784813,48767156,3997706,456.471,42.24,95961.0,1.14018
49006727,48984044,3997706,456.646,42.24,95959.0,1.14015
49167513,49144811,3997706,456.471,42.24,95961.0,1.14018
49379415,49359247,3997706,456.233,42.25,95963.7,1.14021
49590437,49572760,3997706,456.038,42.25,95966.0,1.14023
49812351,49789197,3997706,456.257,42.25,95963.5,1.14021
49983337,49962960,3997706,456.017,42.25,95966.2,1.14024
50214197,50183983,3997706,456.038,42.25,95966.0,1.14023
50375865,50353187,3997706,456.104,42.26,95965.2,1.14023
50586869,50566691,3997706,455.8,42.26,95968.7,1.14027
50798785,50781120,3997706,455.755,42.26,95969.2,1.14027
50959549,50941882,3997706,455.647,42.26,95970.5,1.14029
51181456,51158767,3997706,455.8,42.26,95968.7,1.14027
51392494,51372302,3997706,455.472,42.26,95972.5,1.14031
51604377,51586464,3997706,455.93,42.27,95967.2,1.14025
51785633,51754931,3997706,455.776,42.27,95969.0,1.14027
52006154,51988493,3997706,455.602,42.26,95971.0,1.14029
52167915,52150241,3997706,455.885,42.27,95967.8,1.14026
52388972,52366293,3997706,455.887,42.27,95967.7,1.14026
52600852,52580675,3997706,456.233,42.27,95963.7,1.14021
52811874,52794216,3997706,456.104,42.27,95965.2,1.14023
52973600,52955931,3997706,456.146,42.28,95964.8,1.14022
53194675,53172000,3997706,456.408,42.28,95961.7,1.14018
53407124,53386377,3997706,456.823,42.28,95957.0,1.14013
53617575,53599849,3997706,456.994,42.29,95955.0,1.1401
53779235,53760879,3997706,456.952,42.29,95955.5,1.14011
54000241,53977554,3997706,457.298,42.29,95951.5,1.14006
54211288,54191076,3997706,457.473,42.29,95949.5,1.14004
54372948,54352768,3997706,457.494,42.3,95949.2,1.14004
54583912,54566255,3997706,457.518,42.3,95949.0,1.14003
54805892,54783217,3997706,457.8,42.31,95945.7,1.13999
54966664,54943991,3997706,457.692,42.31,95947.0,1.14001
55180514,55158369,3997706,457.975,42.31,95943.7,1.13997
55369426,55346725,3997706,457.734,42.32,95946.5,1.14
55581352,55560685,3997706,457.713,42.32,95946.8,1.14001
55792299,55774633,3997706,457.777,42.33,95946.0,1.14
56014285,55990893,3997706,457.996,42.33,95943.5,1.13997
56175018,56152322,3997706,457.866,42.33,95945.0,1.13999
56386025,56365851,3997706,457.888,42.33,95944.7,1.13998
56598030,56580366,3997706,457.777,42.34,95946.0,1.14
56758770,56741112,3997706,457.932,42.34,95944.2,1.13998
56981352,56958045,3997706,457.777,42.35,95946.0,1.14
57201714,57177530,3997706,457.814,42.35,95945.6,1.13999
57363412,57345716,3997706,457.518,42.36,95949.0,1.14003
57584446,57561741,3997706,457.473,42.36,95949.5,1.14004
57796329,57775662,3997706,457.28,42.36,95951.7,1.14007
58007293,57989628,3997706,457.298,42.37,95951.5,1.14006
