timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
382727637,0.17949237,0.006001151,0.0
701847703,0.16454205,0.009520132,0.0
701852666,0.15336469,0.010320967,0.0
702051219,0.1698759,0.0058660004,0.0
702249820,0.13424855,0.007024517,0.0
702448477,0.18463674,0.0067317835,0.0
702647179,0.18514639,0.0061209886,0.0
