timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
382791713,0.66977483,-0.0006423599,-0.020727223,-0.7422747,-0.033482816,-0.01567082,0.019171916,-5.9169974,2.276095,1.6984814,-2.6161106e-05,-1.4284605e-05,1.3570088e-05,-5.13324e-05,0.0005653963,-1.2650874e-05,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,2.0118118e-10,1.1446024e-05,0.00028878797,2.1059206e-05,3.6273989e-06,3.615595e-06,1.716534e-05,0.009846481,0.009846831,0.009296021,0.048890587,0.048890818,0.15313955,1.9778606e-11,1.9783801e-11,3.324831e-11,0.0,0.0,5.000018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064454065,0.0016578217,0.004454566,67109399,0.31270018,0.39133048,0.027827755,0.05070648,0.045611937,0.045611937,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
382801681,0.669789,-0.0006398408,-0.02073508,-0.7422617,-0.033571232,-0.015559885,0.01929597,-5.917335,2.2759387,1.6986753,-2.6161404e-05,-1.4285001e-05,1.3556697e-05,-5.13324e-05,0.0005653963,-1.2639428e-05,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,4.738206e-10,1.4351938e-05,0.0002988557,2.104025e-05,3.637055e-06,3.625252e-06,1.714978e-05,0.009910607,0.009910962,0.009324985,0.049168766,0.049169,0.15362932,1.9788594e-11,1.9793781e-11,3.3235997e-11,0.0,0.0,5.0000253e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006672428,0.001581984,0.00464367,67109399,0.31358853,0.39195576,0.034482475,0.05070648,0.045611937,0.045611937,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
382995281,0.6702202,-0.00058143336,-0.020789016,-0.74187094,-0.031126963,-0.014529531,0.021300964,-5.931637,2.271124,1.7080548,-2.6202531e-05,-1.43178395e-05,1.3359744e-05,-5.13324e-05,0.0005653963,-1.4067713e-05,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,1.6646462e-08,8.690723e-05,0.0011289478,2.1048996e-05,3.6172958e-06,3.605401e-06,1.7173168e-05,0.009780513,0.009780856,0.009260024,0.048491474,0.04849171,0.15230122,1.9765271e-11,1.9770302e-11,3.324725e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009620433,0.0011283084,0.0011550336,535,0.31142122,0.3902579,0.10550878,0.031238243,0.05141124,0.05141124,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
383193885,0.67043287,-0.0006897028,-0.020317573,-0.74169165,-0.020247873,-0.017019084,0.019781722,-5.9576163,2.255658,1.7010571,-2.6302816e-05,-1.4310951e-05,1.3053804e-05,-5.13324e-05,0.0005653963,-1.00747075e-05,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,1.13435156e-07,0.0003073353,0.0033129063,2.1056623e-05,3.4317252e-06,3.4206091e-06,1.7163778e-05,0.008602739,0.008603029,0.00887702,0.043016408,0.043016538,0.15058589,1.9568083e-11,1.9572842e-11,3.324594e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015560677,0.003957222,0.014801468,535,0.2933137,0.38805398,0.07840186,0.04532343,0.06080528,0.06080528,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
383392490,0.6706117,-0.00027370255,-0.02079731,-0.741517,-0.026923256,-0.015416408,0.0060797897,-5.9634905,2.2518308,1.7023817,-2.630971e-05,-1.431997e-05,1.274978e-05,-5.13324e-05,0.0005653963,-9.6174945e-06,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,1.09501386e-07,0.00034829686,0.004083973,2.1064563e-05,3.6234437e-06,3.6116312e-06,1.715338e-05,0.009819303,0.009819635,0.009261295,0.048043028,0.04804326,0.15260303,1.9767974e-11,1.977267e-11,3.3245386e-11,0.0,0.0,5.000009e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017734199,0.0024463127,0.00928531,535,0.3099779,0.39064437,0.067523874,0.04532343,0.06080528,0.06080528,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
383586149,0.670903,-0.00044540103,-0.02068337,-0.7412564,-0.033708137,-0.020436492,0.02315524,-5.986198,2.2465787,1.7022624,-2.6302689e-05,-1.4346591e-05,1.2448464e-05,-5.13324e-05,0.0005653963,-8.7429735e-06,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,8.998861e-08,0.0003728099,0.0044709817,2.105157e-05,3.6144666e-06,3.602779e-06,1.7136033e-05,0.009741119,0.009741434,0.009257159,0.047539156,0.047539383,0.1532267,1.9756627e-11,1.9761201e-11,3.3234474e-11,0.0,0.0,5.000033e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017958488,0.0027790277,0.009503213,535,0.3083481,0.39144182,0.091234386,0.014637066,0.06589855,0.06589855,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
383794664,0.67117167,-0.00032198473,-0.02078706,-0.7410104,-0.03589046,-0.025462802,0.018089006,-6.01046,2.2341402,1.7078352,-2.631463e-05,-1.4317823e-05,1.2156083e-05,-5.13324e-05,0.0005653963,-8.44721e-06,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,9.363995e-08,0.00041099332,0.004723273,2.1069687e-05,3.6247225e-06,3.612887e-06,1.7143468e-05,0.009826155,0.009826467,0.009264248,0.047588725,0.047588963,0.15293506,1.9764905e-11,1.976933e-11,3.3243675e-11,0.0,0.0,5.0000345e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016671229,0.0036449581,0.007380392,535,0.3085088,0.3910691,0.062886074,0.01795329,0.07152533,0.07152533,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
383993451,0.67153513,-0.00037539704,-0.020834273,-0.74067974,-0.040379047,-0.015051801,0.011375741,-6.058422,2.23196,1.698482,-2.6265781e-05,-1.4410456e-05,1.1875417e-05,-5.13324e-05,0.0005653963,-4.0821774e-06,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,9.783124e-08,0.00043822947,0.0052445973,2.106649e-05,3.435207e-06,3.4231261e-06,1.7143577e-05,0.008607515,0.008607756,0.008839592,0.04216361,0.042163745,0.14939938,1.9561928e-11,1.9566149e-11,3.3242475e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016114546,0.008202207,0.028208429,535,0.2903917,0.38652217,0.054625038,0.029301891,0.07791317,0.07791317,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
384186908,0.67171663,-0.00045675083,-0.02064564,-0.7405204,-0.042475563,-0.011559289,0.013734692,-6.0668216,2.2286994,1.6962821,-2.6272257e-05,-1.441888e-05,1.15920575e-05,-5.13324e-05,0.0005653963,-3.4328564e-06,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,1.13641626e-07,0.0004634749,0.0054628956,2.1057615e-05,3.6163867e-06,3.604588e-06,1.712245e-05,0.009779509,0.009779798,0.009196385,0.046897415,0.046897642,0.15094998,1.9751818e-11,1.9755976e-11,3.3232056e-11,0.0,0.0,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016110352,0.0039305314,0.013156678,535,0.30625978,0.38852283,0.08959847,0.029301891,0.07791317,0.07791317,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
384390474,0.67192984,-0.00022249637,-0.02079263,-0.7403229,-0.04760544,-0.017146178,0.015851572,-6.093471,2.2204542,1.698094,-2.628982e-05,-1.4420757e-05,1.1312558e-05,-5.13324e-05,0.0005653963,-2.5443553e-06,0.31725737,-0.013885173,0.41774276,0.019488618,-0.0028651995,-0.0073510674,0.0,0.0,1.3278421e-07,0.00049498916,0.0057245228,2.1061614e-05,3.6150234e-06,3.6029994e-06,1.7115755e-05,0.009763503,0.009763788,0.009225569,0.046675287,0.04667553,0.15211107,1.9747733e-11,1.9751782e-11,3.323136e-11,0.0,0.0,5.0000338e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016261671,0.0026844896,0.0077747973,535,0.30553365,0.3900142,0.06639342,0.02545687,0.08017783,0.08017783,0.0,0.0,0.0,0.0,0,0,0,895,24,0,0,0,0,0,0,0
