timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
382791208,5.230371,3.285498,1,0,1,0,1,0,0
382801176,5.225537,3.290332,1,0,1,0,1,0,0
383291144,5.1852536,3.2919433,1,0,1,0,1,0,0
383791312,5.231982,3.2919433,1,0,1,0,1,0,0
384291142,5.1884766,3.2887206,1,0,1,0,1,0,0
384791147,5.230371,3.285498,1,0,1,0,1,0,0
385291178,5.182031,3.2919433,1,0,1,0,1,0,0
385791315,5.2239256,3.2919433,1,0,1,0,1,0,0
386291310,5.2239256,3.285498,1,0,1,0,1,0,0
386791171,5.2142577,3.2871094,1,0,1,0,1,0,0
387291315,5.2142577,3.2919433,1,0,1,0,1,0,0
387791143,5.2078123,3.2887206,1,0,1,0,1,0,0
388291183,5.2110353,3.2871094,1,0,1,0,1,0,0
388791150,5.2110353,3.290332,1,0,1,0,1,0,0
389291143,5.2110353,3.2919433,1,0,1,0,1,0,0
389791204,5.206201,3.2887206,1,0,1,0,1,0,0
390291143,5.2078123,3.290332,1,0,1,0,1,0,0
390791286,5.2078123,3.2919433,1,0,1,0,1,0,0
391291171,5.2110353,3.2919433,1,0,1,0,1,0,0
391791182,5.2110353,3.2887206,1,0,1,0,1,0,0
392291146,5.2094235,3.2871094,1,0,1,0,1,0,0
392791143,5.2110353,3.2919433,1,0,1,0,1,0,0
393291177,5.2110353,3.2919433,1,0,1,0,1,0,0
393791207,5.20459,3.2871094,1,0,1,0,1,0,0
394291588,5.196533,3.285498,1,0,1,0,1,0,0
394791168,5.2126465,3.290332,1,0,1,0,1,0,0
395291143,5.2110353,3.2919433,1,0,1,0,1,0,0
395791143,5.2126465,3.2887206,1,0,1,0,1,0,0
396291187,5.2110353,3.2919433,1,0,1,0,1,0,0
396791211,5.206201,3.2919433,1,0,1,0,1,0,0
397291164,5.20459,3.2887206,1,0,1,0,1,0,0
397791144,5.2078123,3.2871094,1,0,1,0,1,0,0
398291142,5.2094235,3.2919433,1,0,1,0,1,0,0
398791250,5.2110353,3.2919433,1,0,1,0,1,0,0
399291886,5.206201,3.285498,1,0,1,0,1,0,0
399791143,5.2110353,3.2887206,1,0,1,0,1,0,0
400291142,5.2094235,3.2919433,1,0,1,0,1,0,0
400791144,5.2110353,3.2919433,1,0,1,0,1,0,0
401291146,5.20459,3.2887206,1,0,1,0,1,0,0
401791401,5.2094235,3.2919433,1,0,1,0,1,0,0
402291174,5.2142577,3.2919433,1,0,1,0,1,0,0
402791199,5.20459,3.2871094,1,0,1,0,1,0,0
403291143,5.2078123,3.2887206,1,0,1,0,1,0,0
403791149,5.2110353,3.2919433,1,0,1,0,1,0,0
404291271,5.2078123,3.290332,1,0,1,0,1,0,0
404791253,5.2078123,3.290332,1,0,1,0,1,0,0
405291156,5.2110353,3.2919433,1,0,1,0,1,0,0
405791143,5.215869,3.2919433,1,0,1,0,1,0,0
406291250,5.2078123,3.2887206,1,0,1,0,1,0,0
406791143,5.2078123,3.2871094,1,0,1,0,1,0,0
407291211,5.2078123,3.2919433,1,0,1,0,1,0,0
407791142,5.2078123,3.2871094,1,0,1,0,1,0,0
408291143,5.1997557,3.2871094,1,0,1,0,1,0,0
408791239,5.2078123,3.290332,1,0,1,0,1,0,0
409291205,5.2110353,3.2919433,1,0,1,0,1,0,0
409791144,5.196533,3.2871094,1,0,1,0,1,0,0
410291426,5.20459,3.2919433,1,0,1,0,1,0,0
410791226,5.2094235,3.2919433,1,0,1,0,1,0,0
411291144,5.2094235,3.2887206,1,0,1,0,1,0,0
411791144,5.2126465,3.2887206,1,0,1,0,1,0,0
412291387,5.2078123,3.2919433,1,0,1,0,1,0,0
412791542,5.2110353,3.2919433,1,0,1,0,1,0,0
413291193,5.2078123,3.2887206,1,0,1,0,1,0,0
413791227,5.2029786,3.285498,1,0,1,0,1,0,0
414291142,5.2142577,3.2919433,1,0,1,0,1,0,0
414791177,5.2126465,3.2887206,1,0,1,0,1,0,0
415291142,5.2110353,3.2887206,1,0,1,0,1,0,0
415791791,5.2078123,3.2919433,1,0,1,0,1,0,0
416291179,5.2078123,3.2919433,1,0,1,0,1,0,0
416791142,5.2110353,3.2887206,1,0,1,0,1,0,0
417291211,5.2078123,3.285498,1,0,1,0,1,0,0
417792023,5.2094235,3.2919433,1,0,1,0,1,0,0
418291289,5.2094235,3.290332,1,0,1,0,1,0,0
418791146,5.206201,3.2887206,1,0,1,0,1,0,0
419291581,5.20459,3.2919433,1,0,1,0,1,0,0
419791142,5.2078123,3.2919433,1,0,1,0,1,0,0
420291144,5.2094235,3.2871094,1,0,1,0,1,0,0
420791261,5.2078123,3.290332,1,0,1,0,1,0,0
421291178,5.2110353,3.2919433,1,0,1,0,1,0,0
421791142,5.2126465,3.2919433,1,0,1,0,1,0,0
422291147,5.2094235,3.2887206,1,0,1,0,1,0,0
422791880,5.2078123,3.2871094,1,0,1,0,1,0,0
423291199,5.20459,3.2919433,1,0,1,0,1,0,0
423791174,5.2078123,3.2919433,1,0,1,0,1,0,0
424291180,5.2094235,3.2887206,1,0,1,0,1,0,0
424791325,5.2094235,3.290332,1,0,1,0,1,0,0
425291156,5.2078123,3.2919433,1,0,1,0,1,0,0
425791178,5.2094235,3.2887206,1,0,1,0,1,0,0
426291660,5.2078123,3.2871094,1,0,1,0,1,0,0
426791144,5.2110353,3.2919433,1,0,1,0,1,0,0
427291143,5.2142577,3.2919433,1,0,1,0,1,0,0
427791144,5.2094235,3.2871094,1,0,1,0,1,0,0
428291153,5.2029786,3.2887206,1,0,1,0,1,0,0
428791235,5.2078123,3.2919433,1,0,1,0,1,0,0
429291174,5.206201,3.290332,1,0,1,0,1,0,0
429791142,5.2142577,3.2871094,1,0,1,0,1,0,0
430291149,5.215869,3.2919433,1,0,1,0,1,0,0
430791142,5.20459,3.2919433,1,0,1,0,1,0,0
431291451,5.2110353,3.290332,1,0,1,0,1,0,0
431791143,5.2110353,3.2871094,1,0,1,0,1,0,0
432291145,5.2094235,3.2919433,1,0,1,0,1,0,0
432791213,5.2094235,3.2919433,1,0,1,0,1,0,0
433291213,5.20459,3.2887206,1,0,1,0,1,0,0
433791144,5.2126465,3.2919433,1,0,1,0,1,0,0
434291144,5.2142577,3.2919433,1,0,1,0,1,0,0
434791280,5.215869,3.2871094,1,0,1,0,1,0,0
435291251,5.194922,3.2887206,1,0,1,0,1,0,0
435791398,5.215869,3.2919433,1,0,1,0,1,0,0
436291777,5.21748,3.2871094,1,0,1,0,1,0,0
436791308,5.2110353,3.2887206,1,0,1,0,1,0,0
437291170,5.2094235,3.2919433,1,0,1,0,1,0,0
437791144,5.206201,3.2935545,1,0,1,0,1,0,0
438291142,5.2078123,3.2871094,1,0,1,0,1,0,0
438791145,5.2126465,3.2919433,1,0,1,0,1,0,0
439291165,5.201367,3.2919433,1,0,1,0,1,0,0
439791149,5.206201,3.2887206,1,0,1,0,1,0,0
440291144,5.1997557,3.2887206,1,0,1,0,1,0,0
440791150,5.201367,3.2919433,1,0,1,0,1,0,0
441291348,5.2078123,3.2919433,1,0,1,0,1,0,0
441791206,5.206201,3.2871094,1,0,1,0,1,0,0
442291145,5.2126465,3.2919433,1,0,1,0,1,0,0
442791144,5.2110353,3.2919433,1,0,1,0,1,0,0
443291143,5.2078123,3.2871094,1,0,1,0,1,0,0
443791157,5.2078123,3.2887206,1,0,1,0,1,0,0
444291188,5.2110353,3.2919433,1,0,1,0,1,0,0
444791146,5.2110353,3.290332,1,0,1,0,1,0,0
445291175,5.2142577,3.2887206,1,0,1,0,1,0,0
445791249,5.2142577,3.285498,1,0,1,0,1,0,0
446291147,5.206201,3.2919433,1,0,1,0,1,0,0
446791147,5.2110353,3.290332,1,0,1,0,1,0,0
447291196,5.2142577,3.2871094,1,0,1,0,1,0,0
447791143,5.2126465,3.2919433,1,0,1,0,1,0,0
448291203,5.2110353,3.290332,1,0,1,0,1,0,0
448791142,5.2078123,3.2887206,1,0,1,0,1,0,0
449291149,5.2078123,3.2919433,1,0,1,0,1,0,0
449791911,5.2094235,3.2919433,1,0,1,0,1,0,0
450291142,5.2110353,3.2871094,1,0,1,0,1,0,0
450791145,5.2126465,3.2871094,1,0,1,0,1,0,0
451291172,5.2110353,3.2919433,1,0,1,0,1,0,0
