timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
243876397,0.000789882,0.0244821,0.000608944,1
244076648,0.000789882,0.0244821,0.000608944,1
244286873,0.000789882,0.0244821,0.000608944,1
244487105,0.000789882,0.0244821,0.000608944,1
244687338,0.000789882,0.0244821,0.000608944,1
244887570,0.000789882,0.0244821,0.000608944,1
245087802,0.000789882,0.0244821,0.000608944,1
245288034,0.000789882,0.0244821,0.000608944,1
245478257,0.000789882,0.0244821,0.000608944,1
245688499,0.000789882,0.0244821,0.000608944,1
351699423,0.000789882,0.0244821,0.000608944,1
351899638,0.000789882,0.0244821,0.000608944,1
352099861,0.000789882,0.0244821,0.000608944,1
