timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
140645036,1200.0,0.618441,0.0208921,1.42265,0.0,0,0,0,1,1,1,37,0,0,0,0,0,140639256,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141648017,1200.0,0.618441,0.0209615,1.21776,0.0,0,0,0,1,1,1,37,0,0,0,0,0,141639321,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142650999,1200.0,0.618441,0.0468128,1.07072,0.0,0,0,0,1,1,1,37,0,0,0,0,0,141639321,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142671329,1200.0,0.618441,0.0468128,1.07072,0.0,0,0,0,1,1,1,37,0,0,0,0,0,142664404,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143683132,1200.0,0.618441,0.0209565,1.33123,0.0,0,0,0,1,1,1,37,0,0,0,0,0,143678361,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144683309,1200.0,0.618441,0.0209729,1.55699,0.0,0,0,0,1,1,1,37,0,0,0,0,0,144683229,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145673001,1200.0,0.618441,0.0207979,1.64502,0.0,0,0,0,1,1,1,37,0,0,0,0,0,145666229,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146683048,1200.0,0.618441,0.021,1.637,0.0,0,0,0,1,1,1,37,0,0,0,0,0,146681225,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147684088,1200.0,0.618441,0.0209768,1.13674,0.0,0,0,0,1,1,1,37,0,0,0,0,0,147681223,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148665555,1200.0,0.618441,0.020796,1.29034,0.0,0,0,0,1,1,1,37,0,0,0,0,0,148658575,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149665075,1200.0,0.618441,0.020979,1.3966,0.0,0,0,0,1,1,1,37,0,0,0,0,0,149660119,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150666076,1200.0,0.618441,0.0209789,1.30369,0.0,0,0,0,1,1,1,37,0,0,0,0,0,150661389,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151666022,1200.0,0.618441,0.0207922,1.23169,0.0,0,0,0,1,1,1,37,0,0,0,0,0,151657255,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152670019,1200.0,0.618441,0.0468128,1.28785,0.0,0,0,0,1,1,1,37,0,0,0,0,0,152661576,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153666135,1200.0,0.618441,0.0209162,1.56772,0.0,0,0,0,1,1,1,37,0,0,0,0,0,153663319,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154666031,1200.0,0.618441,0.0209583,1.27346,0.0,0,0,0,1,1,1,37,0,0,0,0,0,154658442,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155659065,1200.0,0.618441,0.0209788,1.03995,0.0,0,0,0,1,1,1,37,0,0,0,0,0,155657222,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
