timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
141099398,-0.029606,0.0155685,0.0191911,0.999256,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141104354,-0.0294282,0.0155591,0.0192188,0.999261,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141154012,-0.030057,0.0157614,0.0192094,0.999239,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141203672,-0.0293929,0.0157001,0.019207,0.99926,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141253334,-0.0300095,0.0156218,0.0192539,0.999242,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141302996,-0.0296872,0.0156368,0.0193859,0.999249,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141352830,-0.0296514,0.0158882,0.0192735,0.999248,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141402314,-0.0299559,0.0157222,0.0194189,0.999239,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141452000,-0.0296086,0.0156941,0.0194019,0.99925,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141501636,-0.0296336,0.0159843,0.0193697,0.999245,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141556269,-0.0297532,0.0160455,0.0191349,0.999245,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141601038,-0.0300367,0.0158223,0.0194441,0.999234,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141650617,-0.030002,0.0156532,0.0199157,0.999229,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141705275,-0.0300271,0.0158967,0.0199454,0.999224,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141754904,-0.0301155,0.0161139,0.0196313,0.999224,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141804566,-0.0301514,0.016016,0.0192333,0.999232,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141854236,-0.0300464,0.0155898,0.0192131,0.999242,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141903886,-0.0301062,0.0153861,0.0194877,0.999238,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
141953547,-0.030224,0.015589,0.0197936,0.999226,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
142003209,-0.0303443,0.0159445,0.0195623,0.999221,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
142052868,-0.0302369,0.0161952,0.0192755,0.999226,0.999978,-4.45101e-09,-2.54856e-09,0.00665154,3
