timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
143400082,34.0343368679,108.755109321,423.182,-4.47361,-0.449545,0.15044,-3.07953,1,1,0
148056037,34.0343368679,108.755109321,423.182,-4.47361,-0.449545,0.15044,-3.0737,1,1,0
483356514,34.0343500736,108.755228765,422.892,-3.00519,10.5568,0.440741,-1.49697,1,1,0
