timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
141040264,0.125554,0.0107193,0.0
483043342,0.127832,0.0107395,0.0
483048321,0.128869,0.0107438,0.0
483246980,0.148458,0.0110795,0.0
483445638,0.154345,0.0114028,0.0
483644182,0.155258,0.0110866,0.0
483842831,0.161154,0.0112814,0.0
