timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
141103387,141103142,-0.0270793,0.0223811,0.00418793,0.0,0.0,0.0,0.0,-1.0
141104610,141104354,-0.0291144,0.0234483,0.00575278,0.0,0.0,0.0,0.0,-1.0
141206407,141206156,-0.0358806,0.0110239,0.00730298,0.0,0.0,0.0,0.0,-1.0
141304539,141304295,-0.0362945,0.0238497,-0.00558835,0.0,0.0,0.0,0.0,-1.0
141405041,141404798,-0.0520114,0.0537358,-0.00612601,0.0,0.0,0.0,0.0,-1.0
141503124,141502878,-0.0560961,-2.72946e-05,0.0126185,0.0,0.0,0.0,0.0,-1.0
141605016,141604774,0.0617084,0.0750403,-0.0110948,0.0,0.0,0.0,0.0,-1.0
141706738,141706488,-0.0660229,0.00593343,-0.00426375,0.0,0.0,0.0,0.0,-1.0
141804813,141804566,-0.0464907,0.0919132,-0.000950264,0.0,0.0,0.0,0.0,-1.0
141906613,141906370,0.0200649,0.0217878,0.00515142,0.0,0.0,0.0,0.0,-1.0
142004710,142004454,-0.0842743,-0.0597107,-0.00353607,0.0,0.0,0.0,0.0,-1.0
142108995,142108743,-0.0763844,0.0166093,-0.00199013,0.0,0.0,0.0,0.0,-1.0
142203337,142203092,-0.0252641,-0.0197489,0.0101226,0.0,0.0,0.0,0.0,-1.0
142305160,142304920,-0.0616776,-0.0395571,-0.0100409,0.0,0.0,0.0,0.0,-1.0
142407026,142406778,-0.0436073,-0.0470391,-0.00499955,0.0,0.0,0.0,0.0,-1.0
142505031,142504780,-0.0167607,-0.039997,0.0237226,0.0,0.0,0.0,0.0,-1.0
142605585,142605343,-0.034241,0.0322754,0.00740087,0.0,0.0,0.0,0.0,-1.0
142703670,142703425,0.0186997,0.00210432,-0.00592231,0.0,0.0,0.0,0.0,-1.0
142805469,142805227,-0.0262796,-0.084113,0.00326971,0.0,0.0,0.0,0.0,-1.0
142903548,142903303,-0.0577214,0.0339641,-0.00191129,0.0,0.0,0.0,0.0,-1.0
143005371,143005129,0.0652189,0.0854073,0.000120854,0.0224725,0.0,0.0,0.0,-1.0
143107167,143106916,0.0700369,8.15943e-05,0.00527972,0.0411995,0.0,0.0,0.0,-1.0
143204025,143203781,0.0428443,-0.133318,-0.00214013,0.0499388,0.0,0.0,0.0,-1.0
143305803,143305558,-0.0966166,0.00559568,-0.00631904,0.0499388,0.0,0.0,0.0,-1.0
143403892,143403638,-0.00801824,0.153751,-0.0156593,0.109865,0.0,0.0,0.0,-1.0
143505855,143505614,-0.232382,0.137576,0.00420524,0.213684,0.0,0.0,0.0,-1.0
143603774,143603523,-0.184377,0.087268,0.0101265,0.213684,0.0,0.0,0.0,-1.0
143705572,143705329,-0.111289,-0.0343599,0.00339506,0.211579,0.0,0.0,0.0,-1.0
143806169,143805920,0.0224497,-0.0660319,-0.000630804,0.211579,0.0,0.0,0.0,-1.0
143904218,143903967,0.137129,-0.110982,0.00682942,0.211579,0.0,0.0,0.0,-1.0
144006083,144005829,-0.0939919,0.0490138,-0.00381522,0.211579,0.0,0.0,0.0,-1.0
144104101,144103851,-0.180418,0.14915,0.00318581,0.12,0.0,0.0,0.0,-1.0
144205901,144205655,-0.127881,0.163565,-8.22362e-05,0.12,0.0,0.0,0.0,-1.0
144304114,144303868,0.0902454,0.0133114,0.0111537,0.12,0.0,0.0,0.0,-1.0
144404541,144404298,-0.0779299,-0.0767749,0.00095625,0.12,0.0,0.0,0.0,-1.0
144506352,144506104,0.183442,0.00678968,0.0088515,0.12,0.0,0.0,0.0,-1.0
144604450,144604209,-0.00998469,0.0670178,0.00810313,0.12,0.0,0.0,0.0,-1.0
144706294,144706039,-0.104838,0.035652,0.0168933,0.0137419,0.0,0.0,0.0,-1.0
144804322,144804067,0.147505,-0.0375816,-0.0162,0.0311113,0.0,0.0,0.0,-1.0
144906113,144905870,-0.141957,0.161212,-0.0053189,0.0435038,0.0,0.0,0.0,-1.0
145004216,145003951,0.157518,-0.166953,-0.0109451,0.0645735,0.0,0.0,0.0,-1.0
145104854,145104609,-0.021326,0.232935,0.0048243,0.0843991,0.0,0.0,0.0,-1.0
145206568,145206318,-0.11216,0.0196623,-0.00833469,0.10633,0.0,0.0,0.0,-1.0
145304643,145304400,-0.213569,0.168739,0.0182198,0.127575,0.0,0.0,0.0,-1.0
145406454,145406210,-0.380087,0.112509,-0.00276554,0.157786,0.0,0.0,0.0,-1.0
145504538,145504287,-0.0412566,0.0518296,0.00199411,0.185167,0.0,0.0,0.0,-1.0
145605098,145604839,0.00844757,0.00806913,-0.00251978,0.213865,0.0,0.0,0.0,-1.0
145703173,145702924,0.0860773,-0.0698633,-0.00572534,0.245734,0.0,0.0,0.0,-1.0
145804970,145804727,-0.126914,0.138285,-0.0135733,0.279376,0.0,0.0,0.0,-1.0
145906854,145906607,-0.00585971,0.0236091,-0.00733523,0.319154,0.0,0.0,0.0,-1.0
146004863,146004616,0.0522418,-0.00787264,-0.00681768,0.35533,0.0,0.0,0.0,-1.0
146106672,146106423,-0.0927623,-0.00228178,0.00172851,0.392808,0.0,0.0,0.0,-1.0
146203499,146203257,0.0355782,-0.00549397,-0.00237218,0.432459,0.0,0.0,0.0,-1.0
146305311,146305058,0.0373389,-0.0222211,-0.00633785,0.475243,0.0,0.0,0.0,-1.0
146403394,146403138,-0.0484472,-0.0211659,-0.0123025,0.50845,0.0,0.0,0.0,-1.0
146505185,146504942,0.00982708,-0.0231708,-0.00576018,0.561207,0.0,0.0,0.0,-1.0
146606994,146606748,-0.0205593,0.0226643,-0.0226906,0.591369,0.0,0.0,0.0,-1.0
146705101,146704859,0.0142324,0.0305008,-0.0327388,0.61496,0.0,0.0,0.0,-1.0
146805642,146805389,-0.0231395,-0.0629878,-0.0253008,0.627729,0.0,0.0,0.0,-1.0
146903715,146903471,0.02983,-0.00725098,-0.0288033,0.628224,0.0,0.0,0.0,-1.0
147005705,147005458,0.0590506,-0.0056003,-0.0214806,0.629404,0.0,0.0,0.0,-1.0
147103602,147103353,-0.0406062,-0.00360903,-0.0168748,0.635694,0.0,0.0,0.0,-1.0
147205402,147205157,-0.056127,0.0344193,0.00240844,0.637302,0.0,0.0,0.0,-1.0
147307215,147306962,-0.0668741,-0.0393109,0.0152654,0.57813,0.0,0.0,0.0,-1.0
147404051,147403800,-0.0200175,-0.0242494,0.00962641,0.537771,0.0,0.0,0.0,-1.0
147505853,147505605,-0.0138426,0.000777373,0.0080886,0.516224,0.0,0.0,0.0,-1.0
147603932,147603683,0.0215692,-0.0333061,0.0109383,0.507188,0.0,0.0,0.0,-1.0
147705734,147705487,0.0123106,-0.0103772,0.0109365,0.496408,0.0,0.0,0.0,-1.0
147803948,147803697,0.00425316,-0.0152282,0.00321797,0.495566,0.0,0.0,0.0,-1.0
147905613,147905371,-0.0137476,-0.0234164,0.00536005,0.503201,0.0,0.0,0.0,-1.0
148006199,148005936,-0.067101,0.00907147,0.00595778,0.504292,0.0,0.0,0.0,-1.0
148104262,148104015,0.0263379,-0.0171323,0.0197082,0.506433,0.0,0.0,0.0,-1.0
148206072,148205818,-0.0402848,0.000790908,0.00202813,0.506271,0.0,0.0,0.0,-1.0
148304164,148303919,0.0604873,-0.0424259,-0.00326363,0.510553,0.0,0.0,0.0,-1.0
148405954,148405703,-0.0312329,-0.0209993,-0.000789246,0.51397,0.0,0.0,0.0,-1.0
148504032,148503782,-0.051948,-0.00811507,-0.00947825,0.517349,0.0,0.0,0.0,1.0
148604720,148604470,0.0114186,-0.0217014,0.00200412,0.523738,0.0,0.0,0.0,1.0
148706392,148706150,-0.0603708,-0.0170096,-0.00155579,0.526902,0.0,0.0,0.0,1.0
148804475,148804229,0.0437513,-0.0182831,-0.00930622,0.52797,0.0,0.0,0.0,1.0
148906282,148906033,0.044872,-0.0255634,-0.00299055,0.532568,0.0,0.0,0.0,1.0
149004362,149004113,0.0194524,-0.029184,-0.00187211,0.535584,0.0,0.0,0.0,1.0
149106223,149105966,-0.0436647,0.00704088,0.00212839,0.536871,0.0,0.0,0.0,1.0
149203002,149202756,0.0505098,-0.0165088,-0.12877,0.53052,0.0,0.0,0.0,1.0
149304806,149304560,-0.0184982,-0.0174844,-0.0983998,0.522073,0.0,0.0,0.0,1.0
149406685,149406441,-0.0502522,-0.058094,-0.0823401,0.523014,0.0,0.0,0.0,1.0
149504686,149504444,-0.00399463,-0.0394153,-0.0635407,0.531833,0.0,0.0,0.0,1.0
