timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
198047903,0.203715,0.0319633,0.0
381826212,0.198135,0.0329152,0.0
381831170,0.192693,0.0310067,0.0
382029836,0.252915,0.0361528,0.0
382228626,0.443058,0.0781851,0.0
382427277,0.204806,0.030839,0.0
382630946,0.185635,0.0317623,0.0
