timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2]
42337957,42337768,3932170,0.828394,0.434308,-10.1136,29.3574,0,0,0,0
42339155,42338965,3932170,0.760877,0.42952,-10.0485,29.3574,0,0,0,0
43343043,43342848,3932170,-1.80762,-4.96079,-12.5121,29.2105,0,0,0,0
44338336,44338144,3932170,2.35206,1.6678,-11.0449,29.2105,0,0,0,0
45338615,45338425,3932170,6.36331,2.15478,-8.78193,29.3574,0,0,0,0
46338907,46338709,3932170,1.40588,0.179565,-11.8173,29.1616,0,0,0,0
47340429,47340239,3932170,2.35015,-1.99629,-8.92654,29.1616,0,0,0,0
48338218,48338025,3932170,1.27994,2.62261,-8.76469,29.1616,0,0,0,0
49338611,49338420,3932170,2.01352,3.02867,-10.5182,29.3084,0,0,0,0
50340029,50339839,3932170,0.67325,-1.30676,-11.0047,29.1616,0,0,0,0
51341563,51341369,3932170,3.34997,5.20835,-11.8082,29.3574,0,0,0,0
52338108,52337914,3932170,1.9508,3.07511,-10.3315,29.5043,0,0,0,0
53339634,53339445,3932170,2.84144,-0.719218,-8.44339,29.3084,0,0,0,0
54341159,54340973,3932170,1.32735,-5.40802,-9.33786,29.4064,0,0,0,0
55337723,55337522,3932170,-0.731668,-7.75386,-10.4675,29.5043,0,0,0,0
56339408,56339213,3932170,4.72711,-2.50577,-6.84598,29.3574,0,0,0,0
57339524,57339331,3932170,3.48787,3.97773,-10.7275,29.4064,0,0,0,0
58337308,58337121,3932170,-2.71933,-0.489854,-9.84065,29.4064,0,0,0,0
59338847,59338658,3932170,-0.415155,0.0699107,-10.7102,29.3084,0,0,0,0
60339127,60338942,3932170,1.38385,1.20285,-10.6346,29.3574,0,0,0,0
61341914,61341728,3932170,-2.37553,-6.0717,-8.38593,29.2105,0,0,0,0
62338463,62338266,3932170,-0.248518,-2.95636,-10.0322,29.3084,0,0,0,0
63338833,63338643,3932170,2.16723,1.79278,-11.1857,29.3574,0,0,0,0
64341516,64341326,3932170,3.30783,4.81666,-10.9918,29.2105,0,0,0,0
65340556,65340366,3932170,2.91805,2.46076,-12.48,29.3574,0,0,0,0
66338381,66338191,3932170,-0.0565032,3.72921,-9.79899,29.3084,0,0,0,0
67340176,67339978,3932170,-1.24546,2.39468,-10.1217,29.3084,0,0,0,0
68340167,68339976,3932170,-0.00383072,-1.38959,-10.5594,29.3574,0,0,0,0
69337971,69337787,3932170,5.70873,-0.733583,-9.68263,29.2105,0,0,0,0
70339632,70339445,3932170,4.47524,2.56084,-9.72381,29.4064,0,0,0,0
71339784,71339594,3932170,1.80331,-2.23283,-10.1318,29.5043,0,0,0,0
72341321,72341130,3932170,1.24211,4.70221,-11.1077,29.2105,0,0,0,0
73339100,73338911,3932170,1.53373,1.09846,-11.791,29.5532,0,0,0,0
74339659,74339469,3932170,1.15784,7.20272,-10.5383,29.4064,0,0,0,0
75340923,75340735,3932170,-2.34728,-3.38875,-7.6897,29.5043,0,0,0,0
76338721,76338529,3932170,0.976834,-0.921768,-7.73902,29.3574,0,0,0,0
77339099,77338903,3932170,0.769018,2.35015,-12.1726,29.5043,0,0,0,0
78340540,78340350,3932170,-2.14712,-10.5364,-9.47625,29.3084,0,0,0,0
79337082,79336896,3932170,1.02807,1.01897,-12.5107,29.3084,0,0,0,0
80338630,80338432,3932170,2.25965,-3.83982,-9.93594,29.7001,0,0,0,0
81339196,81338995,3932170,-1.30388,0.931344,-9.12191,29.3084,0,0,0,0
82340441,82340254,3932170,-4.12904,-4.84347,-8.96676,29.3574,0,0,0,0
83338248,83338063,3932170,-2.04608,2.14951,-9.7037,29.4064,0,0,0,0
84338678,84338491,3932170,0.17765,-0.375411,-8.72543,29.3084,0,0,0,0
85340060,85339871,3932170,2.45358,3.19865,-10.8749,29.5043,0,0,0,0
86341591,86341406,3932170,-1.96181,-5.171,-9.89859,29.3084,0,0,0,0
87339390,87339205,3932170,-4.70652,4.0213,-8.56502,29.3084,0,0,0,0
88339921,88339729,3932170,2.15526,-1.30532,-10.1031,29.3574,0,0,0,0
89339962,89339778,3932170,-2.12078,1.43317,-10.7648,29.4064,0,0,0,0
90337760,90337573,3932170,4.5193,0.234153,-10.0935,29.5043,0,0,0,0
91339410,91339221,3932170,-2.39516,4.32201,-13.7351,29.5043,0,0,0,0
92339597,92339400,3932170,-0.114922,-2.24576,-8.91505,29.6022,0,0,0,0
93342374,93342182,3932170,0.567426,0.779552,-11.4893,29.5043,0,0,0,0
94338926,94338730,3932170,-2.26444,-1.3532,-7.62553,29.6022,0,0,0,0
95339446,95339259,3932170,4.64475,-6.3341,-9.94168,29.3574,0,0,0,0
96340755,96340557,3932170,-1.26797,-2.36308,-7.25252,29.4064,0,0,0,0
97338545,97338353,3932170,-1.72287,8.72734,-13.0992,29.5043,0,0,0,0
98338887,98338699,3932170,-1.84066,5.74369,-12.5471,29.5532,0,0,0,0
99340507,99340311,3932170,1.68839,1.62614,-9.77648,29.4064,0,0,0,0
100337045,100336851,3932170,0.997424,2.24241,-10.7634,29.2105,0,0,0,0
101338577,101338386,3932170,-1.19183,-9.28615,-9.22534,29.5043,0,0,0,0
102340190,102340026,3932170,1.26474,-5.39354,-9.93294,29.4064,0,0,0,0
103340408,103340214,3932170,-3.02914,-5.80785,-7.95162,29.3574,0,0,0,0
104338212,104338012,3932170,-1.38672,-3.60902,-8.96916,29.5043,0,0,0,0
105339753,105339560,3932170,-1.37523,0.265278,-10.6757,29.3574,0,0,0,0
106340338,106340120,3932170,1.61409,1.11171,-11.8218,29.5043,0,0,0,0
107337824,107337637,3932170,0.624408,0.298796,-7.10838,29.7001,0,0,0,0
108339364,108339172,3932170,1.93499,4.4671,-12.7017,29.7491,0,0,0,0
109339718,109339559,3932170,-2.15299,-8.99561,-8.03374,29.3084,0,0,0,0
110341189,110341001,3932170,0.95816,3.4103,-12.1209,29.5043,0,0,0,0
111338994,111338800,3932170,-1.79805,0.699586,-9.46189,29.5532,0,0,0,0
112339278,112339090,3932170,-3.16849,-3.18094,-9.71136,29.6022,0,0,0,0
113341087,113340899,3932170,2.02885,2.84671,-13.8825,29.5043,0,0,0,0
114338618,114338428,3932170,1.7334,0.86718,-12.5073,29.5043,0,0,0,0
115338907,115338714,3932170,-0.831267,0.551624,-9.56053,29.5532,0,0,0,0
116339257,116339096,3932170,-3.43628,-8.11515,-9.54329,29.5532,0,0,0,0
117338247,117338053,3932170,-1.18561,-2.22326,-10.1591,29.5532,0,0,0,0
118338532,118338341,3932170,-4.95025,-0.588016,-9.51073,29.5532,0,0,0,0
119338821,119338635,3932170,2.16867,7.4838,-14.0597,29.7001,0,0,0,0
120340625,120340435,3932170,-0.975398,-8.32943,-9.89811,29.7491,0,0,0,0
121340653,121340464,3932170,-1.22344,-4.12186,-11.7488,29.5532,0,0,0,0
122338455,122338261,3932170,-1.37044,-3.74597,-11.8178,29.5043,0,0,0,0
123340036,123339877,3932170,0.134674,9.45351,-12.7401,29.5043,0,0,0,0
124340278,124340092,3932170,2.727,-0.38834,-11.6717,29.6022,0,0,0,0
125338084,125337890,3932170,1.88424,4.80277,-12.7094,29.5532,0,0,0,0
126339627,126339430,3932170,-1.15736,-2.25725,-7.02267,29.5043,0,0,0,0
127340157,127339971,3932170,4.42257,2.89267,-11.6808,29.4064,0,0,0,0
128337704,128337519,3932170,-2.94774,-0.352905,-8.58034,29.6022,0,0,0,0
129338003,129337812,3932170,3.48931,7.60829,-13.1432,29.4064,0,0,0,0
130339590,130339429,3932170,-1.01514,1.9806,-6.73908,29.5532,0,0,0,0
131341091,131340897,3932170,-6.09803,5.22846,-9.22342,29.6022,0,0,0,0
132337630,132337444,3932170,-2.6906,-0.105824,-9.47003,29.5532,0,0,0,0
133339177,133338984,3932170,-1.9259,-2.19069,-3.30352,29.7001,0,0,0,0
134339766,134339577,3932170,3.7,0.912191,-8.13262,29.7491,0,0,0,0
135341001,135340816,3932170,-0.302148,-5.90171,-9.20235,29.5043,0,0,0,0
136338800,136338613,3932170,-2.27114,-1.51936,-9.15734,29.7491,0,0,0,0
137339145,137338984,3932170,-0.975637,3.3016,-13.1717,29.6022,0,0,0,0
138340635,138340445,3932170,4.20901,11.8791,-13.0709,29.5043,0,0,0,0
139338428,139338243,3932170,1.1971,-5.86915,-6.94031,29.5043,0,0,0,0
140339975,140339785,3932170,5.08241,6.74878,-10.6058,29.7491,0,0,0,0
141340514,141340321,3932170,1.5706,-1.13389,-13.0561,29.5043,0,0,0,0
142341804,142341617,3932170,0.0909797,1.79948,-11.1024,29.7491,0,0,0,0
143339609,143339420,3932170,3.40791,-1.34027,-12.0467,29.5043,0,0,0,0
144339938,144339773,3932170,1.25935,4.77224,-12.8443,29.5532,0,0,0,0
145341438,145341250,3932170,3.0234,-3.11055,-9.71567,29.4064,0,0,0,0
146339235,146339048,3932170,-1.75639,3.82258,-8.6694,29.5043,0,0,0,0
147339531,147339343,3932170,-2.69779,-2.51726,-5.34051,29.7001,0,0,0,0
148340061,148339869,3932170,2.87783,6.11144,-9.26795,29.5043,0,0,0,0
149337631,149337434,3932170,-1.51361,6.12916,-12.2143,29.5532,0,0,0,0
