timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
42285828,0.163543,0.0113104,0.0
348553891,0.162205,0.0114187,0.0
348558858,0.159561,0.0113969,0.0
348757442,0.123218,0.0122373,0.0
348955992,0.119444,0.0124938,0.0
349154681,0.11627,0.0125013,0.0
349353358,0.12011,0.0124404,0.0
