timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
42345634,42345160,3932170,3932170,-4.55611e-05,7.48511e-05,-0.000128367,-0.00117249,-0.00141479,-0.0483364,4957,4957,0
42351049,42350121,3932170,3932170,-0.000192219,0.000212532,9.37927e-05,0.000198246,-0.000416563,-0.0488166,4961,4961,0
42844226,42843960,3932170,3932170,0.000148243,-0.000286985,-0.000384153,-0.00175281,9.66395e-05,-0.0467145,4994,4994,0
43348095,43347837,3932170,3932170,-0.00275165,0.00171954,0.000317213,-0.0187176,-0.00308339,-0.0503843,4989,4989,0
43846978,43846731,3932170,3932170,0.000340507,-8.16089e-05,-3.34523e-06,-0.0020197,0.0112631,-0.0517281,4989,4989,0
44345930,44345625,3932170,3932170,0.000918436,-0.000148747,-0.000234975,-0.00189906,0.000870426,-0.0440264,4988,4988,0
44844771,44844519,3932170,3932170,0.000914806,-0.000254398,3.95825e-05,0.00402847,0.0109443,-0.0451325,4976,4976,0
45343732,45343414,3932170,3932170,0.0024776,-0.000234872,-0.00143714,0.00283014,-0.0240858,-0.0401227,4989,4989,0
45847734,45847379,3932170,3932170,0.00111309,8.30694e-05,-0.000415039,-8.16236e-05,0.00257772,-0.0522599,4960,4960,0
46346717,46346465,3932170,3932170,-0.000308692,-0.000381925,-0.000331994,-0.00142394,-0.00053638,-0.0540799,5255,5255,0
46845342,46845084,3932170,3932170,0.000748079,-0.00111529,-0.000702137,-0.00498784,-0.0182589,-0.047416,4987,4987,0
47349215,47348966,3932170,3932170,-0.000732821,0.00112413,0.000631157,-0.0016423,0.0110321,-0.0527203,4984,4984,0
47848110,47847861,3932170,3932170,0.00448739,-0.00077876,-0.00156613,-0.000324844,-0.021044,-0.044258,4985,4985,0
48347018,48346755,3932170,3932170,-0.00350341,9.96149e-05,0.000899262,-0.00425187,0.00918932,-0.0514122,4989,4989,0
48846383,48845652,3932170,3932170,-0.000711216,8.25273e-05,1.77242e-05,-0.00354083,0.0157657,-0.0466554,4990,4990,0
49345006,49344652,3932170,3932170,0.000703751,-0.00045375,-0.000386405,-0.000684571,-0.00895649,-0.0427412,4997,4997,0
