timestamp,saturation_status
564994505,1533
565018849,1533
566001641,1469
566992546,1
568003443,1
568994278,1
569985156,1
570986033,1
571996921,1
572988090,1
573996446,1
574999560,1
575990421,1
576995722,1
577999980,1
578993141,1
580003974,1
581002862,1
582001463,1
582991600,1
583986268,1
585003349,1
586004217,1
586995048,1
587986070,1
588986784,1
590007678,1
590988056,1
591988928,1
593003353,1
594000034,1
594997019,1
595992903,1
596997504,1
597992391,1
598995656,1
600006378,1
600983280,1
602003097,1
602984193,1
603998464,1
605003463,1
605996349,1
606990468,1
607991082,1
608990540,1
609995041,1
610995903,1
611991391,1
613005398,1
614001334,1
615002143,1
616005423,1
617001175,1
617991952,1
618990584,1
620003878,1
621004603,1
621991375,1
623004049,1
623999977,1
625000792,1
625994019,1
627002546,1
628005628,1
629001277,1
629997127,1
630991234,1
631993992,1
633004866,1
633990701,1
635001580,1
636002474,1
636993289,1
637994306,1
639005000,1
639985836,1
640996837,1
641992528,1
642997071,1
644001988,1
644985078,1
645989630,1
646989789,1
647992680,1
649003457,1
649992049,1
651002910,1
651993810,1
652995497,1
653992693,1
654991272,1
656004367,1
656992958,1
657991063,1
659001888,1
660002714,1
661001348,1
662004423,1
662995324,1
663996099,1
664986926,1
665992776,1
666988447,1
667998074,1
668998958,1
669993950,1
671000874,1
672002858,1
672991464,1
673984558,1
674985582,1
675983991,1
676997071,1
678002925,1
679003797,1
679994790,1
681003195,1
681986561,1
682997343,1
684000749,1
684993801,1
686004611,1
686995639,1
688004048,1
688989906,1
690000715,1
691001556,1
691984593,1
693003217,1
693996291,1
695000169,1333
696003201,1333
697003889,1
