timestamp,timestamp_sample,device_id,error_count,pressure,temperature
40748127,40748118,3997730,0,966.77,33.4
40758200,40758192,3997730,0,966.75,33.4
41743407,41743399,3997730,0,966.76,33.4
42748686,42748677,3997730,0,966.79,33.41
43754260,43754252,3997730,0,966.81,33.41
44739738,44739730,3997730,0,966.74,33.42
45744926,45744884,3997730,0,966.73,33.43
46750501,46750493,3997730,0,966.76,33.43
47745583,47745574,3997730,0,966.79,33.44
48750742,48750733,3997730,0,966.73,33.44
49746319,49746195,3997730,0,966.73,33.45
50751699,50751691,3997730,0,966.58,33.45
51736911,51736903,3997730,0,966.64,33.46
52742203,52742195,3997730,0,966.62,33.46
53747571,53747562,3997730,0,966.61,33.46
54753018,54753009,3997730,0,966.66,33.47
55748057,55748050,3997730,0,966.63,33.47
56752984,56752975,3997730,0,966.62,33.48
57748041,57748032,3997730,0,966.62,33.49
58733409,58733370,3997730,0,966.67,33.49
59738699,59738691,3997730,0,966.71,33.49
60743895,60743887,3997730,0,966.62,33.5
61749442,61749433,3997730,0,966.6,33.51
62744769,62744760,3997730,0,966.61,33.5
63750040,63750031,3997730,0,966.66,33.51
64755166,64755116,3997730,0,966.8,33.52
65750436,65750428,3997730,0,966.66,33.52
66735775,66735766,3997730,0,966.61,33.53
67741329,67741321,3997730,0,966.52,33.54
68746435,68746427,3997730,0,966.6,33.54
69751791,69751783,3997730,0,966.54,33.54
70747567,70747559,3997730,0,966.68,33.55
71752791,71752783,3997730,0,966.63,33.55
72747842,72747834,3997730,0,966.63,33.56
73733419,73733410,3997730,0,966.67,33.56
74738692,74738681,3997730,0,966.72,33.57
75744147,75744098,3997730,0,966.81,33.57
76749487,76749479,3997730,0,966.71,33.58
77744783,77744775,3997730,0,966.71,33.58
78749958,78749950,3997730,0,966.77,33.59
79745408,79745399,3997730,0,966.78,33.59
80750495,80750486,3997730,0,966.75,33.6
81735722,81735674,3997730,0,966.65,33.6
82740951,82740942,3997730,0,966.62,33.61
83746423,83746414,3997730,0,966.62,33.61
84751682,84751674,3997730,0,966.65,33.61
85746871,85746862,3997730,0,966.63,33.62
86752257,86752249,3997730,0,966.61,33.62
87747654,87747602,3997730,0,966.66,33.63
88753040,88753030,3997730,0,966.59,33.63
89738289,89738281,3997730,0,966.66,33.63
90743864,90743856,3997730,0,966.72,33.63
91749313,91749305,3997730,0,966.69,33.64
92755287,92755233,3997730,0,966.67,33.64
93750880,93750871,3997730,0,966.67,33.64
94746494,94746485,3997730,0,966.73,33.64
95751935,95751926,3997730,0,966.77,33.65
96737097,96737088,3997730,0,966.63,33.65
97742630,97742622,3997730,0,966.71,33.66
98748164,98748154,3997730,0,966.71,33.66
99753258,99753250,3997730,0,966.77,33.66
100748410,100748401,3997730,0,966.67,33.67
101743857,101743848,3997730,0,966.68,33.67
102749106,102749047,3997730,0,966.71,33.68
103754125,103754117,3997730,0,966.66,33.68
104739122,104739113,3997730,0,966.71,33.69
105744895,105744885,3997730,0,966.68,33.69
106750359,106750350,3997730,0,966.71,33.69
107745642,107745633,3997730,0,966.65,33.69
108751417,108751409,3997730,0,966.69,33.7
109746921,109746912,3997730,0,966.78,33.71
110752384,110752376,3997730,0,966.59,33.71
111737506,111737497,3997730,0,966.68,33.71
112742652,112742644,3997730,0,966.71,33.72
113748015,113748007,3997730,0,966.7,33.72
114753201,114753193,3997730,0,966.65,33.73
115748606,115748597,3997730,0,966.67,33.73
116753521,116753513,3997730,0,966.7,33.74
117748922,117748913,3997730,0,966.71,33.74
118734538,118734530,3997730,0,966.69,33.75
119739590,119739576,3997730,0,966.62,33.75
120744855,120744844,3997730,0,966.52,33.76
