timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
40697718,4259850,4325386,0,0,0,0,0,0.00173818,4.05058e-05,5.34455e-10,1018,1001
40802256,4259850,4325386,0,0,0,0,0,0.00207961,7.56112e-05,5.13791e-09,1018,1001
41746030,4259850,4325386,0,0,0,0,0,0.00867529,0.00101896,8.66713e-07,1018,1001
42682659,4259850,4325386,0,0,0,0,0,0.0228076,0.0033534,3.89573e-06,1018,1001
43720196,4259850,4325386,0,0,0,0,0,0.025655,0.0030707,2.62771e-06,1018,1001
44657725,4259850,4325386,0,0,0,0,0,0.0266313,0.00356702,3.57993e-06,1018,1001
45699855,4259850,4325386,0,0,0,0,0,0.0244184,0.0016886,7.43599e-07,1018,1001
46747556,4259850,4325386,0,0,0,0,0,0.0321322,0.00174648,4.48118e-07,1018,1001
47683391,4259850,4325386,0,0,0,0,0,0.0425656,0.0023122,2.22727e-06,1018,1001
48725033,4259850,4325386,0,0,0,0,0,0.0575322,0.00285041,2.9379e-06,1018,1001
49657505,4259850,4325386,0,0,0,0,0,0.0601523,0.00255812,4.69097e-06,1018,1001
50699814,4259850,4325386,0,0,0,0,0,0.0428277,0.00266635,5.16368e-06,1018,1001
51737303,4259850,4325386,0,0,0,0,0,0.0381299,0.00224172,2.71044e-06,1018,1001
52674587,4259850,4325386,0,0,0,0,0,0.058181,0.00325191,3.74128e-06,1018,1001
53717021,4259850,4325386,0,0,0,0,0,0.047599,0.00247584,1.66367e-06,1018,1001
54754544,4259850,4325386,0,0,0,0,0,0.0555154,0.00257141,3.02143e-06,1018,1001
55697210,4259850,4325386,0,0,0,0,0,0.0614607,0.00329626,3.57252e-06,1018,1001
56740190,4259850,4325386,0,0,0,0,0,0.0492481,0.00281545,2.4749e-06,1018,1001
57682909,4259850,4325386,0,0,0,0,0,0.0516583,0.00285128,3.32229e-06,1018,1001
58720948,4259850,4325386,0,0,0,0,0,0.0420356,0.00232457,2.67485e-06,1018,1001
59658330,4259850,4325386,0,0,0,0,0,0.0635101,0.003606,3.55063e-06,1018,1001
60705611,4259850,4325386,0,0,0,0,0,0.0556976,0.00293638,1.64698e-06,1018,1001
61753190,4259850,4325386,0,0,0,0,0,0.048703,0.00277599,1.88139e-06,1018,1001
62695770,4259850,4325386,0,0,0,0,0,0.0622628,0.00325457,2.34812e-06,1018,1001
63733397,4259850,4325386,0,0,0,0,0,0.048938,0.00256934,1.42319e-06,1018,1001
64675727,4259850,4325386,0,0,0,0,0,0.0491649,0.0039819,3.34892e-06,1018,1001
65722397,4259850,4325386,0,0,0,0,0,0.0584058,0.00255781,2.22835e-06,1018,1001
66660148,4259850,4325386,0,0,0,0,0,0.0611437,0.00328883,4.4713e-06,1018,1001
67702608,4259850,4325386,0,0,0,0,0,0.0504615,0.00265104,1.46679e-06,1018,1001
68745088,4259850,4325386,0,0,0,0,0,0.0369604,0.00192652,1.16134e-06,1018,1001
69683227,4259850,4325386,0,0,0,0,0,0.0521894,0.00278619,2.63448e-06,1018,1001
70730525,4259850,4325386,0,0,0,0,0,0.0626275,0.00313391,3.07246e-06,1018,1001
71672743,4259850,4325386,0,0,0,0,0,0.0640338,0.00367686,3.1231e-06,1018,1001
72719974,4259850,4325386,0,0,0,0,0,0.0597987,0.0033248,3.69655e-06,1018,1001
73662706,4259850,4325386,0,0,0,0,0,0.0610526,0.00338697,2.95591e-06,1018,1001
74700218,4259850,4325386,0,0,0,0,0,0.0539931,0.00297991,2.31972e-06,1018,1001
75748020,4259850,4325386,0,0,0,0,0,0.051703,0.00299198,5.31786e-06,1018,1001
76680650,4259850,4325386,0,0,0,0,0,0.0384585,0.00221801,2.6672e-06,1018,1001
77722866,4259850,4325386,0,0,0,0,0,0.0500276,0.00270799,4.43133e-06,1018,1001
78660598,4259850,4325386,0,0,0,0,0,0.0467973,0.00264613,3.33036e-06,1018,1001
79708167,4259850,4325386,0,0,0,0,0,0.0430289,0.002411,6.14049e-06,1018,1001
80750052,4259850,4325386,0,0,0,0,0,0.0520436,0.00386832,8.50759e-06,1018,1001
81679080,4259850,4325386,0,0,0,0,0,0.0371816,0.00196337,4.52741e-06,1018,1001
82724820,4259850,4325386,0,0,0,0,0,0.042341,0.00223829,4.98996e-06,1018,1001
