timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
39954746,inf,0,1,1,1,0
40957924,inf,0,1,1,1,0
41961230,inf,0,1,1,1,0
42130140,inf,0,1,0,0,0
42691303,inf,0,0,0,0,0
43699592,inf,0,0,0,0,0
43749301,inf,0,1,0,0,0
44375242,inf,0,0,0,0,0
45383756,inf,0,0,0,0,0
46386983,inf,0,0,0,0,0
47395438,inf,0,0,0,0,0
48403619,inf,0,0,0,0,0
49411953,inf,0,0,0,0,0
50420346,inf,0,0,0,0,0
51423624,inf,0,0,0,0,0
52432106,inf,0,0,0,0,0
53435281,inf,0,0,0,0,0
54443567,inf,0,0,0,0,0
55452744,inf,0,0,0,0,0
56455433,inf,0,0,0,0,0
57463685,inf,0,0,0,0,0
58466889,inf,0,0,0,0,0
59475291,inf,0,0,0,0,0
60483578,inf,0,0,0,0,0
61486820,inf,0,0,0,0,0
62495289,inf,0,0,0,0,0
63503630,inf,0,0,0,0,0
64506959,inf,0,0,0,0,0
65510380,inf,0,0,0,0,0
66513517,inf,0,0,0,0,0
67522748,inf,0,0,0,0,0
68530268,inf,0,0,0,0,0
69533646,inf,0,0,0,0,0
70541923,inf,0,0,0,0,0
71545474,inf,0,0,0,0,0
72553613,inf,0,0,0,0,0
73561985,inf,0,0,0,0,0
74565308,inf,0,0,0,0,0
75573764,inf,0,0,0,0,0
76582082,inf,0,0,0,0,0
77585478,inf,0,0,0,0,0
78593605,inf,0,0,0,0,0
79597101,inf,0,0,0,0,0
80600323,inf,0,0,0,0,0
81609521,inf,0,0,0,0,0
82612116,inf,0,0,0,0,0
83620184,inf,0,0,0,0,0
84623575,inf,0,0,0,0,0
85631955,inf,0,0,0,0,0
86641216,inf,0,0,0,0,0
87649501,inf,0,0,0,0,0
88652656,inf,0,0,0,0,0
89655794,inf,0,0,0,0,0
90663762,inf,0,0,0,0,0
91672162,inf,0,0,0,0,0
92675478,inf,0,0,0,0,0
93678618,inf,0,0,0,0,0
94681905,inf,0,0,0,0,0
95685494,inf,0,0,0,0,0
96689804,inf,0,0,0,0,0
97698052,inf,0,0,0,0,0
98705232,inf,0,0,0,0,0
99708977,inf,0,0,0,0,0
100718027,inf,0,0,0,0,0
101725253,inf,0,0,0,0,0
102733544,inf,0,0,0,0,0
103737933,inf,0,0,0,0,0
104745321,inf,0,0,0,0,0
105753887,inf,0,0,0,0,0
106761981,inf,0,0,0,0,0
107771526,inf,0,0,0,0,0
108778673,inf,0,0,0,0,0
109787267,inf,0,0,0,0,0
110790455,inf,0,0,0,0,0
111793733,inf,0,0,0,0,0
112802338,inf,0,0,0,0,0
113805361,inf,0,0,0,0,0
114813851,inf,0,0,0,0,0
115821967,inf,0,0,0,0,0
116825352,inf,0,0,0,0,0
117833753,inf,0,0,0,0,0
118842247,inf,0,0,0,0,0
119845541,inf,0,0,0,0,0
120854347,inf,0,0,0,0,0
121862166,inf,0,0,0,0,0
122865669,inf,0,0,0,0,0
123873725,inf,0,0,0,0,0
124877352,inf,0,0,0,0,0
125880298,inf,0,0,0,0,0
126883817,inf,0,0,0,0,0
127887297,inf,0,0,0,0,0
128895457,inf,0,0,0,0,0
129903732,inf,0,0,0,0,0
130907276,inf,0,0,0,0,0
131910618,inf,0,0,0,0,0
132915086,inf,0,0,0,0,0
133922224,inf,0,0,0,0,0
134930554,inf,0,0,0,0,0
135934152,inf,0,0,0,0,0
136942320,inf,0,0,0,0,0
137946941,inf,0,0,0,0,0
138954103,inf,0,0,0,0,0
139962551,inf,0,0,0,0,0
140966303,inf,0,0,0,0,0
141974108,inf,0,0,0,0,0
142982315,inf,0,0,0,0,0
143985791,inf,0,0,0,0,0
144990240,inf,0,0,0,0,0
145993365,inf,0,0,0,0,0
146996030,inf,0,0,0,0,0
148004059,inf,0,0,0,0,0
149013374,inf,0,0,0,0,0
150020893,inf,0,0,0,0,0
151025228,inf,0,0,0,0,0
152038446,inf,0,0,0,0,0
153042019,inf,0,0,0,0,0
154045348,inf,0,0,0,0,0
155053649,inf,0,0,0,0,0
156056945,inf,0,0,0,0,0
157065169,inf,0,0,0,0,0
158073736,inf,0,0,0,0,0
159080755,inf,0,0,0,0,0
160084598,inf,0,0,0,0,0
161092630,inf,0,0,0,0,0
162096119,inf,0,0,0,0,0
163104533,inf,0,0,0,0,0
164112699,inf,0,0,0,0,0
165116061,inf,0,0,0,0,0
166124366,inf,0,0,0,0,0
167132550,inf,0,0,0,0,0
168136047,inf,0,0,0,0,0
169144654,inf,0,0,0,0,0
170147971,inf,0,0,0,0,0
171156104,inf,0,0,0,0,0
172159658,inf,0,0,0,0,0
173163594,inf,0,0,0,0,0
174167088,inf,0,0,0,0,0
175169544,inf,0,0,0,0,0
176172787,inf,0,0,0,0,0
177181216,inf,0,0,0,0,0
178184495,inf,0,0,0,0,0
179193175,inf,0,0,0,0,0
180201411,inf,0,0,0,0,0
181204557,inf,0,0,0,0,0
182207851,inf,0,0,0,0,0
183211281,inf,0,0,0,0,0
184215863,inf,0,0,0,0,0
185222940,inf,0,0,0,0,0
186231293,inf,0,0,0,0,0
187234756,inf,0,0,0,0,0
188243048,inf,0,0,0,0,0
189251913,inf,0,0,0,0,0
190254751,inf,0,0,0,0,0
191263012,inf,0,0,0,0,0
192271229,inf,0,0,0,0,0
193274726,inf,0,0,0,0,0
194278337,inf,0,0,0,0,0
195286318,inf,0,0,0,0,0
196294572,inf,0,0,0,0,0
197303041,inf,0,0,0,0,0
198306387,inf,0,0,0,0,0
199314824,inf,0,0,0,0,0
200323190,inf,0,0,0,0,0
201326552,inf,0,0,0,0,0
202334883,inf,0,0,0,0,0
203343115,inf,0,0,0,0,0
204346514,inf,0,0,0,0,0
205354840,inf,0,0,0,0,0
206363313,inf,0,0,0,0,0
207371825,inf,0,0,0,0,0
208380033,inf,0,0,0,0,0
209383447,inf,0,0,0,0,0
210392637,inf,0,0,0,0,0
211395150,inf,0,0,0,0,0
212404321,inf,0,0,0,0,0
213411728,inf,0,0,0,0,0
214415334,inf,0,0,0,0,0
215424293,inf,0,0,0,0,0
216426935,inf,0,0,0,0,0
217435303,inf,0,0,0,0,0
218438425,inf,0,0,0,0,0
219446607,inf,0,0,0,0,0
220450784,inf,0,0,0,0,0
221453594,inf,0,0,0,0,0
222456848,inf,0,0,0,0,0
223460266,inf,0,0,0,0,0
224463835,inf,0,0,0,0,0
225471963,inf,0,0,0,0,0
226480046,inf,0,0,0,0,0
227484258,inf,0,0,0,0,0
228491959,inf,0,0,0,0,0
229505310,inf,0,0,0,0,0
230513624,inf,0,0,0,0,0
231517032,inf,0,0,0,0,0
232525370,inf,0,0,0,0,0
233533651,inf,0,0,0,0,0
234542252,inf,0,0,0,0,0
235545528,inf,0,0,0,0,0
236305415,inf,0,1,0,0,0
236752663,inf,0,1,1,0,0
237060871,inf,0,1,1,1,0
238063595,inf,0,1,1,1,0
239071959,inf,0,1,1,1,0
