timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
40743190,0.100651,0.100651,0.211855,0.761909,0.761909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4022,0.0,0.0,nan,0.0,0.0,0.0903383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40753121,0.100651,0.100651,0.211855,0.761909,0.761909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4022,0.0,0.0,nan,0.0,0.0,0.0903379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40946834,0.100609,0.100609,0.211815,0.758345,0.758345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4015,0.0,0.0,nan,0.0,0.0,0.0903359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41145517,0.100573,0.100573,0.211827,0.753119,0.753119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4017,0.0,0.0,nan,0.0,0.0,0.0903335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41344200,0.100498,0.100498,0.211762,0.749321,0.749321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4015,0.0,0.0,nan,0.0,0.0,0.0903312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41542926,0.10047,0.10047,0.211728,0.744154,0.744154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4018,0.0,0.0,nan,0.0,0.0,0.0903293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41751501,0.100516,0.100516,0.211773,0.740922,0.740922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4016,0.0,0.0,nan,0.0,0.0,0.0903271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41950184,0.100408,0.100408,0.21171,0.735505,0.735504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4008,0.0,0.0,nan,0.0,0.0,0.0903248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42148867,0.100456,0.100455,0.211707,0.732293,0.732293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4011,0.0,0.0,nan,0.0,0.0,0.0903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42352518,0.101,0.100999,0.211676,0.728817,0.728817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4014,0.0,0.0,nan,0.0,0.0,0.0903209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42551202,0.104167,0.104166,0.211698,0.725351,0.725351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4002,0.0,0.0,nan,0.0,0.0,0.0903183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42749884,0.108969,0.108967,0.211674,0.721892,0.721892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4005,0.0,0.0,nan,0.0,0.0,0.0903166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42948568,0.113902,0.113899,0.211652,0.716814,0.716814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4008,0.0,0.0,nan,0.0,0.0,0.0903145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43142284,0.117175,0.117171,0.211649,0.713134,0.713134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4001,0.0,0.0,nan,0.0,0.0,0.0903127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43351081,0.11992,0.119915,0.211656,0.710041,0.710041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4,0.0,0.0,nan,0.0,0.0,0.0903103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43544617,0.120451,0.120446,0.211633,0.706692,0.706692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4003,0.0,0.0,nan,0.0,0.0,0.0903086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43748268,0.119907,0.119903,0.211608,0.70337,0.70337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4001,0.0,0.0,nan,0.0,0.0,0.0903066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43946955,0.118395,0.11839,0.211603,0.699783,0.699782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3999,0.0,0.0,nan,0.0,0.0,0.0903042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44145811,0.117083,0.117079,0.21158,0.696525,0.696525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3998,0.0,0.0,nan,0.0,0.0,0.0903027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44344318,0.11564,0.115636,0.211556,0.693276,0.693276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4001,0.0,0.0,nan,0.0,0.0,0.0903008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44543001,0.114432,0.114429,0.21156,0.691931,0.691931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3995,0.0,0.0,nan,0.0,0.0,0.0902989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44741685,0.112951,0.112948,0.211583,0.688665,0.688665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3993,0.0,0.0,nan,0.0,0.0,0.0902973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44950413,0.111587,0.111584,0.211559,0.687,0.686999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3997,0.0,0.0,nan,0.0,0.0,0.0902955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45148987,0.110345,0.110342,0.211535,0.683744,0.683743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.4,0.0,0.0,nan,0.0,0.0,0.0902936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45352640,0.109219,0.109216,0.211558,0.68208,0.68208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3994,0.0,0.0,nan,0.0,0.0,0.0902918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45551320,0.108198,0.108195,0.211535,0.678829,0.678828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3992,0.0,0.0,nan,0.0,0.0,0.09029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45750135,0.107407,0.107404,0.211541,0.675873,0.675872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3991,0.0,0.0,nan,0.0,0.0,0.0902882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45943719,0.106416,0.106413,0.21149,0.673878,0.673878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.399,0.0,0.0,nan,0.0,0.0,0.0902867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46147372,0.105559,0.105556,0.211489,0.670346,0.670346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3989,0.0,0.0,nan,0.0,0.0,0.0902847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46346053,0.104916,0.104913,0.211471,0.668706,0.668705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3988,0.0,0.0,nan,0.0,0.0,0.090283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46544818,0.10433,0.104327,0.211453,0.667065,0.667064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3987,0.0,0.0,nan,0.0,0.0,0.0902813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46753354,0.103796,0.103794,0.211481,0.665421,0.665421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3991,0.0,0.0,nan,0.0,0.0,0.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46947071,0.103399,0.103396,0.211491,0.664056,0.664056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3985,0.0,0.0,nan,0.0,0.0,0.0902786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47145755,0.102858,0.102855,0.211446,0.662098,0.662098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,12.3984,0.0,0.0,nan,0.0,0.0,0.0902767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
