timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
40604105,0.0174356,0.0779611,0.00297992,0
40802788,0.0174356,0.0779611,0.00297992,1
40996504,0.0174356,0.0779611,0.00297992,1
41195350,0.0174356,0.0779611,0.00297992,1
41393871,0.0174356,0.0779611,0.00297992,1
41602488,0.0174356,0.0779611,0.00297992,1
41791237,0.0174356,0.0779611,0.00297992,1
42000014,0.0174356,0.0779611,0.00297992,1
237208257,0.0174356,0.0779611,0.00297992,1
237402019,0.0174356,0.0779611,0.00297992,1
237625499,0.0174356,0.0779611,0.00297992,1
237804435,0.0174356,0.0779611,0.00297992,1
238003026,0.0174356,0.0779611,0.00297992,1
238206658,0.0174356,0.0779611,0.00297992,1
238405350,0.0174356,0.0779611,0.00297992,1
238604050,0.0174356,0.0779611,0.00297992,1
238802719,0.0174356,0.0779611,0.00297992,1
239001406,0.0174356,0.0779611,0.00297992,1
239205062,0.0174356,0.0779611,0.00297992,1
