timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
20776063,0.1733,0.0121787,0.0
346557560,0.173888,0.0121543,0.0
346562550,0.171789,0.0122091,0.0
346761211,0.179836,0.0130167,0.0
