timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
165874145,34.0356235723,108.757431048,427.365,-2.11578,2.6398,-2.39057,-1.45695,1,1,0
176416065,34.035620701,108.757427531,427.242,-2.43506,2.31571,-2.26707,-1.42622,1,1,0
191681921,34.035620701,108.757427531,427.242,-2.43506,2.31571,-2.26707,-1.438,1,1,0
589277134,34.0355993335,108.757438066,427.983,-4.81102,3.2865,-3.00781,-0.255922,1,1,0
