timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
174639725,0.0102737,0.0459026,0.00217563,0
174838399,0.0102737,0.0459026,0.00217563,1
175027125,0.0102737,0.0459026,0.00217563,1
175230644,0.0102737,0.0459026,0.00217563,1
175429272,0.0102737,0.0459026,0.00217563,1
175617971,0.0102737,0.0459026,0.00217563,1
175826556,0.0102737,0.0459026,0.00217563,1
176025158,0.0102737,0.0459026,0.00217563,1
176218821,0.0102737,0.0459026,0.00217563,1
587416458,0.0102737,0.0459026,0.00217563,1
587625093,0.0102737,0.0459026,0.00217563,1
587823689,0.0102737,0.0459026,0.00217563,1
588017371,0.0102737,0.0459026,0.00217563,1
588216024,0.0102737,0.0459026,0.00217563,1
588414699,0.0102737,0.0459026,0.00217563,1
588618284,0.0102737,0.0459026,0.00217563,1
588816936,0.0102737,0.0459026,0.00217563,1
589010635,0.0102737,0.0459026,0.00217563,1
589219221,0.0102737,0.0459026,0.00217563,1
589412881,0.0102737,0.0459026,0.00217563,1
589611531,0.0102737,0.0459026,0.00217563,1
589810179,0.0102737,0.0459026,0.00217563,1
590018761,0.0102737,0.0459026,0.00217563,1
590222376,0.0102737,0.0459026,0.00217563,1
