timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
25580938,0.0462178,0.0866804,0.00520354,0
25779410,0.0462178,0.0866804,0.00520354,1
25988031,0.0462178,0.0866804,0.00520354,1
26176804,0.0462178,0.0866804,0.00520354,1
26375559,0.0462178,0.0866804,0.00520354,1
26579127,0.0462178,0.0866804,0.00520354,1
26777814,0.0462178,0.0866804,0.00520354,1
168979238,0.0462178,0.0866804,0.00520354,1
169177927,0.0462178,0.0866804,0.00520354,1
169386551,0.0462178,0.0866804,0.00520354,1
169580272,0.0462178,0.0866804,0.00520354,1
169778961,0.0462178,0.0866804,0.00520354,1
169977650,0.0462178,0.0866804,0.00520354,1
170181331,0.0462178,0.0866804,0.00520354,1
170375028,0.0462178,0.0866804,0.00520354,1
170573886,0.0462178,0.0866804,0.00520354,1
170782340,0.0462178,0.0866804,0.00520354,1
170981029,0.0462178,0.0866804,0.00520354,1
171179718,0.0462178,0.0866804,0.00520354,1
171378612,0.0462178,0.0866804,0.00520354,1
171582062,0.0462178,0.0866804,0.00520354,1
