timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
21862752,0.0192771,0.0219436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
21885102,0.0192771,0.0219436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
22063612,0.0192771,0.0219436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
22265058,0.0192771,0.0219436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
22465963,0.0192771,0.0219436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
22667311,0.0192771,0.0219436,0.0,0.146635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
22875832,0.0192771,0.0219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
23067002,0.0192771,0.0219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
23265597,0.0192771,0.0219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
23464367,0.0192771,0.0219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
23665560,0.0192771,0.0219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
23866492,0.0192771,0.0219436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
24067817,0.0192771,0.0188088,0.0403917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
24268878,0.0192771,0.0219436,0.162791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
24470717,0.0192771,0.0219436,0.161567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
24669088,0.0192771,0.0219436,0.156671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
24869716,0.0192771,0.0219436,0.156671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
25071407,0.0192771,0.0188088,0.156671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
25271814,0.0192771,0.0188088,0.160343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
25473170,0.0192771,0.0219436,0.179927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
25674219,0.0216867,0.0250784,0.181151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
25875563,0.0192771,0.0250784,0.204406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
26054164,0.0216867,0.0250784,0.22399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
26255367,0.0216867,0.0282132,0.23011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
26456880,0.0216867,0.0282132,0.271726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
26655414,0.0216867,0.0282132,0.308446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
26876037,0.0216867,0.0282132,0.369645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
27072886,0.0216867,0.0282132,0.403917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
27273125,0.0216867,0.0282132,0.394125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
27471855,0.0216867,0.0282132,0.407589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
27670491,0.0216867,0.0250784,0.412485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
27871822,0.0216867,0.0250784,0.446756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
28071087,0.0216867,0.0250784,0.46022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
28271598,0.0313253,0.0188088,0.467564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
28470175,0.0939759,0.0,0.50306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
28671821,0.127711,0.0,0.505508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
28872223,0.139759,-0.00609756,0.505508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
29074130,0.0819277,0.0,0.501836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
29274584,0.0506024,0.0,0.504284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
29476012,0.0192771,0.0,0.501836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
29676803,0.0192771,0.0,0.500612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
29855781,0.0192771,0.0,0.499388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
30056844,0.0216867,0.0,0.501836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
30257781,0.0216867,0.015674,0.501836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
30459834,0.101205,0.0250784,0.495716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
30660139,0.137349,0.0250784,0.401469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
30861907,0.103614,0.0188088,0.395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
31069397,0.139759,0.0219436,0.457772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
31261167,0.146988,0.0188088,0.455324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
31459651,0.086747,0.0282132,0.456548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
31661684,0.0746988,0.0250784,0.468788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
31859732,0.0168675,0.0250784,0.498164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
32061180,0.0168675,0.0658307,0.49082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
32259195,0.0192771,0.0250784,0.493268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
32460628,0.0216867,0.0250784,0.493268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
32661559,0.0216867,0.0250784,0.493268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
32863437,0.0216867,0.0282132,0.492044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
33063710,0.0192771,0.0595611,0.493268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
