timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
24419682,-2.37018,3.57292,-2.51118,-1.25456,0.00207784,1.25873,2.51538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
24429617,-2.24908,3.62237,-2.51239,-1.25577,0.000872398,1.25753,2.51417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
24628262,-0.830624,3.73118,-2.51036,-1.25381,0.00266169,1.25929,2.51609,-0.0449178,-0.0170722,0.0205462,0.0159515,-0.0245077,0.0360908,0.00558355,0.0226385,0.0636862,0.072001,0.199991,0.200062,0.200048,0.199967,0.199932
24821941,-1.34564,3.56074,-2.50877,-1.25228,0.00423295,1.26094,2.51775,-0.0425127,-0.00822046,0.0512914,0.053796,-0.00418504,-0.00101754,-0.0524523,-0.0357416,0.0260273,0.0474964,0.200025,0.200064,0.200015,0.199945,0.199951
25020586,1.84358,3.88837,-2.50802,-1.2511,0.00580034,1.26232,2.51862,-0.0950281,-0.0428384,0.047315,0.0508597,-0.0371257,-0.0320769,-0.109911,-0.0843391,0.00931458,0.0416211,0.199944,0.199843,0.199959,0.200132,0.200122
25229165,2.3685,3.5715,-2.50571,-1.24878,0.00851403,1.26527,2.52132,-0.0771981,-0.0175396,0.0851464,0.0889228,-0.0113755,-0.0178031,-0.106403,-0.0770155,0.0296953,0.0662838,0.200045,0.199736,0.199791,0.200135,0.200293
25427811,2.699,3.57883,-2.50368,-1.24698,0.0102038,1.26712,2.52339,-0.104691,-0.029963,0.096928,0.100505,-0.0240419,0.0104898,-0.0986417,-0.0612238,0.0709676,0.115232,0.200115,0.199823,0.199776,0.200038,0.200248
25616729,2.92352,3.70651,-2.50106,-1.24448,0.0124813,1.26938,2.52585,-0.112504,-0.0408453,0.0864384,0.0933366,-0.0295863,0.0159875,-0.0945355,-0.0604857,0.0710643,0.118267,0.200104,0.199911,0.199841,0.199991,0.200154
25830114,-1.5876,3.66622,-2.49906,-1.24274,0.013701,1.27054,2.52749,-0.150295,-0.0436453,0.119854,0.114162,-0.0527775,0.0127078,-0.124528,-0.065464,0.108265,0.156527,0.200079,0.200119,0.199995,0.199878,0.199929
26028717,2.03031,3.78922,-2.4981,-1.24068,0.0169091,1.27336,2.52892,-0.178768,-0.0665966,0.120754,0.124413,-0.0607511,-0.0358782,-0.196406,-0.139369,0.056479,0.12045,0.199907,0.199509,0.199789,0.200361,0.200434
26222396,1.17881,3.54726,-2.49678,-1.23896,0.0179133,1.27352,2.52928,-0.182209,-0.0897572,0.0941681,0.115156,-0.0554785,0.0350857,-0.12829,-0.0906814,0.0957145,0.173349,0.199535,0.199591,0.200213,0.20054,0.200121
26421190,2.96825,3.72716,-2.49511,-1.23863,0.0188874,1.27623,2.53242,-0.141332,-0.0171706,0.191678,0.196638,-0.00892924,0.000398012,-0.179064,-0.116322,0.101485,0.173731,0.200299,0.199779,0.199564,0.199952,0.200406
26624654,3.08058,3.82965,-2.49444,-1.23823,0.0198267,1.27777,2.53379,-0.172652,-0.0582846,0.156545,0.174635,-0.0287875,0.00502119,-0.183581,-0.132973,0.0869533,0.172044,0.200569,0.199704,0.199249,0.199831,0.200648
26823301,2.67212,3.54896,-2.49192,-1.23509,0.0227986,1.28001,2.53576,-0.213267,-0.0875907,0.135642,0.147373,-0.0682422,0.00980609,-0.183836,-0.123955,0.106837,0.18915,0.200247,0.19958,0.199494,0.200107,0.200573
