timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
21800962,21800,1,1,1,0,0,0,0,0
22307986,21800,1,1,1,0,0,0,0,0
22816262,21800,1,1,1,0,0,0,0,0
23325041,21800,1,1,1,0,0,0,0,0
23833304,21800,1,1,1,0,0,0,0,0
24340115,21800,1,1,1,0,0,0,0,0
24847600,21800,1,1,1,0,0,0,0,0
25355023,21800,1,1,1,0,0,0,0,0
25864168,21800,1,1,1,0,0,0,0,0
26372784,21800,1,1,1,0,0,0,0,0
26879983,21800,1,1,1,0,0,0,0,0
27389298,21800,1,1,1,0,0,0,0,0
27896060,21800,1,1,1,0,0,0,0,0
28403280,21800,1,1,1,0,0,0,0,0
28911998,21800,1,1,1,0,0,0,0,0
29419108,21800,1,1,1,0,0,0,0,0
29926983,21800,1,1,1,0,0,0,0,0
30435080,21800,1,1,1,0,0,0,0,0
30942052,21800,1,1,1,0,0,0,0,0
31449146,21800,1,1,1,0,0,0,0,0
31955985,21800,1,1,1,0,0,0,0,0
32463003,21800,1,1,1,0,0,0,0,0
32972826,21800,1,1,1,0,0,0,0,0
33480144,21800,1,1,1,0,0,0,0,0
33988017,21800,1,1,1,0,0,0,0,0
34497077,21800,1,1,1,0,0,0,0,0
35006187,21800,1,1,1,0,0,0,0,0
35514222,21800,1,1,1,0,0,0,0,0
36020269,21800,1,1,1,0,0,0,0,0
36528986,21800,1,1,1,0,0,0,0,0
37036182,21800,1,1,1,0,0,0,0,0
37546441,21800,1,1,1,0,0,0,0,0
38053141,21800,1,1,1,0,0,0,0,0
38561173,21800,1,1,1,0,0,0,0,0
39069231,21800,1,1,1,0,0,0,0,0
39577544,21800,1,1,1,0,0,0,0,0
40085047,21800,1,1,1,0,0,0,0,0
40593206,21800,1,1,1,0,0,0,0,0
41100253,21800,1,1,1,0,0,0,0,0
41607063,21800,1,1,1,0,0,0,0,0
42114049,21800,1,1,1,0,0,0,0,0
