timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
21648577,0.00368566,0.186889,0.00591181,0
21886970,0.00368566,0.186889,0.00591181,1
22055803,0.00368566,0.186889,0.00591181,1
22239542,0.00368566,0.186889,0.00591181,1
22448120,0.00368566,0.186889,0.00591181,1
22646877,0.00368566,0.186889,0.00591181,1
22840446,0.00368566,0.186889,0.00591181,1
23049026,0.00368566,0.186889,0.00591181,1
23242704,0.00368566,0.186889,0.00591181,1
23441411,0.00368566,0.186889,0.00591181,1
23649928,0.00368566,0.186889,0.00591181,1
23853541,0.00368566,0.186889,0.00591181,1
24052187,0.00368566,0.186889,0.00591181,1
337240733,0.00368566,0.186889,0.00591181,1
337439386,0.00368566,0.186889,0.00591181,1
337638039,0.00368566,0.186889,0.00591181,1
337841661,0.00368566,0.186889,0.00591181,1
338050245,0.00368566,0.186889,0.00591181,1
338248898,0.00368566,0.186889,0.00591181,1
338447555,0.00368566,0.186889,0.00591181,1
338651172,0.00368566,0.186889,0.00591181,1
338839894,0.00368566,0.186889,0.00591181,1
339038725,0.00368566,0.186889,0.00591181,1
