timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
21797956,0.190287,0.0126157,0.0
338055686,0.204369,0.0123798,0.0
338060601,0.176662,0.0143636,0.0
338254279,0.201656,0.0142563,0.0
338457936,0.245451,0.0154184,0.0
338656579,0.180394,0.0146755,0.0
338855303,0.181245,0.015276,0.0
