timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
16864616,1599712797400282,340348432,1087567510,414292,386377,0.218,1.3123,1.221,1.816,0.79,1.02,96,16,0.025,0.016,-0.019,0.05,0.0,0,nan,0.0,3,1,15
17065330,1599712797600282,340348432,1087567509,414293,386378,0.231,1.3123,1.22,1.812,0.79,1.02,96,16,0.005,0.005,-0.002,0.05,0.0,0,nan,0.0,3,1,15
17866246,1599712798400283,340348434,1087567503,414274,386359,0.216,1.3123,1.206,1.778,0.79,1.02,96,6,0.031,0.022,-0.021,0.058,0.0,0,nan,0.0,3,1,15
18867495,1599712799400283,340348441,1087567499,414199,386284,0.216,1.3123,1.164,1.723,0.79,1.02,96,13,0.01,0.008,0.005,0.019,0.0,0,nan,0.0,3,1,15
19868934,1599712800400283,340348445,1087567495,414105,386190,0.184,1.3123,1.13,1.678,0.79,1.02,96,8,0.031,-0.02,-0.024,0.035,0.0,0,nan,0.0,3,1,15
20866514,1599712801400283,340348447,1087567489,414062,386147,0.205,1.3123,1.104,1.633,0.79,1.02,96,16,0.085,0.069,-0.049,0.05,0.0,0,nan,0.0,3,1,15
21861276,1599712802400283,340348446,1087567486,414081,386166,0.168,1.31231,1.081,1.593,0.79,1.02,96,9,0.007,-0.007,0.003,0.007,0.0,0,nan,0.0,3,1,15
22867258,1599712803400283,340348446,1087567481,414157,386242,0.162,1.31231,1.057,1.55,0.75,0.99,96,10,0.036,-0.011,0.034,0.04,0.0,0,nan,0.0,3,1,16
23866280,1599712804400283,340348446,1087567476,414250,386335,0.203,1.31231,1.037,1.515,0.75,0.99,96,6,0.068,0.057,0.038,0.005,0.0,0,nan,0.0,3,1,16
24861274,1599712805400283,340348442,1087567470,414357,386442,0.221,1.31231,1.018,1.483,0.75,0.99,96,15,0.049,0.049,0.001,0.025,0.0,0,nan,0.0,3,1,16
25866676,1599712806400284,340348439,1087567466,414514,386599,0.21,1.31231,1.003,1.451,0.75,0.99,96,5,0.092,0.092,0.0,0.019,0.0,0,nan,0.0,3,1,16
26868147,1599712807400284,340348452,1087567458,414850,386935,0.166,0.635782,0.988,1.426,0.75,0.99,103,7,0.28,0.25,-0.127,-0.255,5.97223,0,nan,0.0,3,1,16
27869134,1599712808400284,340348460,1087567445,415319,387404,0.171,0.767242,0.964,1.397,0.75,0.99,102,16,0.188,0.171,-0.078,-0.394,6.11719,0,nan,0.0,3,1,16
28864562,1599712809400284,340348472,1087567449,415656,387741,0.161,0.550931,0.937,1.373,0.8,1.07,102,8,0.269,0.24,0.121,-0.119,0.446526,0,nan,0.0,3,1,15
29861635,1599712810400284,340348492,1087567461,415768,387853,0.194,0.497451,0.916,1.353,0.75,0.99,102,9,0.304,0.27,0.14,0.066,0.475724,0,nan,0.0,3,1,16
30867366,1599712811400284,340348513,1087567489,415721,387806,0.238,0.345824,0.902,1.348,0.75,0.99,102,9,0.467,0.327,0.333,0.088,0.771942,0,nan,0.0,3,1,16
31866257,1599712812400284,340348534,1087567502,415807,387892,0.193,0.41131,0.897,1.344,0.75,0.99,102,11,0.386,0.363,0.131,-0.042,0.356624,0,nan,0.0,3,1,16
32866139,1599712813400285,340348560,1087567501,415653,387738,0.202,0.431024,0.887,1.33,0.75,0.99,102,9,0.395,0.394,-0.014,0.25,6.26793,0,nan,0.0,3,1,16
33868275,1599712814400285,340348590,1087567494,415267,387352,0.205,0.512522,0.875,1.317,0.75,0.99,102,4,0.368,0.35,-0.115,0.487,6.11142,0,nan,0.0,3,1,16
34872258,1599712815400285,340348592,1087567490,415200,387285,0.203,0.758173,0.869,1.311,0.75,0.99,102,3,0.03,0.02,-0.022,0.073,6.04464,0,nan,0.0,3,1,16
35869653,1599712816400285,340348589,1087567491,415253,387338,0.187,0.758177,0.865,1.305,0.75,0.99,102,3,0.017,0.005,0.017,-0.012,6.04464,0,nan,0.0,3,1,16
36870941,1599712817400285,340348585,1087567489,415334,387419,0.208,0.75818,0.85,1.286,0.75,0.99,102,3,0.021,0.019,0.008,0.025,6.04464,0,nan,0.0,3,1,16
37863404,1599712818400285,340348582,1087567486,415349,387434,0.16,0.758183,0.839,1.275,0.75,0.99,102,4,0.034,-0.034,-0.003,0.016,6.04464,0,nan,0.0,3,1,16
38866259,1599712819400285,340348579,1087567483,415389,387474,0.167,0.758185,0.832,1.265,0.75,0.99,102,3,0.052,0.025,-0.045,0.035,6.04464,0,nan,0.0,3,1,16
39869269,1599712820400286,340348577,1087567481,415418,387503,0.207,0.758189,0.822,1.255,0.75,0.99,102,6,0.035,0.023,0.027,0.009,6.04464,0,nan,0.0,3,1,16
40870291,1599712821400286,340348571,1087567478,415457,387542,0.205,0.758192,0.816,1.25,0.75,0.99,102,4,0.018,-0.012,-0.014,0.011,6.04464,0,nan,0.0,3,1,16
41870303,1599712822400286,340348567,1087567476,415446,387531,0.221,0.758196,0.811,1.248,0.75,0.99,102,3,0.006,-0.004,-0.005,-0.016,6.04464,0,nan,0.0,3,1,16
42868359,1599712823400286,340348561,1087567471,415437,387522,0.152,0.758199,0.806,1.243,0.75,0.99,102,4,0.055,0.03,-0.045,-0.005,6.04464,0,nan,0.0,3,1,16
43869679,1599712824400286,340348557,1087567469,415386,387471,0.225,0.758203,0.801,1.237,0.75,0.99,102,10,0.065,0.061,0.02,0.043,6.04464,0,nan,0.0,3,1,16
44865452,1599712825400286,340348551,1087567465,415386,387471,0.208,0.758206,0.799,1.232,0.75,0.99,102,8,0.03,-0.027,-0.013,0.004,6.04464,0,nan,0.0,3,1,16
45868289,1599712826400286,340348548,1087567464,415382,387467,0.222,0.75821,0.799,1.228,0.75,0.99,102,7,0.021,0.02,0.007,0.009,6.04464,0,nan,0.0,3,1,16
46867620,1599712827400287,340348544,1087567459,415378,387463,0.161,0.758214,0.799,1.224,0.75,0.99,102,3,0.031,0.017,-0.026,0.008,6.04464,0,nan,0.0,3,1,16
47869274,1599712828400287,340348541,1087567456,415357,387442,0.2,0.758217,0.798,1.219,0.75,0.99,102,5,0.052,0.042,0.03,0.011,6.04464,0,nan,0.0,3,1,16
48867631,1599712829400287,340348539,1087567450,415347,387432,0.207,0.758221,0.794,1.211,0.75,0.99,102,8,0.039,0.029,0.026,0.018,6.04464,0,nan,0.0,3,1,16
49861495,1599712830400287,340348536,1087567445,415346,387431,0.157,0.758224,0.793,1.205,0.75,0.99,101,10,0.025,0.009,-0.023,0.008,6.04464,0,nan,0.0,3,1,16
50858651,1599712831400287,340348531,1087567439,415302,387387,0.19,0.758227,0.786,1.194,0.75,0.99,101,5,0.012,0.012,-0.001,0.036,6.04464,0,nan,0.0,3,1,16
51865641,1599712832400287,340348527,1087567431,415266,387351,0.182,0.75823,0.778,1.181,0.75,0.99,102,11,0.073,0.047,0.055,-0.005,6.04464,0,nan,0.0,3,1,16
52870957,1599712833400287,340348524,1087567426,415228,387313,0.202,0.758233,0.776,1.174,0.75,0.99,102,12,0.048,0.047,-0.012,0.036,6.04464,0,nan,0.0,3,1,16
53864281,1599712834400288,340348523,1087567422,415209,387294,0.211,0.758237,0.773,1.168,0.75,0.99,102,3,0.028,0.025,0.012,0.015,6.04464,0,nan,0.0,3,1,16
54865367,1599712835400288,340348522,1087567418,415155,387240,0.196,0.75824,0.769,1.16,0.75,0.99,102,15,0.013,-0.013,0.001,-0.009,6.04464,0,nan,0.0,3,1,16
55867280,1599712836400288,340348522,1087567414,415117,387202,0.145,0.758243,0.764,1.152,0.75,0.99,102,13,0.016,-0.008,0.013,-0.001,6.04464,0,nan,0.0,3,1,16
56868290,1599712837400288,340348521,1087567409,415130,387215,0.156,0.758246,0.763,1.149,0.75,0.99,102,15,0.122,0.071,-0.098,0.021,6.04464,0,nan,0.0,3,1,16
57867517,1599712838400288,340348520,1087567407,415167,387252,0.186,0.75825,0.763,1.145,0.73,0.98,102,17,0.072,-0.032,-0.064,-0.007,6.04464,0,nan,0.0,3,1,17
58867255,1599712839400288,340348522,1087567411,415297,387382,0.172,0.758253,0.763,1.14,0.73,0.98,102,11,0.137,0.071,0.117,-0.188,6.04464,0,nan,0.0,3,1,17
59866525,1599712840400288,340348524,1087567424,415859,387944,0.204,0.604245,0.763,1.142,0.73,0.98,102,14,0.271,0.117,0.244,-0.641,0.594614,0,nan,0.0,3,1,17
60866111,1599712841400289,340348533,1087567426,416328,388413,0.196,0.632276,0.762,1.146,0.73,0.98,102,15,0.126,0.125,-0.015,-0.332,0.605848,0,nan,0.0,3,1,17
61868279,1599712842400289,340348544,1087567425,416724,388809,0.21,0.632284,0.772,1.159,0.73,0.98,74,7,0.151,0.13,-0.077,-0.444,0.605848,0,nan,0.0,3,1,17
62875420,1599712843400289,340348548,1087567420,416906,388991,0.229,0.632291,0.783,1.182,0.73,0.98,74,3,0.15,0.063,-0.137,0.063,0.605848,0,nan,0.0,3,1,17
63871274,1599712844400289,340348555,1087567403,416845,388930,0.279,0.632297,0.793,1.203,0.73,0.98,80,4,0.23,0.17,-0.155,0.193,0.605848,0,nan,0.0,3,1,17
64871299,1599712845400289,340348583,1087567393,417054,389139,0.199,0.416056,0.804,1.226,0.77,1.03,80,5,0.564,0.562,0.049,-0.154,0.0542433,0,nan,0.0,3,1,16
65867839,1599712846400289,340348652,1087567398,417620,389705,0.174,0.227927,0.812,1.245,0.87,1.33,85,10,0.924,0.924,0.015,-0.372,0.0707307,0,nan,0.0,3,1,14
66870434,1599712847400289,340348744,1087567412,417557,389642,0.2,0.171742,0.809,1.239,0.73,0.98,85,7,1.074,1.065,0.137,0.204,0.108038,0,nan,0.0,3,1,17
67871271,1599712848400290,340348852,1087567422,417538,389623,0.227,0.20173,0.823,1.255,0.73,0.98,91,5,1.243,1.242,-0.04,0.112,0.0105652,0,nan,0.0,3,1,17
