timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
17353430,-2.01841,3.79716,-2.51328,-1.25675,-0.000151055,1.25657,2.5133,0.000612581,0.0723633,0.0289114,-0.0697011,-0.0871862,-0.0668793,0.00212178,0.0916879,0.0780364,-0.0199667,0.200047,0.200036,0.199975,0.199949,0.199994
17363443,-2.01814,3.79706,-2.51291,-1.25638,0.000220709,1.25694,2.51367,0.000612581,0.0723633,0.0289114,-0.0697011,-0.0871862,-0.0668793,0.00212178,0.0916879,0.0780364,-0.0199667,0.200047,0.200036,0.199975,0.199949,0.199994
17563700,-0.52697,3.82843,-2.51333,-1.25673,-0.000332268,1.2562,2.51301,-0.0103456,0.126624,0.0755237,-0.093053,-0.146109,-0.156927,-0.0586915,0.101947,0.102975,-0.0570294,0.199967,0.200063,0.200072,0.199981,0.199916
17763957,2.41816,3.55977,-2.51342,-1.25668,7.23131e-05,1.25668,2.51319,0.0369194,0.151891,0.0897604,-0.0636144,-0.0962875,-0.118438,-0.0157398,0.125334,0.109851,-0.0408161,0.200026,0.199937,0.199935,0.200023,0.200079
17964218,-2.57342,3.55194,-2.51617,-1.25963,-0.00289634,1.25391,2.51055,0.0554094,0.157274,0.0219312,-0.163557,-0.142819,-0.145819,0.0295404,0.180626,0.0985546,-0.103168,0.200171,0.20005,0.19986,0.199863,0.200055
18164471,2.54298,3.54828,-2.51493,-1.25798,-0.00102876,1.25548,2.51173,0.0510183,0.203721,0.0909755,-0.13149,-0.156058,-0.195683,-0.0275768,0.169693,0.123317,-0.102509,0.200082,0.199925,0.199872,0.199996,0.200125
18354719,2.59149,3.54707,-2.51698,-1.25983,-0.00206764,1.25475,2.51038,0.0894248,0.249977,0.0920855,-0.166059,-0.167544,-0.201893,0.0161738,0.236341,0.154078,-0.116721,0.20022,0.199678,0.199581,0.200063,0.200458
18554973,2.69666,3.57476,-2.51825,-1.26123,-0.00380572,1.25294,2.50885,0.0592678,0.24744,0.0803883,-0.210903,-0.223595,-0.251761,-0.0153053,0.236876,0.155621,-0.146175,0.2002,0.199813,0.199684,0.199992,0.200311
18755240,2.04027,3.76098,-2.51658,-1.25963,-0.00288934,1.2535,2.50988,0.07805,0.288336,0.0832261,-0.253839,-0.25665,-0.300074,-0.0163719,0.2715,0.165056,-0.18808,0.20004,0.200023,0.199975,0.199961,0.200001
18965500,0.401481,3.69961,-2.52069,-1.2633,-0.0068793,1.24887,2.50517,0.0959343,0.304311,0.092705,-0.246641,-0.244425,-0.304321,-0.0141978,0.273811,0.161374,-0.195983,0.199766,0.200019,0.200246,0.200133,0.199837
