timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
249319829,34.0348547894,108.756495338,425.873,-0.612748,0.114063,-0.592331,0.118156,1,1,0
251650291,34.0348546297,108.756498689,425.847,-0.63051,0.422846,-0.566559,0.114193,1,1,0
263815236,34.0348546297,108.756498689,425.847,-0.63051,0.422846,-0.566559,0.129988,1,1,0
442166292,34.0348450156,108.756495367,426.311,-1.69955,0.116729,-1.03087,2.49535,1,1,0
