timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
251718256,2.941,3.73601,-2.51327,-1.25664,0.0,1.25664,2.51327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
251728254,2.94098,3.73611,-2.51341,-1.25677,-0.000135867,1.2565,2.51314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
251918411,1.06443,3.58425,-2.51443,-1.25693,-0.000188714,1.25565,2.51169,-0.078389,-0.0224358,0.0189166,-0.0114759,-0.0716159,-0.0728559,-0.0981563,-0.0527621,0.000595624,-0.0118214,0.199655,0.199739,0.200183,0.200375,0.200048
252118591,1.23073,3.54868,-2.51284,-1.25537,0.00148652,1.25743,2.51342,-0.00356472,-0.0225547,-0.0386603,-0.0296387,-0.00796226,0.0132063,0.0239879,0.00925652,-0.0106012,-0.00817416,0.199706,0.199714,0.200118,0.200358,0.200104
252318743,1.21928,3.5496,-2.51123,-1.25379,0.00302534,1.25897,2.515,-0.00356472,-0.0225547,-0.0386603,-0.0296387,-0.00796226,0.0132063,0.0239879,0.00925652,-0.0106012,-0.00817416,0.199706,0.199714,0.200118,0.200358,0.200104
252518908,1.5431,3.62971,-2.5106,-1.25342,0.00345333,1.2597,2.51586,-0.00570617,0.00829455,-0.00796729,-0.0319908,-0.0306074,0.0142272,0.0358727,0.0558608,0.0465835,0.0208658,0.199858,0.199762,0.199995,0.200235,0.20015
252719074,1.53641,3.62134,-2.50437,-1.24707,0.00986464,1.26602,2.52207,-0.0103409,-0.0217958,-0.031876,-0.0266545,-0.0133546,0.048846,0.0557318,0.0469617,0.0346728,0.035832,0.199796,0.199671,0.200001,0.200329,0.200203
252919242,2.07963,3.74789,-2.5021,-1.24528,0.0115844,1.26817,2.52455,-0.0104504,-0.0228585,-0.052168,-0.0578702,-0.0321179,-0.0073989,0.0194084,0.0158745,-0.0130665,-0.0274578,0.199973,0.199772,0.199886,0.200158,0.200212
253119406,2.05701,3.76899,-2.50171,-1.24491,0.0118631,1.26842,2.52488,-0.0104504,-0.0228585,-0.052168,-0.0578702,-0.0321179,-0.0073989,0.0194084,0.0158745,-0.0130665,-0.0274578,0.199973,0.199772,0.199886,0.200158,0.200212
253319572,-0.458213,3.77335,-2.50078,-1.24432,0.0119229,1.26849,2.52548,0.0284298,0.00738532,-0.0232435,-0.021116,0.0107871,-0.0353459,-0.00996004,-0.0221507,-0.0550198,-0.0631774,0.199984,0.199983,0.200005,0.200021,0.200007
253519738,-2.3339,3.57979,-2.50053,-1.2442,0.0121152,1.26886,2.52588,0.00644654,0.0157871,0.00388765,-0.0128294,-0.0112453,0.0058979,0.0214525,0.0351519,0.0280658,0.00997221,0.200057,0.199969,0.199924,0.199984,0.200066
253719904,-0.397045,3.71779,-2.49973,-1.24336,0.0124221,1.26879,2.52612,0.00721136,0.011107,-0.00536782,-0.0194639,-0.0116903,-0.077352,-0.0587549,-0.0492966,-0.0620421,-0.0793934,0.199899,0.200073,0.200146,0.200018,0.199865
253920069,-0.61965,3.93907,-2.50007,-1.24389,0.0117425,1.26822,2.52576,-0.0194015,-0.014156,-0.0228044,-0.0334075,-0.0313065,-0.00974934,0.00105527,0.00938692,0.00373761,-0.00809781,0.199922,0.200125,0.200155,0.199971,0.199827
254120235,-0.565796,3.88555,-2.49897,-1.24277,0.0129104,1.2694,2.5269,0.0255371,0.0331847,0.0246848,0.0117647,0.0122923,-0.00163374,0.00979605,0.0206092,0.0158653,0.00210664,0.199926,0.200071,0.200118,0.200002,0.199883
