timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
304828207,-0.0736567,3.55814,-2.51321,-1.25656,2.46178e-05,1.25661,2.51327,-0.0379908,-0.0326121,-0.0263874,-0.0279192,-0.0350905,0.015697,0.0108997,0.0145328,0.0215754,0.022295,0.199978,0.200011,0.200028,0.200007,0.199976
304838215,0.912929,3.66978,-2.51345,-1.25661,2.0804e-05,1.25645,2.51296,0.023033,0.0365712,0.027358,0.00812566,0.00545148,-0.0379175,-0.0238304,-0.00660221,-0.0100398,-0.029394,0.199909,0.199946,0.200058,0.20009,0.199997
305028384,0.918754,3.66645,-2.51251,-1.25565,0.000984533,1.2574,2.5139,0.023033,0.0365712,0.027358,0.00812566,0.00545148,-0.0379175,-0.0238304,-0.00660221,-0.0100398,-0.029394,0.199909,0.199946,0.200058,0.20009,0.199997
305228564,-1.18081,3.55674,-2.51267,-1.25626,0.000101129,1.25679,2.51374,0.0290296,-0.00335213,-0.0113386,0.0160991,0.0410485,-0.0149158,-0.0170364,-0.0484856,-0.0658001,-0.0450578,0.200038,0.200148,0.200053,0.199885,0.199875
305428744,-1.82997,3.88366,-2.50993,-1.25353,0.00298936,1.25979,2.51665,0.0171265,0.0387095,0.0352738,0.0115625,0.00033937,-0.0105351,9.8221e-05,0.0239083,0.0280049,0.00671211,0.200092,0.200092,0.199965,0.199887,0.199965
305628925,-1.82735,3.87795,-2.50949,-1.25355,0.00277818,1.25992,2.51717,-0.0143131,0.0173433,0.0405332,0.023199,-0.0107038,0.0128382,-0.00125013,0.0245034,0.0545216,0.0473038,0.200238,0.200244,0.199913,0.199702,0.199902
305829107,-2.03238,3.77527,-2.50731,-1.25128,0.00516141,1.26229,2.51943,-0.00257032,0.0260498,0.0341258,0.0104676,-0.0122171,-0.0335623,-0.0327367,-0.00525566,0.0109216,-0.00659338,0.200212,0.200152,0.199882,0.199775,0.199979
306029286,-2.05017,3.75786,-2.5081,-1.25211,0.00454359,1.26185,2.51887,-0.000957884,-0.00849436,-0.0328076,-0.0403,-0.0206108,-0.0166302,0.00648295,0.00646105,-0.0166734,-0.0309442,0.200288,0.200245,0.199864,0.199671,0.199932
306229466,-1.62745,3.68973,-2.50448,-1.24878,0.00739494,1.26469,2.5222,0.0150785,0.00132424,-0.0219939,-0.0226465,0.000273582,-0.0482986,-0.0282575,-0.035143,-0.0594548,-0.067579,0.200308,0.200463,0.199978,0.199524,0.199727
306429646,-1.62003,3.6888,-2.49861,-1.24282,0.0133955,1.27061,2.52803,0.00792693,0.0105389,0.00987461,0.00685154,0.00564651,-0.00379413,-0.00224538,0.000716558,0.00100085,-0.00178667,0.200307,0.200459,0.199976,0.199527,0.199731
