timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
304435567,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
304945300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305455334,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
305959344,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
306468298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
306977298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
307480295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
307990298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308490389,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308990642,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
309492337,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
309999396,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
310508396,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
311018307,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
311527938,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
312030345,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
312540300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
313051300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
313559307,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
314070294,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
314576385,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
315085298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
315592298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
316101305,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
316609394,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
317118297,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
317618341,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
318124295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
318634370,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
319144298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
319646380,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
320146507,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
320647349,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
321148338,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
321658296,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
322166436,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
322676493,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
323184340,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
323694295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
324194446,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
324703299,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
325211348,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
325719283,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
326219579,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
326725361,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
327235341,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
327743297,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
328253298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
328761816,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
329268298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
329777573,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
330287695,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
330788298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331296390,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331807294,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
332315335,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
332823335,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
333331296,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
333742362,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0
333764383,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
334273361,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
334782295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
335283297,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
335791296,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
336291337,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
336799359,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
337309884,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
337815294,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
338323296,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
338830849,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
339331852,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
339842016,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
340347337,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
340857297,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
341365295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
341865302,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
342372303,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
342882298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
343386750,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
343889729,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
344394348,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
344897951,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
345401301,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
345903298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
346411340,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
