timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
38492579,0.0,0.0,0.0
230371690,0.0,0.0,0.0
230376702,0.0,0.0,0.0
230571852,0.0,0.0,0.0
230772050,0.0,0.0,0.0
230972246,0.0,0.0,0.0
231172359,0.0,0.0,0.0
