timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
38493891,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39002524,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39513913,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40014298,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40523354,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41032460,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41539296,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42049297,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
42558716,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43069456,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
43570342,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44070520,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
44571337,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
45071481,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
45572297,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46080295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
46591295,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
47097640,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
47607429,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
48108057,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
48614300,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49122342,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
49632557,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
50132888,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
50640588,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
51150340,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
51658415,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52167389,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
