timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
37104452,inf,0,1,1,1,0
38107811,inf,0,1,1,1,0
39116450,inf,0,1,1,1,0
40119247,inf,0,1,1,1,0
40635854,inf,0,1,0,0,0
41644180,inf,0,1,0,0,0
41862925,inf,0,0,0,0,0
42865796,inf,0,0,0,0,0
43874287,inf,0,0,0,0,0
44882741,inf,0,0,0,0,0
45891153,inf,0,0,0,0,0
46894363,inf,0,0,0,0,0
47902680,inf,0,0,0,0,0
48905865,inf,0,0,0,0,0
49914306,inf,0,0,0,0,0
50922714,inf,0,0,0,0,0
51925977,inf,0,0,0,0,0
52934356,inf,0,0,0,0,0
53942478,inf,0,0,0,0,0
54946108,inf,0,0,0,0,0
55954455,inf,0,0,0,0,0
56967699,inf,0,0,0,0,0
57971045,inf,0,0,0,0,0
58974337,inf,0,0,0,0,0
59983218,inf,0,0,0,0,0
60986945,inf,0,0,0,0,0
61994974,inf,0,0,0,0,0
63002635,inf,0,0,0,0,0
64005768,inf,0,0,0,0,0
65014344,inf,0,0,0,0,0
66022528,inf,0,0,0,0,0
67025855,inf,0,0,0,0,0
68034199,inf,0,0,0,0,0
69043326,inf,0,0,0,0,0
70046561,inf,0,0,0,0,0
71054563,inf,0,0,0,0,0
72062486,inf,0,0,0,0,0
73070669,inf,0,0,0,0,0
74074005,inf,0,0,0,0,0
75082290,inf,0,0,0,0,0
76090368,inf,0,0,0,0,0
77094077,inf,0,0,0,0,0
78102101,inf,0,0,0,0,0
79110566,inf,0,0,0,0,0
80113870,inf,0,0,0,0,0
81117363,inf,0,0,0,0,0
82125418,inf,0,0,0,0,0
83133846,inf,0,0,0,0,0
84138444,inf,0,0,0,0,0
85145258,inf,0,0,0,0,0
86148742,inf,0,0,0,0,0
87157294,inf,0,0,0,0,0
88165538,inf,0,0,0,0,0
89173716,inf,0,0,0,0,0
90177229,inf,0,0,0,0,0
91180314,inf,0,0,0,0,0
92184168,inf,0,0,0,0,0
93187111,inf,0,0,0,0,0
94190669,inf,0,0,0,0,0
95194251,inf,0,0,0,0,0
96202204,inf,0,0,0,0,0
97205470,inf,0,0,0,0,0
98213991,inf,0,0,0,0,0
99222048,inf,0,0,0,0,0
100225297,inf,0,0,0,0,0
101233752,inf,0,0,0,0,0
102237166,inf,0,0,0,0,0
103246010,inf,0,0,0,0,0
104253881,inf,0,0,0,0,0
105257148,inf,0,0,0,0,0
106260245,inf,0,0,0,0,0
107263462,inf,0,0,0,0,0
108271847,inf,0,0,0,0,0
109275286,inf,0,0,0,0,0
110283533,inf,0,0,0,0,0
111291941,inf,0,0,0,0,0
112295216,inf,0,0,0,0,0
113303508,inf,0,0,0,0,0
114306782,inf,0,0,0,0,0
115315268,inf,0,0,0,0,0
116318517,inf,0,0,0,0,0
117326858,inf,0,0,0,0,0
118335377,inf,0,0,0,0,0
119338590,inf,0,0,0,0,0
120346675,inf,0,0,0,0,0
121355293,inf,0,0,0,0,0
122363642,inf,0,0,0,0,0
123372126,inf,0,0,0,0,0
124380319,inf,0,0,0,0,0
125383933,inf,0,0,0,0,0
126386717,inf,0,0,0,0,0
127390027,inf,0,0,0,0,0
128398442,inf,0,0,0,0,0
129401631,inf,0,0,0,0,0
130405024,inf,0,0,0,0,0
131413326,inf,0,0,0,0,0
132421600,inf,0,0,0,0,0
133424959,inf,0,0,0,0,0
134433418,inf,0,0,0,0,0
135437387,inf,0,0,0,0,0
136445469,inf,0,0,0,0,0
137453378,inf,0,0,0,0,0
138453425,inf,0,0,0,0,0
139456238,inf,0,0,0,0,0
140458512,inf,0,0,0,0,0
141461737,inf,0,0,0,0,0
142465340,inf,0,0,0,0,0
143473645,inf,0,0,0,0,0
144481746,inf,0,0,0,0,0
145489922,inf,0,0,0,0,0
146493498,inf,0,0,0,0,0
147501719,inf,0,0,0,0,0
148505139,inf,0,0,0,0,0
149513499,inf,0,0,0,0,0
150521718,inf,0,0,0,0,0
151525005,inf,0,0,0,0,0
152533647,inf,0,0,0,0,0
