timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
25340488,25340238,3932170,3932170,6.328025e-05,0.00023307125,0.0004784778,-0.002354084,-0.0030369847,-0.04894897,4966,4966,0
25345459,25345210,3932170,3932170,3.9120598e-05,0.0001626113,-0.0002613376,0.0023639158,-0.0023454838,-0.04892506,4972,4972,0
25844526,25844226,3932170,3932170,-0.00019431533,-0.00033310815,0.00046747972,0.010447821,-0.0008251233,-0.048570737,4966,4966,0
26343161,26342852,3932170,3932170,-0.00038575366,0.00011976797,-0.00046130904,-0.005655172,-0.0020323168,-0.049708642,4924,4924,0
26842002,26841738,3932170,3932170,0.00011101111,0.00069962436,-0.0006053582,-0.0039411667,-0.003964061,-0.04810403,4992,4992,0
27345851,27345607,3932170,3932170,0.00046061183,0.0013168775,-0.0004061568,-0.0058815517,-0.0012491217,-0.048171487,4955,4955,0
27845251,27844492,3932170,3932170,0.0005972771,0.00090321526,0.0005996455,0.0024481027,-2.1545307e-05,-0.045540217,4989,4989,0
28343693,28343374,3932170,3932170,-0.00045840305,-0.0010035312,0.00016153674,0.0022282281,-0.003005653,-0.05277607,4989,4989,0
28843137,28842325,3932170,3932170,-0.00038359803,-0.00058025256,-0.00027676648,0.005825097,-0.0036987178,-0.04618612,4941,4941,0
29341626,29341380,3932170,3932170,-0.00052295823,0.0002913563,2.2773726e-05,-0.0053863744,0.0006365432,-0.04958866,4964,4964,0
29840283,29840024,3932170,3932170,-0.0011008476,0.0013620834,0.000540423,-0.0059661446,-0.0013232265,-0.049743958,4989,4989,0
30344151,30343897,3932170,3932170,0.00086916384,-3.1801963e-05,0.00062995264,0.00030127467,-0.009084579,-0.057256535,4983,4983,0
30843031,30842780,3932170,3932170,-0.0021034358,0.00046051785,3.4495282e-05,-0.0101756435,-0.00091700786,-0.043585155,4987,4987,0
31341927,31341664,3932170,3932170,0.00079657347,-0.00079636177,-0.0009168568,0.026537146,0.0022796218,-0.04011634,4989,4989,0
31840806,31840554,3932170,3932170,-0.0014775019,-0.00061753736,-0.000290117,0.015955025,0.0033120753,-0.040293332,4995,4995,0
32339844,32339504,3932170,3932170,0.00055443664,-0.00083692203,-0.00010183079,0.0110906875,-0.0041345498,-0.05244609,4970,4970,0
32843768,32843521,3932170,3932170,0.00086441176,-0.00069610466,-0.00047928508,-0.00077045185,0.0008872926,-0.04452884,4951,4951,0
33342469,33342191,3932170,3932170,-0.00016162952,0.00067456387,0.00016274754,-0.0024132063,0.0020752563,-0.045381654,4985,4985,0
33841317,33841071,3932170,3932170,2.0435755e-05,0.00052801636,0.00026604199,-0.0093651265,-0.00050551654,-0.049573634,4989,4989,0
34345211,34344957,3932170,3932170,0.001072721,7.6885866e-05,0.00057103456,-0.0010667709,0.00062085193,-0.04934549,4986,4986,0
34844074,34843828,3932170,3932170,-0.0009732195,0.00062335376,0.00030208324,-0.0011906502,0.0055485032,-0.05693576,4989,4989,0
35343280,35342714,3932170,3932170,-0.00046533672,-0.00073672005,-0.00026153872,0.00018323885,-0.00018034609,-0.05050086,4989,4989,0
