timestamp,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2]
25341151,3670026,3.606159e-05,-0.00046395836,0.017193474,3670026,0.0,0.0,-0.14678282,396809,0.0,0.0,0.0
25351081,3670026,3.6063797e-05,-0.00046398674,0.017194526,3670026,0.0,0.0,-0.14679179,396809,0.0,0.0,0.0
26339307,3670026,0.0002499917,-0.0005203473,0.016635366,3670026,0.0,0.0,-0.14291231,396809,0.0,0.0,0.0
27342378,3670026,0.00048774475,-0.0006443779,0.01581554,3670026,0.0,0.0,-0.13692133,396809,0.0,0.0,0.0
28340500,3670026,0.00080448244,-0.00084545655,0.014753414,3670026,0.0,0.0,-0.13255377,396809,0.0,0.0,0.0
29343592,3670026,0.0011882106,-0.0010060726,0.014377522,3670026,0.0,0.0,-0.12832846,396809,0.0,0.0,0.0
30341721,3670026,0.001052739,-0.0011126233,0.012939865,3670026,0.00012742619,-0.0035891766,-0.12640515,396809,0.0,0.0,0.0
31339849,3670026,0.0011015905,-0.0013028203,0.010549555,3670026,0.0033270142,-0.00075070316,-0.1240081,396809,0.0,0.0,0.0
32342951,3670026,0.0011154335,-0.0013871788,0.009399419,3670026,0.0028988111,0.0052611516,-0.12022156,396809,0.0,0.0,0.0
33341134,3670026,0.0010818845,-0.001490119,0.008244708,3670026,0.0040625376,0.008699308,-0.11766755,396809,0.0,0.0,0.0
34339208,3670026,0.0011082226,-0.0015214805,0.007187774,3670026,0.0027646318,0.011681713,-0.11606339,396809,0.0,0.0,0.0
35342297,3670026,0.0012481497,-0.0015165735,0.0062091965,3670026,0.0027853507,0.013539878,-0.11332944,396809,0.0,0.0,0.0
36340426,3670026,0.0011943742,-0.0015413654,0.0055975774,3670026,0.0017065584,0.021204524,-0.11162539,396809,0.0,0.0,0.0
37338558,3670026,0.0013873527,-0.0019023417,0.0051502637,3670026,-0.014557114,0.0143112745,-0.11080844,396809,0.0,0.0,0.0
38341651,3670026,0.0013018942,-0.0018483504,0.0051243813,3670026,-0.009659276,0.02242758,-0.10532318,396809,0.0,0.0,0.0
39339796,3670026,0.0013281067,-0.0020357969,0.005181169,3670026,-0.023721887,0.022068912,-0.09963268,396809,0.0,0.0,0.0
40342968,3670026,0.001349447,-0.0020707145,0.0051916284,3670026,-0.026099235,0.021318778,-0.09280592,396809,0.0,0.0,0.0
41341045,3670026,0.001307414,-0.0020998647,0.0051488793,3670026,-0.026927656,0.024729569,-0.08765884,396809,0.0,0.0,0.0
42334173,3670026,0.0013164403,-0.0021192268,0.004952516,3670026,-0.027030252,0.024516497,-0.083486214,396809,0.0,0.0,0.0
43342233,3670026,0.0013254416,-0.0020049093,0.004875777,3670026,-0.019067891,0.024242502,-0.07987296,396809,0.0,0.0,0.0
44340363,3670026,0.0014393384,-0.0020188196,0.005062597,3670026,-0.021067444,0.017419465,-0.076169446,396809,0.0,0.0,0.0
45338494,3670026,0.00139535,-0.00233313,0.00497273,3670026,-0.040508434,0.020953897,-0.073467374,396809,0.0,0.0,0.0
46336626,3670026,0.0017428353,-0.0020905447,0.0048765605,3670026,-0.027837045,-0.0007354964,-0.07078507,396809,0.0,0.0,0.0
47334938,3670026,0.0019471291,-0.0018351739,0.00466732,3670026,-0.012035431,-0.012447223,-0.06954015,396809,0.0,0.0,0.0
48337857,3670026,0.0021243566,-0.0017917069,0.0045469278,3670026,-0.008198547,-0.019895248,-0.06897519,396809,0.0,0.0,0.0
49340949,3670026,0.0021685997,-0.0017843322,0.0044953446,3670026,-0.008520438,-0.021990405,-0.06842204,396809,0.0,0.0,0.0
50339080,3670026,0.002084846,-0.0015472117,0.0042977175,3670026,0.0012318317,-0.0145370215,-0.067761965,396809,0.0,0.0,0.0
51337213,3670026,0.0019934073,-0.0014730924,0.004072216,3670026,0.0036175265,-0.008677303,-0.06667935,396809,0.0,0.0,0.0
