timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
26102939,0.0017946941,0.2939428,0.42187864
26114085,0.0017946941,0.30536813,0.4542157
26315148,0.0017946941,0.2939428,0.43157977
26505175,0.01079996,0.3025118,0.45098197
26706048,0.0017946941,0.29679912,0.44774827
26907324,0.0017946941,0.30536813,0.46715054
27108420,0.01079996,0.29965547,0.44451457
27309343,-0.0012070587,0.29965547,0.45098197
27510613,0.0047964468,0.30536813,0.4574494
27712978,0.0017946941,0.3025118,0.4574494
27914082,0.01079996,0.29965547,0.44451457
28104185,0.0047964468,0.30536813,0.46715054
28316214,0.0047964468,0.30536813,0.46391684
28506166,-0.0042088116,0.29965547,0.4412809
28707232,0.0077981995,0.3025118,0.44451457
28908485,-0.0042088116,0.29679912,0.41217753
29109401,-0.007210568,0.29679912,0.4154112
29310633,-0.0042088116,0.29679912,0.41217753
29511681,-0.0042088116,0.29679912,0.41217753
29712714,-0.007210568,0.2939428,0.41217753
29913990,-0.007210568,0.29108644,0.41217753
30115032,-0.007210568,0.2939428,0.4154112
30304851,-0.0042088116,0.2939428,0.42187864
30517925,-0.007210568,0.29679912,0.40894383
30708253,-0.010212321,0.2939428,0.4057101
30909572,-0.010212321,0.28537378,0.41217753
31110656,-0.013214077,0.27680477,0.42187864
31311586,-0.013214077,0.27680477,0.4186449
31512624,0.0047964468,0.27394846,0.42187864
31714025,0.01079996,0.27680477,0.42187864
31915082,0.0047964468,0.2939428,0.41217753
32116212,-0.007210568,0.3110808,0.3992427
32306087,-0.013214077,0.32250616,0.39277527
32507129,-0.013214077,0.3339315,0.38954157
32708180,-0.013214077,0.28823012,0.41217753
32909354,-0.013214077,0.2710921,0.42511234
33110592,-0.010212321,0.2710921,0.4186449
33312607,-0.010212321,0.26823577,0.42834604
33513734,-0.0042088116,0.26823577,0.42834604
33715078,0.01079996,0.2796611,0.47361794
33905045,0.016803466,0.27680477,0.4412809
34117570,0.028810484,0.31393716,0.42834604
34307464,0.03481399,0.34535682,0.41217753
34508896,0.02280697,0.3339315,0.39277527
34710476,0.013801713,0.30536813,0.4154112
34912079,0.013801713,0.29965547,0.44774827
35113525,0.02280697,0.3025118,0.4412809
35303883,0.013801713,0.29679912,0.41217753
35505408,0.016803466,0.29679912,0.4154112
35706554,0.02280697,0.29108644,0.4154112
35907388,0.03481399,0.2939428,0.4186449
36108622,0.019805219,0.28251746,0.42187864
36310810,-0.010212321,0.2796611,0.4186449
36511792,-0.01621583,0.2939428,0.4024764
36712695,-0.019217582,0.2939428,0.40894383
36902923,-0.02221934,0.2796611,0.4154112
37115148,-0.019217582,0.27680477,0.4186449
37316246,-0.01621583,0.27680477,0.42511234
37517258,-0.01621583,0.3025118,0.4057101
37707246,-0.007210568,0.3396442,0.3863079
37908406,-0.0042088116,0.34821317,0.37337306
38109398,-0.0042088116,0.33678782,0.37984046
38310513,-0.0012070587,0.31964982,0.4024764
38511803,0.0047964468,0.30822447,0.42834604
38712893,0.0047964468,0.2710921,0.4574494
38913750,0.01079996,0.23967241,0.48008534
39115722,-0.0042088116,0.25966674,0.42834604
39317168,0.0017946941,0.29108644,0.4186449
39507269,0.0047964468,0.3025118,0.4154112
39708245,0.0047964468,0.3025118,0.41217753
39909393,0.0047964468,0.3025118,0.41217753
40110480,0.0047964468,0.29965547,0.40894383
40311721,0.0077981995,0.29965547,0.41217753
40512642,0.0047964468,0.29965547,0.4186449
40713983,0.0077981995,0.29679912,0.41217753
40915143,0.0077981995,0.29679912,0.4186449
41104959,0.0077981995,0.2939428,0.4154112
41305878,0.0077981995,0.29108644,0.4154112
41507090,0.0047964468,0.29108644,0.41217753
41708302,0.0017946941,0.29108644,0.41217753
41910231,0.0017946941,0.29108644,0.4154112
44111637,-0.0042088116,0.29679912,0.40894383
44312701,-0.0012070587,0.2939428,0.4154112
44513794,-0.0042088116,0.29108644,0.41217753
46112626,-0.025221093,0.29108644,0.41217753
