timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
26045258,26045,1,1,1,0,0,0,0,0
26549286,26045,1,1,1,0,0,0,0,0
27056234,26045,1,1,1,0,0,0,0,0
27564737,26045,1,1,1,0,0,0,0,0
28072096,26045,1,1,1,0,0,0,0,0
28580101,26045,1,1,1,0,0,0,0,0
29087179,26045,1,1,1,0,0,0,0,0
29596400,26045,1,1,1,0,0,0,0,0
30104088,26045,1,1,1,0,0,0,0,0
30611979,26045,1,1,1,0,0,0,0,0
31118097,26045,1,1,1,0,0,0,0,0
31629031,26045,1,1,1,0,0,0,0,0
32137529,26045,1,1,1,0,0,0,0,0
32644011,26045,1,1,1,0,0,0,0,0
33150979,26045,1,1,1,0,0,0,0,0
33658979,26045,1,1,1,0,0,0,0,0
33824412,26045,1,1,1,0,0,0,0,0
34332631,26045,1,1,1,0,0,0,0,0
34644021,26045,1,1,1,0,0,0,0,0
35153013,26045,1,1,1,0,0,0,0,0
35661332,26045,1,1,1,0,0,0,0,0
36170051,26045,1,1,1,0,0,0,0,0
36679010,26045,1,1,1,0,0,0,0,0
37187978,26045,1,1,1,0,0,0,0,0
37697979,26045,1,1,1,0,0,0,0,0
38206976,26045,1,1,1,0,0,0,0,0
38406128,26045,1,1,1,0,0,0,0,0
38915432,26045,1,1,1,0,0,0,0,0
39425248,26045,1,1,1,0,0,0,0,0
39933842,26045,1,1,1,0,0,0,0,0
40439000,26045,1,1,1,0,0,0,0,0
40947405,26045,1,1,1,0,0,0,0,0
41455044,26045,1,1,1,0,0,0,0,0
41955583,26045,1,1,1,0,0,0,0,0
43986981,26045,1,1,1,0,0,0,0,0
44494975,26045,1,1,1,0,0,0,0,0
46024145,26045,1,1,1,0,0,0,0,0
46533676,26045,1,1,1,0,0,0,0,0
47041058,26045,1,1,1,0,0,0,0,0
47551066,26045,1,1,1,0,0,0,0,0
48059085,26045,1,1,1,0,0,0,0,0
48568280,26045,1,1,1,0,0,0,0,0
48667779,26045,1,1,1,0,0,0,0,0
49176252,26045,1,1,1,0,0,0,0,0
49684238,26045,1,1,1,0,0,0,0,0
50193072,26045,1,1,1,0,0,0,0,0
50703347,26045,1,1,1,0,0,0,0,0
51212073,26045,1,1,1,0,0,0,0,0
51719980,26045,1,1,1,0,0,0,0,0
52226978,26045,1,1,1,0,0,0,0,0
52728155,26045,1,1,1,0,0,0,0,0
53238037,26045,1,1,1,0,0,0,0,0
53746368,26045,1,1,1,0,0,0,0,0
54254552,26045,1,1,1,0,0,0,0,0
54762980,26045,1,1,1,0,0,0,0,0
55272422,26045,1,1,1,0,0,0,0,0
55780009,26045,1,1,1,0,0,0,0,0
56288235,26045,1,1,1,0,0,0,0,0
56796440,26045,1,1,1,0,0,0,0,0
57303977,26045,1,1,1,0,0,0,0,0
57812977,26045,1,1,1,0,0,0,0,0
58322989,26045,1,1,1,0,0,0,0,0
58830976,26045,1,1,1,0,0,0,0,0
59341102,26045,1,1,1,0,0,0,0,0
59848152,26045,1,1,1,0,0,0,0,0
60356438,26045,1,1,1,0,0,0,0,0
60866364,26045,1,1,1,0,0,0,0,0
61375021,26045,1,1,1,0,0,0,0,0
61882019,26045,1,1,1,0,0,0,0,0
62388982,26045,1,1,1,0,0,0,0,0
62898034,26045,1,1,1,0,0,0,0,0
63406975,26045,1,1,1,0,0,0,0,0
63915977,26045,1,1,1,0,0,0,0,0
64424983,26045,1,1,1,0,0,0,0,0
64933179,26045,1,1,1,0,0,0,0,0
65441204,26045,1,1,1,0,0,0,0,0
65949166,26045,1,1,1,0,0,0,0,0
66459225,26045,1,1,1,0,0,0,0,0
66969075,26045,1,1,1,0,0,0,0,0
67478979,26045,1,1,1,0,0,0,0,0
67987153,26045,1,1,1,0,0,0,0,0
68496146,26045,1,1,1,0,0,0,0,0
69003990,26045,1,1,1,0,0,0,0,0
69511045,26045,1,1,1,0,0,0,0,0
70018210,26045,1,1,1,0,0,0,0,0
70519005,26045,1,1,1,0,0,0,0,0
71020977,26045,1,1,1,0,0,0,0,0
71522007,26045,1,1,1,0,0,0,0,0
72022973,26045,1,1,1,0,0,0,0,0
72525009,26045,1,1,1,0,0,0,0,0
73033986,26045,1,1,1,0,0,0,0,0
73544044,26045,1,1,1,0,0,0,0,0
74052356,26045,1,1,1,0,0,0,0,0
74559266,26045,1,1,1,0,0,0,0,0
75068313,26045,1,1,1,0,0,0,0,0
75577259,26045,1,1,1,0,0,0,0,0
76083976,26045,1,1,1,0,0,0,0,0
76591109,26045,1,1,1,0,0,0,0,0
77101299,26045,1,1,1,0,0,0,0,0
77609977,26045,1,1,1,0,0,0,0,0
78116996,26045,1,1,1,0,0,0,0,0
78626332,26045,1,1,1,0,0,0,0,0
79133067,26045,1,1,1,0,0,0,0,0
79642003,26045,1,1,1,0,0,0,0,0
80148008,26045,1,1,1,0,0,0,0,0
80657008,26045,1,1,1,0,0,0,0,0
81165105,26045,1,1,1,0,0,0,0,0
81671011,26045,1,1,1,0,0,0,0,0
82178134,26045,1,1,1,0,0,0,0,0
82685017,26045,1,1,1,0,0,0,0,0
83192983,26045,1,1,1,0,0,0,0,0
83700428,26045,1,1,1,0,0,0,0,0
84207079,26045,1,1,1,0,0,0,0,0
84716240,26045,1,1,1,0,0,0,0,0
85227023,26045,1,1,1,0,0,0,0,0
85735410,26045,1,1,1,0,0,0,0,0
86244080,26045,1,1,1,0,0,0,0,0
86754291,26045,1,1,1,0,0,0,0,0
87261013,26045,1,1,1,0,0,0,0,0
87769116,26045,1,1,1,0,0,0,0,0
88277106,26045,1,1,1,0,0,0,0,0
88785362,26045,1,1,1,0,0,0,0,0
89292070,26045,1,1,1,0,0,0,0,0
89802685,26045,1,1,1,0,0,0,0,0
90310010,26045,1,1,1,0,0,0,0,0
90818020,26045,1,1,1,0,0,0,0,0
91325043,26045,1,1,1,0,0,0,0,0
91834120,26045,1,1,1,0,0,0,0,0
92343023,26045,1,1,1,0,0,0,0,0
92851532,26045,1,1,1,0,0,0,0,0
93359039,26045,1,1,1,0,0,0,0,0
93868092,26045,1,1,1,0,0,0,0,0
94374294,26045,1,1,1,0,0,0,0,0
94879984,26045,1,1,1,0,0,0,0,0
95388880,26045,1,1,1,0,0,0,0,0
95899053,26045,1,1,1,0,0,0,0,0
96407056,26045,1,1,1,0,0,0,0,0
96916283,26045,1,1,1,0,0,0,0,0
97427012,26045,1,1,1,0,0,0,0,0
97929980,26045,1,1,1,0,0,0,0,0
98430977,26045,1,1,1,0,0,0,0,0
98932041,26045,1,1,1,0,0,0,0,0
99432976,26045,1,1,1,0,0,0,0,0
99941070,26045,1,1,1,0,0,0,0,0
100451047,26045,1,1,1,0,0,0,0,0
100953976,26045,1,1,1,0,0,0,0,0
101455068,26045,1,1,1,0,0,0,0,0
101958056,26045,1,1,1,0,0,0,0,0
102460010,26045,1,1,1,0,0,0,0,0
102962177,26045,1,1,1,0,0,0,0,0
103470002,26045,1,1,1,0,0,0,0,0
103976982,26045,1,1,1,0,0,0,0,0
104486691,26045,1,1,1,0,0,0,0,0
104993061,26045,1,1,1,0,0,0,0,0
105501142,26045,1,1,1,0,0,0,0,0
106008449,26045,1,1,1,0,0,0,0,0
106517370,26045,1,1,1,0,0,0,0,0
107025170,26045,1,1,1,0,0,0,0,0
107534413,26045,1,1,1,0,0,0,0,0
108041125,26045,1,1,1,0,0,0,0,0
108550135,26045,1,1,1,0,0,0,0,0
109057994,26045,1,1,1,0,0,0,0,0
109566281,26045,1,1,1,0,0,0,0,0
110074083,26045,1,1,1,0,0,0,0,0
110582034,26045,1,1,1,0,0,0,0,0
111088982,26045,1,1,1,0,0,0,0,0
111594977,26045,1,1,1,0,0,0,0,0
112103999,26045,1,1,1,0,0,0,0,0
112611232,26045,1,1,1,0,0,0,0,0
113120932,26045,1,1,1,0,0,0,0,0
113630030,26045,1,1,1,0,0,0,0,0
114137046,26045,1,1,1,0,0,0,0,0
114645536,26045,1,1,1,0,0,0,0,0
115152976,26045,1,1,1,0,0,0,0,0
115661975,26045,1,1,1,0,0,0,0,0
116170447,26045,1,1,1,0,0,0,0,0
116678977,26045,1,1,1,0,0,0,0,0
117185119,26045,1,1,1,0,0,0,0,0
117695047,26045,1,1,1,0,0,0,0,0
118205104,26045,1,1,1,0,0,0,0,0
118713307,26045,1,1,1,0,0,0,0,0
119222038,26045,1,1,1,0,0,0,0,0
119729977,26045,1,1,1,0,0,0,0,0
120238975,26045,1,1,1,0,0,0,0,0
120746145,26045,1,1,1,0,0,0,0,0
121255980,26045,1,1,1,0,0,0,0,0
121763989,26045,1,1,1,0,0,0,0,0
122273030,26045,1,1,1,0,0,0,0,0
122783426,26045,1,1,1,0,0,0,0,0
123292104,26045,1,1,1,0,0,0,0,0
123802004,26045,1,1,1,0,0,0,0,0
124310108,26045,1,1,1,0,0,0,0,0
124818079,26045,1,1,1,0,0,0,0,0
125327040,26045,1,1,1,0,0,0,0,0
125835014,26045,1,1,1,0,0,0,0,0
126345014,26045,1,1,1,0,0,0,0,0
126852043,26045,1,1,1,0,0,0,0,0
127360222,26045,1,1,1,0,0,0,0,0
127867256,26045,1,1,1,0,0,0,0,0
128375364,26045,1,1,1,0,0,0,0,0
128883975,26045,1,1,1,0,0,0,0,0
129391121,26045,1,1,1,0,0,0,0,0
129898093,26045,1,1,1,0,0,0,0,0
130405975,26045,1,1,1,0,0,0,0,0
130907413,26045,1,1,1,0,0,0,0,0
131408616,26045,1,1,1,0,0,0,0,0
131919100,26045,1,1,1,0,0,0,0,0
132420215,26045,1,1,1,0,0,0,0,0
132929977,26045,1,1,1,0,0,0,0,0
133439009,26045,1,1,1,0,0,0,0,0
133947301,26045,1,1,1,0,0,0,0,0
134454011,26045,1,1,1,0,0,0,0,0
134961982,26045,1,1,1,0,0,0,0,0
135471555,26045,1,1,1,0,0,0,0,0
135980131,26045,1,1,1,0,0,0,0,0
136489006,26045,1,1,1,0,0,0,0,0
136998038,26045,1,1,1,0,0,0,0,0
137499080,26045,1,1,1,0,0,0,0,0
138002063,26045,1,1,1,0,0,0,0,0
138505015,26045,1,1,1,0,0,0,0,0
139008150,26045,1,1,1,0,0,0,0,0
139508174,26045,1,1,1,0,0,0,0,0
140016234,26045,1,1,1,0,0,0,0,0
140523192,26045,1,1,1,0,0,0,0,0
141030006,26045,1,1,1,0,0,0,0,0
141538480,26045,1,1,1,0,0,0,0,0
142048978,26045,1,1,1,0,0,0,0,0
142557979,26045,1,1,1,0,0,0,0,0
143066587,26045,1,1,1,0,0,0,0,0
143566976,26045,1,1,1,0,0,0,0,0
144069048,26045,1,1,1,0,0,0,0,0
144572402,26045,1,1,1,0,0,0,0,0
145082987,26045,1,1,1,0,0,0,0,0
145594100,26045,1,1,1,0,0,0,0,0
146105098,26045,1,1,1,0,0,0,0,0
146613901,26045,1,1,1,0,0,0,0,0
147122018,26045,1,1,1,0,0,0,0,0
147632353,26045,1,1,1,0,0,0,0,0
148133024,26045,1,1,1,0,0,0,0,0
148636624,26045,1,1,1,0,0,0,0,0
149147858,26045,1,1,1,0,0,0,0,0
149649008,26045,1,1,1,0,0,0,0,0
150160025,26045,1,1,1,0,0,0,0,0
150668979,26045,1,1,1,0,0,0,0,0
151177995,26045,1,1,1,0,0,0,0,0
151685976,26045,1,1,1,0,0,0,0,0
152193977,26045,1,1,1,0,0,0,0,0
152702355,26045,1,1,1,0,0,0,0,0
153211013,26045,1,1,1,0,0,0,0,0
153721183,26045,1,1,1,0,0,0,0,0
154232024,26045,1,1,1,0,0,0,0,0
154739204,26045,1,1,1,0,0,0,0,0
155247177,26045,1,1,1,0,0,0,0,0
