timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
17938370,0.65317744,0.0028701562,-0.016693847,-0.75701547,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
17943333,0.6531421,0.0028943147,-0.0166596,-0.75704664,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
17992981,0.65336984,0.0026848144,-0.016739124,-0.7568491,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18042626,0.6532161,0.0024502391,-0.016764965,-0.75698197,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18092343,0.653059,0.0024354875,-0.016991237,-0.7571126,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18136954,0.6531255,0.0024461367,-0.017170345,-0.75705105,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18191564,0.6533121,0.0018980169,-0.017109757,-0.75689304,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18241211,0.65331924,0.0015586871,-0.01675218,-0.7568956,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18290860,0.6533535,0.0016939751,-0.017053992,-0.75685906,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18340503,0.6537497,0.0016027075,-0.017084429,-0.7565164,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18390309,0.65432143,0.0013426107,-0.017084455,-0.75602233,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18439796,0.65449417,0.0010546321,-0.017184032,-0.755871,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18489442,0.65447325,0.0011713204,-0.017204467,-0.7558886,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18544129,0.6548882,0.0010407114,-0.017320558,-0.7555266,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18588740,0.6552176,0.0011598421,-0.017229833,-0.75524294,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18638495,0.65577567,0.00089076016,-0.017199088,-0.75475943,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18692991,0.6560992,0.000804963,-0.017273502,-0.7544766,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18742639,0.6563858,0.00068153924,-0.017163578,-0.75422984,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18792284,0.65668255,0.0005153778,-0.01713099,-0.7539724,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18836966,0.65670776,0.00043427426,-0.01738489,-0.75394475,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18891577,0.6570084,0.0004648411,-0.017394006,-0.7536825,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18941223,0.6573137,0.00030917418,-0.017421657,-0.75341576,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
18990871,0.6577152,0.00016957638,-0.017513713,-0.753063,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19040516,0.65811235,0.0001380826,-0.01743507,-0.75271785,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19090163,0.65848196,2.8645847e-05,-0.017428007,-0.75239474,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19139808,0.6587678,3.7934922e-05,-0.017340373,-0.7521465,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19189581,0.65896344,-7.372741e-06,-0.017227227,-0.75197774,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19244077,0.65922004,1.4676826e-06,-0.017429331,-0.7517482,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19288747,0.6592249,-5.014948e-05,-0.017314523,-0.7517465,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19338393,0.65932244,-0.00014354529,-0.017476307,-0.7516571,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19393004,0.6596665,-9.155767e-05,-0.017487217,-0.75135505,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19442692,0.6598057,-0.00014177094,-0.01771537,-0.7512273,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19492297,0.6600244,-0.0001911681,-0.017819367,-0.7510328,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19536986,0.660323,-0.00047854433,-0.017458767,-0.75077856,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19591592,0.66051275,-0.00032770928,-0.017558195,-0.7506095,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19641236,0.6607726,-0.00033973015,-0.017476715,-0.7503826,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19690886,0.66090584,-0.0002356036,-0.017305905,-0.7502693,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19740715,0.6610256,-0.0002455801,-0.017337767,-0.75016296,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19790174,0.66121376,-0.00024177643,-0.017434549,-0.74999493,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19839821,0.66139364,-0.00039191745,-0.017639969,-0.74983144,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19889467,0.6617034,-0.00052145065,-0.017839931,-0.74955326,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19944118,0.66178024,-0.00038108262,-0.017774817,-0.74948716,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
19988883,0.6621412,-0.0008035626,-0.017814644,-0.74916697,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20038406,0.6623457,-0.0008628779,-0.017593909,-0.7489913,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20093036,0.6624513,-0.00072544935,-0.017755874,-0.7488942,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20142663,0.6625821,-0.0006764733,-0.017527787,-0.7487839,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20192309,0.66268456,-0.00062120863,-0.017481389,-0.74869436,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20236991,0.66303694,-0.00049634464,-0.017653996,-0.74837834,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20291602,0.6630868,-0.00045249946,-0.017559486,-0.74833643,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20341251,0.66335434,-0.0005358831,-0.017705401,-0.7480958,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20390896,0.66368306,-0.00064926216,-0.017740337,-0.74780333,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20440541,0.6639123,-0.0008787757,-0.01779749,-0.7475982,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20490192,0.6640518,-0.00096541725,-0.017782219,-0.74747455,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20540002,0.6641852,-0.0010196613,-0.01782515,-0.74735487,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20589480,0.6641252,-0.00087520666,-0.017709753,-0.7474111,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20644093,0.66436815,-0.0009171729,-0.017777666,-0.74719346,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20688772,0.6643119,-0.0006373245,-0.017625937,-0.74724746,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20738418,0.6644761,-0.0005519725,-0.017645255,-0.74710107,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20793140,0.66460264,-0.0006422926,-0.017847896,-0.7469836,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20842683,0.66472906,-0.0005608252,-0.017842816,-0.7468712,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20892322,0.6650953,-0.00057658495,-0.017850483,-0.7465449,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20937005,0.665371,-0.0007775202,-0.017578805,-0.7463055,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
20991632,0.6654333,-0.0007002997,-0.017749751,-0.74624604,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21041261,0.6654153,-0.0006564738,-0.017647276,-0.7462645,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21090916,0.66527796,-0.0007207067,-0.017650856,-0.74638677,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21140553,0.665029,-0.0006608191,-0.017725492,-0.74660695,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21190200,0.66478664,-0.00055122055,-0.017711109,-0.7468232,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21239846,0.66462755,-0.000453401,-0.017855618,-0.7469613,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21289492,0.6644649,-0.0004296933,-0.017872365,-0.74710566,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21339240,0.66439414,-0.00048503827,-0.017910639,-0.7471676,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21388785,0.6644211,-0.00052216166,-0.017825807,-0.74714565,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21438442,0.66433656,-0.0005641715,-0.017728088,-0.7472231,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21493043,0.6641284,-0.00082227855,-0.017955417,-0.7474025,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21542689,0.66400725,-0.0007459783,-0.017801315,-0.7475139,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21592365,0.6638843,-0.00079173926,-0.017736413,-0.7476246,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21637018,0.6634269,-0.0005489092,-0.017617427,-0.7480335,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21691628,0.663416,-0.0007514817,-0.017668739,-0.7480418,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21741274,0.6631604,-0.0006181769,-0.017719116,-0.7482673,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21790921,0.6630027,-0.00071859825,-0.017913992,-0.7484023,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21840619,0.66281265,-0.0006169867,-0.017958898,-0.74856967,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21890442,0.66271335,-0.0007504938,-0.018004628,-0.7486564,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
21939859,0.66262144,-0.0008280578,-0.017803336,-0.74874246,0.9985212,-3.3877856e-10,-1.3409094e-09,0.054363254,2
