timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
17932672,17932495,3932170,-0.030200249,-0.034248255,0.01571265,20.201958,0
17933937,17933758,3932170,-0.032277513,-0.040746365,0.0005326322,20.201958,0
18933999,18933822,3932170,-0.010333065,-0.008042747,-0.01933455,20.250917,0
19936454,19936278,3932170,0.08442221,-0.018748654,0.032117724,20.348837,0
20932742,20932560,3932170,-0.075207666,0.0063915867,0.24815336,20.544676,0
21934150,21933975,3932170,0.015606125,-0.09837717,-0.070893355,20.250917,0
22935273,22935093,3932170,-0.031744882,-0.019228024,0.17358483,20.446756,0
23932854,23932673,3932170,-0.32565135,0.2634399,0.0032490566,20.250917,0
24932822,24932644,3932170,0.15414377,0.079095885,-0.26418558,20.348837,0
25934390,25934179,3932170,0.31509638,-0.09898083,0.15308739,20.544676,0
26936605,26936428,3932170,-0.054648064,0.0757403,0.17369138,20.397797,0
27932890,27932712,3932170,-0.077231675,0.1530785,-0.10402308,20.348837,0
28934305,28934128,3932170,-0.29294774,-0.016138757,0.039894156,20.250917,0
29935434,29935259,3932170,0.00628506,-0.15941684,-0.5840845,20.544676,0
30932955,30932779,3932170,0.18040255,-0.09821739,0.6193448,20.544676,0
31932980,31932804,3932170,-0.6053898,0.15249261,0.040373523,20.250917,0
32934527,32934351,3932170,-0.3819506,0.10391655,-0.049428273,20.397797,0
33935576,33935393,3932170,0.266902,-0.43771717,0.3858388,20.348837,0
34933055,34932876,3932170,0.067591034,-0.16346483,0.520648,20.397797,0
35934404,35934226,3932170,0.36357477,-0.059068915,-0.49710566,20.348837,0
36934345,36934169,3932170,0.21347901,-0.19446403,-0.012090752,20.348837,0
37935617,37935441,3932170,0.37816888,-0.4122041,0.30131006,20.397797,0
38933160,38932977,3932170,-0.17550232,0.15036209,0.0018109496,20.446756,0
39934663,39934484,3932170,0.049002163,0.03089267,0.24948493,20.544676,0
40935716,40935519,3932170,0.24703483,0.333268,0.4127367,20.397797,0
41933232,41933050,3932170,-0.18604845,0.03307646,0.41966096,20.593636,0
42933313,42933136,3932170,0.23270702,0.022530343,-0.13315806,20.544676,0
43935774,43935592,3932170,-0.581155,0.30796796,-0.7176154,20.544676,0
44933307,44933125,3932170,-0.46115297,0.3855192,-0.13406353,20.691555,0
45933331,45933152,3932170,-0.23691483,0.33103094,-0.16266587,20.397797,0
46934819,46934641,3932170,0.018535601,-0.257794,0.9582054,20.544676,0
47934627,47934450,3932170,0.6897055,-0.453057,0.67537767,20.691555,0
48932165,48931983,3932170,0.63479114,-0.13789847,0.07739147,20.397797,0
49933539,49933360,3932170,0.69977224,-0.51116717,-0.09763149,20.691555,0
50935951,50935775,3932170,-0.025406558,-0.042983424,0.060027655,20.250917,0
51935979,51935801,3932170,0.6518886,-0.5928197,0.6576943,20.544676,0
52933516,52933334,3932170,-0.33981937,-0.07946873,0.13864417,20.446756,0
53933764,53933582,3932170,0.2700978,-0.37140444,-0.1294829,20.740515,0
54934810,54934635,3932170,0.50163305,-0.2010154,0.39691755,20.691555,0
55932364,55932168,3932170,-0.36085832,0.108603716,-0.29539785,20.789474,0
56933654,56933477,3932170,-0.19339876,0.12676647,0.014221281,20.544676,0
57936140,57935964,3932170,0.13747238,0.012250541,-0.044208474,20.936352,0
58936165,58935990,3932170,-0.4395281,0.37662426,-0.21789984,20.446756,0
59933701,59933524,3932170,0.5879195,-0.33348104,0.23164175,20.397797,0
60934020,60933812,3932170,-0.4625467,-0.049446028,0.027253017,20.740515,0
61935002,61934825,3932170,-0.22498386,0.1405084,-0.2010154,20.593636,0
62932545,62932359,3932170,-0.17635453,0.082504734,0.4346279,20.593636,0
