timestamp,main_state
17868892,8
18372052,8
18879000,8
19388088,8
19897012,8
20402999,8
20911978,8
21419980,8
21927043,8
22434984,8
22944532,8
23453264,8
23959072,8
24466102,8
24971981,8
25480485,8
25987101,8
26495086,8
27000981,8
27508078,8
28016079,8
28524295,8
29031985,8
29539089,8
30047019,8
30553060,8
31061895,8
31570019,8
32078578,8
32585387,8
33093007,8
33600999,8
34111200,8
34619075,8
35128020,8
35636039,8
36141979,8
36650007,8
37159981,8
37669985,8
38179985,8
38687238,8
39197059,8
39704757,8
40211981,8
40720980,8
41230989,8
41738170,8
42246874,8
42754100,8
43260020,8
43760203,8
44268169,8
44775180,8
45281979,8
45790075,8
46297136,8
46805088,8
47313009,8
47818980,8
48327043,8
48834570,8
49341505,8
49849996,8
50360059,8
50867060,8
51378282,8
51884985,8
52392980,8
52901116,8
53410095,8
53916035,8
54425236,8
54932067,8
55439979,8
55946973,8
56455409,8
56964978,8
57466211,8
57976133,8
58485985,8
58986986,8
59495007,8
60003099,8
60511512,8
61019075,8
61525980,8
62032019,8
62542074,8
63053374,8
63562979,8
64073058,8
64581059,8
65082138,8
65583979,8
66087149,8
66588112,8
67090944,8
67591168,8
68099118,8
68608981,8
69116091,8
69624038,8
70133536,8
70642276,8
71150265,8
71657101,8
72163446,8
72671985,8
73179980,8
73687475,8
74194046,8
74701018,8
75210018,8
75716486,8
76222980,8
76732093,8
77239173,8
77747057,8
78258430,8
78761201,8
79264707,8
79766073,8
80274072,8
80780982,8
81289297,8
81799423,8
82307078,8
82815088,8
83322131,8
83830172,8
84339027,8
84840082,8
85342981,8
85845003,8
86347096,8
86857053,8
87358978,8
87862496,8
88371324,8
88872979,8
89379979,8
89887521,8
90396980,8
90897042,8
91397202,8
91906105,8
92409126,8
92917034,8
93424077,8
93933672,8
94439409,8
94947027,8
95455987,8
95957657,8
96458983,8
96968003,8
97477997,8
97986978,8
98495980,8
99003979,8
99510980,8
100017987,8
100527164,8
101033979,8
101542156,8
102051074,8
102558048,8
103067051,8
103576025,8
104086811,8
104594978,8
105103066,8
105610102,8
106118062,8
106626086,8
107136080,8
107642978,8
108150140,8
108659004,8
109166141,8
109674977,8
110183127,8
110690022,8
111200488,8
111708987,8
112219045,8
112729725,8
113231510,8
113740077,8
114249237,8
114756353,8
115263048,8
115770094,8
116277975,8
116786154,8
117294115,8
117801012,8
118308162,8
118817057,8
119324074,8
119831165,8
120337979,8
120845179,8
121353634,8
121860032,8
122369977,8
122877293,8
123386032,8
123895552,8
124402990,8
124911240,8
125420069,8
125928096,8
126435979,8
126946005,8
127454042,8
127962030,8
128470000,8
128976984,8
129485392,8
129992978,8
130500978,8
131009231,8
131516763,8
132024004,8
132530981,8
133039185,8
133335985,8
133843029,8
134349983,8
134859159,8
135368288,8
135876080,8
136383978,8
136891979,8
137400315,8
137908001,8
138415125,8
138923196,8
139432995,8
139938977,8
140447907,8
140948042,8
141457014,8
141957164,8
142459117,8
142960979,8
143467560,8
143969112,8
144480020,8
144980982,8
145482077,8
145983059,8
146492236,8
146999997,8
147510018,8
148021014,8
148523266,8
149032171,8
149542747,8
150052982,8
150560335,8
151069064,8
151575980,8
152083042,8
152591082,8
153098979,8
153605980,8
154114043,8
154622977,8
155129988,8
155637978,8
156147089,8
156654089,8
157163867,8
157670978,8
158177984,8
158688047,8
159196092,8
159706293,8
160213011,8
160723149,8
161231066,8
161738052,8
162244103,8
162752098,8
163258983,8
163766477,8
164274242,8
164781982,8
165289999,8
165797535,8
166305115,8
166813213,8
167321090,8
167827979,8
168336101,8
168846486,8
169351981,8
169859118,8
170367019,8
170873007,8
171381017,8
171888979,8
172395453,8
172903105,8
173409177,8
173915405,8
174422023,8
174929131,8
175436980,8
175943975,8
176452146,8
176960019,8
177468002,8
177978038,8
178485421,8
178991985,8
179500085,8
180010083,8
180518157,8
181025196,8
181532143,8
182039019,8
182547979,8
183056010,8
183565031,8
184074174,8
184582086,8
185088981,8
185597053,8
186104103,8
186614502,8
187120409,8
187627009,8
188135379,8
188643071,8
189151050,8
189658234,8
190165051,8
190671981,8
191178074,8
191686047,8
192194520,8
192700003,8
193207980,8
193716015,8
194221981,8
194728980,8
195237979,8
195744982,8
196253017,8
196761979,8
197269988,8
197779493,8
198287021,8
198796142,8
199303978,8
199812985,8
200320200,8
200827979,8
201337013,8
201844145,8
202350003,8
202857017,8
203365824,8
203872232,8
204381120,8
204889126,8
205397978,8
205906973,8
206414211,8
206921976,8
207430103,8
207937226,8
208445225,8
208954100,8
209461590,8
209970263,8
210476983,8
210985978,8
211495115,8
212001169,8
212511146,8
213021223,8
213521980,8
214022984,8
214533087,8
215034045,8
215543115,8
216046743,8
216548979,8
217049978,8
217558148,8
218069158,8
218578979,8
219088104,8
219589333,8
220092432,8
220600060,8
221101374,8
221612198,8
222122012,8
222630977,8
223137980,8
223645995,8
224152581,8
224660073,8
225166988,8
225675022,8
226183104,8
226691171,8
227197978,8
227704978,8
228213672,8
228719978,8
229228984,8
229736030,8
230243036,8
230751013,8
231258977,8
231766977,8
232274669,8
232781982,8
233289977,8
233795981,8
234303980,8
234812230,8
235319012,8
235827006,8
236337037,8
236843981,8
237350980,8
237859567,8
238365983,8
238873983,8
239380980,8
239888015,8
240395068,8
240904034,8
241410979,8
241919325,8
242429140,8
242937131,8
243445349,8
243953008,8
244461253,8
244971288,8
245479073,8
245987978,8
246495183,8
247003035,8
247510016,8
248018545,8
248524993,8
249031014,8
249538979,8
250046033,8
250553061,8
251061223,8
251568005,8
252075087,8
252582014,8
253090045,8
253597026,8
254105426,8
254612110,8
255120282,8
255628238,8
256135170,8
256643317,8
257151113,8
257657977,8
258166480,8
258672976,8
259181072,8
259689269,8
260196057,8
260703981,8
261211019,8
261718010,8
262227976,8
262736426,8
263245097,8
263755488,8
264261023,8
264768340,8
265275163,8
265783158,8
266291020,8
266798122,8
267306304,8
267813102,8
268321034,8
268829290,8
269337983,8
269844984,8
270352114,8
270860129,8
271368119,8
271877036,8
272385123,8
272894051,8
273400991,8
273911044,8
274418119,8
274928087,8
275438982,8
275948107,8
276451932,8
276952029,8
277452071,8
277963077,8
278463084,8
278971080,8
279482112,8
279986099,8
280488157,8
280989101,8
281499415,8
282002363,8
282504066,8
283005147,8
283514089,8
284021980,8
284530137,8
285039289,8
285545600,8
286054183,8
286561070,8
287071138,8
287578119,8
288086025,8
288593984,8
289102009,8
289609071,8
290118006,8
