timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
17940292,17939981,3932170,3932170,2.1524542e-05,2.0288193e-05,-5.9848808e-05,-0.0035497788,-0.0017993937,-0.049025945,4992,4992,0
17945281,17944967,3932170,3932170,1.4645227e-05,0.00017559252,-0.00012491518,-0.0014972746,-0.0009818,-0.048790384,4986,4986,0
18439124,18438831,3932170,3932170,-0.00014588553,-0.00024645074,0.0006847379,-0.0017843269,0.00024694228,-0.050884165,4971,4971,0
18943105,18942750,3932170,3932170,1.6700855e-05,0.00028612284,-0.0005460356,0.0013296958,-0.0022209974,-0.049929857,4965,4965,0
19441551,19441255,3932170,3932170,0.0004803409,0.00024245898,-0.000260005,7.249635e-05,-0.0052490956,-0.048090994,4987,4987,0
19945362,19945011,3932170,3932170,0.00016720645,0.00055122457,-0.0005662268,5.1644576e-05,-0.005725762,-0.04830493,4992,4992,0
20444105,20443770,3932170,3932170,0.0004415555,0.00042103766,-0.0005012816,-0.00068555446,-0.0017600374,-0.04925255,4988,4988,0
20937882,20937546,3932170,3932170,0.0001979352,0.00022170815,0.00055523496,-0.0033873415,-0.0010996406,-0.04971144,4986,4986,0
21441585,21441297,3932170,3932170,0.0002699215,-0.0005269324,-0.0002667785,-0.0021776739,-0.0031769178,-0.045424376,4987,4987,0
21940446,21940185,3932170,3932170,0.000129072,-0.0005963816,1.35831015e-05,0.0022121065,-0.0025852679,-0.044853006,4970,4970,0
22439325,22439080,3932170,3932170,0.00015836995,-0.0006163831,0.00084466964,0.002093513,-0.0029594,-0.05048302,5240,5240,0
22942828,22942575,3932170,3932170,0.0003397773,0.00021638205,7.979877e-05,-0.0029248223,0.0013127268,-0.04741036,4988,4988,0
23441591,23441339,3932170,3932170,-0.0031076872,0.001633914,0.00029014252,-0.012419769,-0.005147172,-0.05356216,4988,4988,0
23940347,23940102,3932170,3932170,0.0025201584,-0.00086578866,-0.00015396555,0.0017090475,-0.0012808257,-0.045636695,4976,4976,0
24439121,24438867,3932170,3932170,0.00011536631,-0.000735757,-0.000854777,-0.0032212,0.0011345528,-0.049058817,4988,4988,0
24937874,24937631,3932170,3932170,0.002713206,-0.00030627532,-0.0003600899,-0.0030050213,0.0035497914,-0.04632099,4987,4987,0
25441697,25441448,3932170,3932170,-0.0012229563,-0.00016153013,0.00036240433,0.0058699083,-0.0018731436,-0.05166452,4958,4958,0
25940744,25940450,3932170,3932170,-0.0019340615,0.00091121957,0.00022824178,-0.008376123,-0.0047668684,-0.050212357,5017,5017,0
26439171,26438910,3932170,3932170,-0.0005859545,0.0006679133,-0.000402265,-0.006816146,0.0020693452,-0.05401643,4983,4983,0
26943002,26942675,3932170,3932170,-0.00073998637,0.00021825361,0.00055416406,0.0020924238,-0.00051006424,-0.05085223,5001,5001,0
27441839,27441485,3932170,3932170,-9.5740885e-05,0.0009186185,6.400488e-05,-0.010319111,0.0057069766,-0.0476158,5046,5046,0
27940510,27940265,3932170,3932170,0.0002189435,0.00011362429,-0.00052938494,0.0012975116,0.0004644267,-0.051896647,5004,5004,0
28439262,28438956,3932170,3932170,-0.0001046116,0.00049576117,0.0004846638,0.002590314,0.00054263265,-0.045994565,4993,4993,0
28943111,28942861,3932170,3932170,0.00080163765,0.0005847185,0.00047802253,-0.0033501268,0.0023662809,-0.048655152,5015,5015,0
29442447,29441696,3932170,3932170,0.00097582745,-0.0017373064,-2.4395345e-05,-0.00094730215,0.007967013,-0.047099825,4959,4959,0
29940545,29940237,3932170,3932170,-0.0008446817,-0.000778664,-0.0011399799,-0.00094510615,-0.011670621,-0.04863839,4978,4978,0
30444242,30443989,3932170,3932170,0.0007824658,-0.00090422103,-0.0011282671,0.001998374,-0.00093123206,-0.044465944,4987,4987,0
