timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
17868890,17868,1,1,1,0,0,0,0,0
18372051,17868,1,1,1,0,0,0,0,0
18878998,17868,1,1,1,0,0,0,0,0
19388087,17868,1,1,1,0,0,0,0,0
19897010,17868,1,1,1,0,0,0,0,0
20402997,17868,1,1,1,0,0,0,0,0
20911975,17868,1,1,1,0,0,0,0,0
21419979,17868,1,1,1,0,0,0,0,0
21927042,17868,1,1,1,0,0,0,0,0
22434982,17868,1,1,1,0,0,0,0,0
22944530,17868,1,1,1,0,0,0,0,0
23453015,17868,1,1,1,0,0,0,0,0
23959070,17868,1,1,1,0,0,0,0,0
24466101,17868,1,1,1,0,0,0,0,0
24971980,17868,1,1,1,0,0,0,0,0
25480483,17868,1,1,1,0,0,0,0,0
25987099,17868,1,1,1,0,0,0,0,0
26495084,17868,1,1,1,0,0,0,0,0
27000979,17868,1,1,1,0,0,0,0,0
27508077,17868,1,1,1,0,0,0,0,0
28016077,17868,1,1,1,0,0,0,0,0
28524293,17868,1,1,1,0,0,0,0,0
29031983,17868,1,1,1,0,0,0,0,0
29539087,17868,1,1,1,0,0,0,0,0
30047017,17868,1,1,1,0,0,0,0,0
30553058,17868,1,1,1,0,0,0,0,0
31061893,17868,1,1,1,0,0,0,0,0
31570017,17868,1,1,1,0,0,0,0,0
32078576,17868,1,1,1,0,0,0,0,0
32585386,17868,1,1,1,0,0,0,0,0
33093005,17868,1,1,1,0,0,0,0,0
33600997,17868,1,1,1,0,0,0,0,0
34111198,17868,1,1,1,0,0,0,0,0
34619073,17868,1,1,1,0,0,0,0,0
35128018,17868,1,1,1,0,0,0,0,0
35636037,17868,1,1,1,0,0,0,0,0
36141977,17868,1,1,1,0,0,0,0,0
36650005,17868,1,1,1,0,0,0,0,0
37159979,17868,1,1,1,0,0,0,0,0
37669983,17868,1,1,1,0,0,0,0,0
38179984,17868,1,1,1,0,0,0,0,0
38687236,17868,1,1,1,0,0,0,0,0
39197057,17868,1,1,1,0,0,0,0,0
39704755,17868,1,1,1,0,0,0,0,0
40211979,17868,1,1,1,0,0,0,0,0
40720978,17868,1,1,1,0,0,0,0,0
41230987,17868,1,1,1,0,0,0,0,0
41738169,17868,1,1,1,0,0,0,0,0
42246872,17868,1,1,1,0,0,0,0,0
42754099,17868,1,1,1,0,0,0,0,0
43260019,17868,1,1,1,0,0,0,0,0
43760201,17868,1,1,1,0,0,0,0,0
44268167,17868,1,1,1,0,0,0,0,0
44775178,17868,1,1,1,0,0,0,0,0
45281977,17868,1,1,1,0,0,0,0,0
45790074,17868,1,1,1,0,0,0,0,0
46297134,17868,1,1,1,0,0,0,0,0
46805086,17868,1,1,1,0,0,0,0,0
47313007,17868,1,1,1,0,0,0,0,0
47818978,17868,1,1,1,0,0,0,0,0
48327041,17868,1,1,1,0,0,0,0,0
48834568,17868,1,1,1,0,0,0,0,0
49341504,17868,1,1,1,0,0,0,0,0
49849994,17868,1,1,1,0,0,0,0,0
50360057,17868,1,1,1,0,0,0,0,0
50867058,17868,1,1,1,0,0,0,0,0
