timestamp,saturation_status
21431326,1533
21453372,1533
22414274,1533
23442155,1
24442459,1
25445209,1
26428229,1
27433941,1
28439168,1
29422187,1
30425060,1
31430742,1
32434011,1
33436960,1
34434964,1
35432497,1
36438315,1
37425612,1
38431395,1
39429322,1
40434406,1
41432499,1
42435352,1
43436633,1
44441283,1
45444129,1
46444058,1
47420387,1
48442656,1
49438000,1
50438014,1
51436943,1
52437823,1
53440634,1
54440737,1
55441183,1
56444223,1
57439541,1
58442369,1
59423731,1
60428145,1
61429024,1
62424232,1
63431574,1
64435182,1
65443194,1
66433874,1
67431607,1
68431843,1
69423978,1
70425886,1
71430893,1
72436301,1
73441500,1
74439198,1
75437472,1
76440576,1
77443436,1
78424403,1
79429300,1
80434828,1
81432944,1
82433144,1
83434336,1
84429048,1
85432264,1
86435029,1
87440252,1
88445922,1
89428710,1
90435632,1
91437829,1
92435606,1
93442436,1
94425743,1
95424854,1
96429524,1
97435539,1
98430168,1
99433103,1
100436045,1
101436662,1
102437135,1
103439948,1
104436027,1
105435943,1
106441735,1
107429312,1
108419702,1
109445831,1
110425366,1
111428589,1
112434005,1
113439261,1
114442215,1
115435195,1
116436497,1
117441164,1
118438945,1
119445113,1
120424942,1
121430615,1
122434076,1
123433709,1
124434909,1
125432800,1
126432515,1
127430491,1
128423507,1
129429643,1
130434342,1
131440082,1
132440410,1
133438124,1
134440985,1
135441843,1
136445036,1
137428225,1
138425821,1
139425878,1
140431432,1
141434354,1
142438050,1
143439966,1
144433164,1
145436285,1
146441304,1
147444145,1
148437419,1
149438278,1
150438055,1
151414614,1
152437711,1
153439637,1
154429840,1
155436043,1
156438393,1
157433200,1
158431259,1
159434260,1
160428286,1
161425392,1
162428325,1
163431283,1
164431900,1
165432299,1
166434822,1
167436094,1
168435291,1
169433631,1
170436783,1
171434873,1
172440238,1
173443195,1
174443463,1
175444816,1
176422300,1
177422403,1
178425275,1
179428187,1
180431101,1
181431849,1
182431953,1
183429925,1
184430620,1
185426470,1
186423766,1
187436390,1
188428627,1
189426603,1
190425480,1
191426710,1
192424870,1
193429251,1
194431930,1
195435091,1
196436201,1
197436783,1
198432335,1
199434445,1
200434697,1
201436015,1
202435581,1
203436844,1
204439215,1
205439641,1
206435756,1
207438468,1
208440808,1
209424250,1
210441819,1
211426575,1
212427886,1
213441876,1
214440205,1
215438449,1
216439356,1
217432231,1
218430144,1
219429358,1
220431176,1
221431291,1
222437250,1
223439636,1
224445132,1
225428135,1
226431145,1
227436983,1
228436852,1
229437740,1
230437688,1
231438990,1
232443402,1
233444230,1
234428112,1
235429889,1
236432877,1
237433142,1
238434308,1
239434061,1
240439555,1
241417630,1
242437643,1
243433374,1
244433634,1
245439176,1
246439219,1
247440055,1
248434356,1
249438716,1
250443555,1
251424611,1
252427003,1
253432564,1
254432135,1
255433864,1
256436942,1
257439796,1
258437618,1
259439924,1
260440540,1
261443182,1
262424531,1
263426898,1
264424845,1
265427730,1
266426226,1
267425640,1
268428759,1
269434997,1
270432212,1
271435736,1
272433113,1
273433346,1
274434580,1
275434158,1
276426284,1
277429444,1
278426171,1
279443484,1
280427847,1
281431707,1
282423733,1
283440424,1
284440466,1
285441068,1
286421344,1
287439175,1
288422277,1
289427893,1
290433107,1
291438646,1
292438765,1
293436714,1
294437712,1
295442513,1333
296423352,1
