timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
14564695,14564695,38,0,0,0,1486,1508,1090,1918,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
14588165,14588165,38,0,0,0,1487,1508,1090,1918,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
15079473,15079473,38,0,0,0,1487,1508,1090,1905,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
15578001,15578001,38,0,0,0,1487,1508,1090,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
16062407,16062407,38,0,0,0,1487,1508,1090,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
16573753,16573753,38,0,0,0,1487,1508,1090,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
17064646,17064646,38,0,0,0,1487,1508,1090,1508,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
17578392,17578392,38,0,0,0,1486,1508,1090,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
18069935,18069935,38,0,0,0,1487,1508,1249,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
18561184,18561184,38,0,0,0,1486,1509,1250,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
19075264,19075264,38,0,0,0,1486,1508,1323,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
19566861,19566861,38,0,0,0,1487,1508,1362,1490,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
20080421,20080421,38,0,0,0,1486,1508,1410,1491,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
20572142,20572142,38,0,0,0,1486,1509,1416,1500,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
21061180,21061180,38,0,0,0,1487,1509,1462,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
21574759,21574759,38,0,0,0,1487,1508,1472,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
22066235,22066235,38,0,0,0,1524,1520,1497,1494,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
22580294,22580294,38,0,0,0,1489,1507,1503,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
23072282,23072282,38,0,0,0,1488,1507,1505,1496,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
23563901,23563901,38,0,0,0,1487,1507,1518,1500,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
24077214,24077214,38,0,0,0,1540,1507,1522,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
24568510,24568510,38,0,0,0,1487,1507,1518,1490,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
25082547,25082547,38,0,0,0,1491,1522,1518,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
25574033,25574033,38,0,0,0,1486,1507,1518,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
26065568,26065568,38,0,0,0,1486,1508,1481,1500,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
26579182,26579182,38,0,0,0,1489,1508,1510,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
27068861,27068861,38,0,0,0,1488,1508,1510,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
27580487,27580487,38,0,0,0,1490,1532,1510,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
28068722,28068722,38,0,0,0,1486,1507,1510,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
28582675,28582675,38,0,0,0,1526,1507,1511,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
29066515,29066515,38,0,0,0,1487,1508,1515,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
29577953,29577953,38,0,0,0,1541,1513,1517,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
30067138,30067138,38,0,0,0,1490,1553,1516,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
30578486,30578486,38,0,0,0,1488,1510,1516,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
31067231,31067231,38,0,0,0,1488,1508,1517,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
31577232,31577232,38,0,0,0,1490,1562,1517,1494,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
32065285,32065285,38,0,0,0,1487,1507,1517,1501,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
32579221,32579221,38,0,0,0,1507,1507,1518,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
33067995,33067995,38,0,0,0,1487,1508,1519,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
33579389,33579389,38,0,0,0,1495,1507,1518,1490,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
34065876,34065876,38,0,0,0,1488,1507,1518,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
34572463,34572463,38,0,0,0,1487,1508,1480,1496,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
35061699,35061699,38,0,0,0,1557,1508,1511,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
35575184,35575184,38,0,0,0,1534,1508,1517,1500,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
36074274,36074274,38,0,0,0,1489,1508,1483,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
36580706,36580706,38,0,0,0,1489,1509,1510,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
37064812,37064812,38,0,0,0,1489,1538,1515,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
37576051,37576051,38,0,0,0,1490,1552,1515,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
38067362,38067362,38,0,0,0,1533,1511,1517,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
38578968,38578968,38,0,0,0,1486,1508,1521,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
39068555,39068555,38,0,0,0,1490,1538,1520,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
39574419,39574419,38,0,0,0,1486,1508,1520,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
40063420,40063420,38,0,0,0,1486,1508,1522,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
40577287,40577287,38,0,0,0,1487,1508,1518,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
41066364,41066364,38,0,0,0,1486,1508,1518,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
41580282,41580282,38,0,0,0,1488,1510,1518,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
42066799,42066799,38,0,0,0,1489,1508,1511,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
42578481,42578481,38,0,0,0,1486,1508,1512,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
43067099,43067099,38,0,0,0,1491,1545,1512,1494,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
43576619,43576619,38,0,0,0,1490,1555,1512,1496,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
44064877,44064877,38,0,0,0,1503,1508,1512,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
44576121,44576121,38,0,0,0,1488,1509,1512,1500,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
45067759,45067759,38,0,0,0,1489,1560,1512,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
45578989,45578989,38,0,0,0,1488,1550,1512,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
46065579,46065579,38,0,0,0,1489,1519,1519,1501,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
46579599,46579599,38,0,0,0,1500,1537,1520,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
47068399,47068399,38,0,0,0,1488,1510,1508,1503,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
47577537,47577537,38,0,0,0,1488,1507,1543,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
48066489,48066489,38,0,0,0,1515,1558,1552,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
48580854,48580854,38,0,0,0,1490,1539,1535,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
49069388,49069388,38,0,0,0,1487,1507,1516,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
49560646,49560646,38,0,0,0,1498,1513,1518,1490,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
50072028,50072028,38,0,0,0,1497,1542,1518,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
50561715,50561715,38,0,0,0,1523,1555,1518,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
51072672,51072672,38,0,0,0,1488,1508,1522,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
51561407,51561407,38,0,0,0,1492,1507,1537,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
52072867,52072867,38,0,0,0,1552,1518,1540,1494,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
52564626,52564626,38,0,0,0,1527,1517,1538,1494,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
53079041,53079041,38,0,0,0,1544,1533,1537,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
53567251,53567251,38,0,0,0,1487,1507,1515,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
54058679,54058679,38,0,0,0,1488,1508,1518,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
54572722,54572722,38,0,0,0,1556,1522,1518,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
55064322,55064322,38,0,0,0,1548,1509,1518,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
55577968,55577968,38,0,0,0,1507,1509,1518,1491,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
56067939,56067939,38,0,0,0,1488,1529,1503,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
56578908,56578908,38,0,0,0,1487,1507,1535,1501,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
57067322,57067322,38,0,0,0,1504,1537,1558,1507,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
57581335,57581335,38,0,0,0,1510,1543,1555,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
58070290,58070290,38,0,0,0,1502,1508,1555,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
58559482,58559482,38,0,0,0,1488,1508,1514,1490,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
59073206,59073206,38,0,0,0,1488,1508,1515,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
59563424,59563424,38,0,0,0,1490,1508,1512,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
60075974,60075974,38,0,0,0,1490,1508,1510,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
60565135,60565135,38,0,0,0,1545,1510,1510,1498,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
61078831,61078831,38,0,0,0,1487,1508,1518,1499,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
61570283,61570283,38,0,0,0,1486,1507,1540,1503,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
62061927,62061927,38,0,0,0,1507,1508,1556,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
62573178,62573178,38,0,0,0,1488,1508,1553,1494,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
63063048,63063048,38,0,0,0,1517,1534,1553,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
63576038,63576038,38,0,0,0,1488,1507,1523,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
64067542,64067542,38,0,0,0,1448,1521,1517,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
64577095,64577095,38,0,0,0,1485,1508,1511,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
65065363,65065363,38,0,0,0,1490,1509,1511,1497,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
65576994,65576994,38,0,0,0,1519,1533,1511,1493,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
66068334,66068334,38,0,0,0,1507,1545,1511,1495,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
66577995,66577995,38,0,0,0,1487,1507,1511,1492,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
67063864,67063864,38,0,0,0,1488,1508,1507,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
67577478,67577478,38,0,0,0,1540,1514,1544,1502,1065,1095,1065,1065,1933,1057,1542,1542,1514,1514,1514,1514,998,998,18,0,0,4
