timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
14368146,0.20151637,0.1240989,0.002763969,0
14586665,0.20151637,0.1240989,0.002763969,1
14765320,0.20151637,0.1240989,0.002763969,1
14968869,0.20151637,0.1240989,0.002763969,1
15167546,0.20151637,0.1240989,0.002763969,1
15375987,0.20151637,0.1240989,0.002763969,1
15574559,0.20151637,0.1240989,0.002763969,1
15768179,0.20151637,0.1240989,0.002763969,1
15981659,0.20151637,0.1240989,0.002763969,1
16170317,0.20151637,0.1240989,0.002763969,1
16373869,0.20151637,0.1240989,0.002763969,1
16572454,0.20151637,0.1240989,0.002763969,1
16771201,0.20151637,0.1240989,0.002763969,1
16969630,0.20151637,0.1240989,0.002763969,1
17168213,0.20151637,0.1240989,0.002763969,1
17371767,0.20151637,0.1240989,0.002763969,1
17570480,0.20151637,0.1240989,0.002763969,1
17768938,0.20151637,0.1240989,0.002763969,1
507762058,0.20151637,0.1240989,0.002763969,1
507960646,0.20151637,0.1240989,0.002763969,1
508159303,0.20151637,0.1240989,0.002763969,1
508362791,0.20151637,0.1240989,0.002763969,1
508561381,0.20151637,0.1240989,0.002763969,1
