timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
25937167,inf,0,1,1,1,0
26945108,inf,0,1,1,1,0
27948129,inf,0,1,1,1,0
28573701,inf,0,1,0,0,0
28767095,inf,0,0,0,0,0
29775141,inf,0,0,0,0,0
30783064,inf,0,0,0,0,0
31785974,inf,0,0,0,0,0
32789161,inf,0,0,0,0,0
33797550,inf,0,0,0,0,0
34805617,inf,0,0,0,0,0
35807725,inf,0,0,0,0,0
36815754,inf,0,0,0,0,0
37818728,inf,0,0,0,0,0
38826574,inf,0,0,0,0,0
39834549,inf,0,0,0,0,0
40842594,inf,0,0,0,0,0
41850481,inf,0,0,0,0,0
42853560,inf,0,0,0,0,0
43856413,inf,0,0,0,0,0
44859256,inf,0,0,0,0,0
45867172,inf,0,0,0,0,0
46870125,inf,0,0,0,0,0
47878083,inf,0,0,0,0,0
48881361,inf,0,0,0,0,0
49889002,inf,0,0,0,0,0
50896866,inf,0,0,0,0,0
51900032,inf,0,0,0,0,0
52907871,inf,0,0,0,0,0
53915837,inf,0,0,0,0,0
54918680,inf,0,0,0,0,0
55926817,inf,0,0,0,0,0
56930006,inf,0,0,0,0,0
57937691,inf,0,0,0,0,0
58945445,inf,0,0,0,0,0
59948725,inf,0,0,0,0,0
60956372,inf,0,0,0,0,0
61959404,inf,0,0,0,0,0
62967470,inf,0,0,0,0,0
63970532,inf,0,0,0,0,0
64978398,inf,0,0,0,0,0
65986117,inf,0,0,0,0,0
66989275,inf,0,0,0,0,0
67998001,inf,0,0,0,0,0
69001612,inf,0,0,0,0,0
70008019,inf,0,0,0,0,0
71015854,inf,0,0,0,0,0
72020042,inf,0,0,0,0,0
73026829,inf,0,0,0,0,0
74034790,inf,0,0,0,0,0
75038801,inf,0,0,0,0,0
76045699,inf,0,0,0,0,0
77049762,inf,0,0,0,0,0
78056833,inf,0,0,0,0,0
79064450,inf,0,0,0,0,0
80067575,inf,0,0,0,0,0
81075876,inf,0,0,0,0,0
82078462,inf,0,0,0,0,0
83086515,inf,0,0,0,0,0
84089330,inf,0,0,0,0,0
85097353,inf,0,0,0,0,0
86100090,inf,0,0,0,0,0
87108214,inf,0,0,0,0,0
88111070,inf,0,0,0,0,0
89119085,inf,0,0,0,0,0
90127071,inf,0,0,0,0,0
91136026,inf,0,0,0,0,0
92138839,inf,0,0,0,0,0
93146737,inf,0,0,0,0,0
94148701,inf,0,0,0,0,0
95156762,inf,0,0,0,0,0
