timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,accel_rate_hz,gyro_rate_hz
26763649,4259850,4325386,0,0,0,0,0,0.0017933644,4.157575e-05,4.5279047e-10,1018,994
26863669,4259850,4325386,0,0,0,0,0,0.0019716527,5.1452185e-05,1.0728008e-09,1018,994
27796002,4259850,4325386,0,0,0,0,0,0.0043463386,0.0002795622,4.90945e-08,1018,994
28843451,4259850,4325386,0,0,0,0,0,0.008142277,0.0010622508,5.526064e-07,1018,994
29780997,4259850,4325386,0,0,0,0,0,0.02261127,0.0018873399,8.596438e-07,1018,994
30828335,4259850,4325386,0,0,0,0,0,0.019098006,0.001327688,5.0599954e-07,1018,994
31770722,4259850,4325386,0,0,0,0,0,0.02009392,0.0014539419,8.159944e-07,1018,994
32813139,4259850,4325386,0,0,0,0,0,0.023145823,0.0015541499,7.743825e-07,1018,994
33755537,4259850,4325386,0,0,0,0,0,0.027013173,0.0016187602,9.893715e-07,1018,994
34802323,4259850,4325386,0,0,0,0,0,0.02513004,0.0017918875,1.1079164e-06,1018,994
35840724,4259850,4325386,0,0,0,0,0,0.020697614,0.0013457461,8.070962e-07,1018,994
36783184,4259850,4325386,0,0,0,0,0,0.019475095,0.0013367933,4.5962258e-07,1018,994
37825005,4259850,4325386,0,0,0,0,0,0.01778353,0.0013610668,5.347601e-07,1018,994
38757671,4259850,4325386,0,0,0,0,0,0.028420474,0.0018058766,6.484279e-07,1018,994
39804955,4259850,4325386,0,0,0,0,0,0.032536924,0.0019673882,6.7502737e-07,1018,994
40847684,4259850,4325386,0,0,0,0,0,0.02319948,0.001452567,5.4177696e-07,1018,994
41789754,4259850,4325386,0,0,0,0,0,0.022815783,0.0016029569,6.335406e-07,1018,994
42837011,4259850,4325386,0,0,0,0,0,0.023277584,0.0015406153,3.978982e-07,1018,994
43774574,4259850,4325386,0,0,0,0,0,0.017482989,0.0009527305,3.2199128e-07,1018,994
44816879,4259850,4325386,0,0,0,0,0,0.024593959,0.0016763867,6.5158446e-07,1018,994
45753948,4259850,4325386,0,0,0,0,0,0.024532257,0.0015054618,6.258838e-07,1018,994
46795744,4259850,4325386,0,0,0,0,0,0.026475823,0.0018342222,1.5590339e-06,1018,994
47838549,4259850,4325386,0,0,0,0,0,0.027739475,0.0018995847,1.7258507e-06,1018,994
48771349,4259850,4325386,0,0,0,0,0,0.019836769,0.0013590102,7.3080633e-07,1018,994
49813585,4259850,4325386,0,0,0,0,0,0.028774785,0.0018028275,1.2558456e-06,1018,994
50756081,4259850,4325386,0,0,0,0,0,0.024495503,0.0015617631,7.921544e-07,1018,994
51798988,4259850,4325386,0,0,0,0,0,0.02281277,0.0016216654,7.0177776e-07,1018,994
52841110,4259850,4325386,0,0,0,0,0,0.019271528,0.0012986676,4.6366057e-07,1018,994
53778651,4259850,4325386,0,0,0,0,0,0.021066098,0.001486479,5.4444433e-07,1018,994
54815984,4259850,4325386,0,0,0,0,0,0.024154017,0.0016981029,6.969967e-07,1018,994
55758538,4259850,4325386,0,0,0,0,0,0.023889378,0.0016393518,6.886875e-07,1018,994
56806293,4259850,4325386,0,0,0,0,0,0.023782594,0.0016091182,9.585889e-07,1018,994
57747062,4259850,4325386,0,0,0,0,0,0.026809225,0.0016872607,7.690682e-07,1018,994
58794224,4259850,4325386,0,0,0,0,0,0.024846662,0.0016252719,8.115346e-07,1018,994
59841495,4259850,4325386,0,0,0,0,0,0.017769907,0.0013375885,7.130844e-07,1018,994
60779142,4259850,4325386,0,0,0,0,0,0.020833325,0.0014397646,8.691285e-07,1018,994
61821368,4259850,4325386,0,0,0,0,0,0.020337755,0.0013435226,5.813207e-07,1018,994
62753897,4259850,4325386,0,0,0,0,0,0.0238364,0.0015270372,4.76933e-07,1018,994
63795877,4259850,4325386,0,0,0,0,0,0.025761541,0.001888061,6.483654e-07,1018,994
64843079,4259850,4325386,0,0,0,0,0,0.025217883,0.0014805776,5.273553e-07,1018,994
65775903,4259850,4325386,0,0,0,0,0,0.021639384,0.0015288566,7.19524e-07,1018,994
66822872,4259850,4325386,0,0,0,0,0,0.025231604,0.0016414375,5.208122e-07,1018,994
67765501,4259850,4325386,0,0,0,0,0,0.022648847,0.0015105641,4.7293506e-07,1018,994
68807777,4259850,4325386,0,0,0,0,0,0.0212712,0.0016544504,7.2881977e-07,1018,994
69850121,4259850,4325386,0,0,0,0,0,0.025939146,0.0017364125,2.7936212e-06,1018,994
70788398,4259850,4325386,0,0,0,0,0,0.027990025,0.0016360522,1.266716e-06,1018,994
71829937,4259850,4325386,0,0,0,0,0,0.025611216,0.0015975902,1.1218318e-06,1018,994
72772534,4259850,4325386,0,0,0,0,0,0.019180419,0.0012833913,9.3838787e-07,1018,994
73809644,4259850,4325386,0,0,0,0,0,0.026351709,0.0017728384,1.0068084e-06,1018,994
74747338,4259850,4325386,0,0,0,0,0,0.023781657,0.0016566878,8.3325733e-07,1018,994
75794647,4259850,4325386,0,0,0,0,0,0.028199831,0.0017341926,7.304403e-07,1018,994
76832223,4259850,4325386,0,0,0,0,0,0.028408634,0.0018630945,5.606433e-07,1018,994
77769503,4259850,4325386,0,0,0,0,0,0.023893256,0.0015327783,4.1579642e-07,1018,994
78806856,4259850,4325386,0,0,0,0,0,0.025250869,0.0019257548,6.862679e-07,1018,994
79843830,4259850,4325386,0,0,0,0,0,0.026740385,0.001574519,9.211386e-07,1018,994
80776914,4259850,4325386,0,0,0,0,0,0.022338217,0.0017059058,9.507067e-07,1018,994
81814074,4259850,4325386,0,0,0,0,0,0.019181576,0.0013625362,5.5301524e-07,1018,994
82746761,4259850,4325386,0,0,0,0,0,0.022630684,0.0014982116,6.5319443e-07,1018,994
83793896,4259850,4325386,0,0,0,0,0,0.02412607,0.0017929099,8.291881e-07,1018,994
84836001,4259850,4325386,0,0,0,0,0,0.026440527,0.0018398073,6.104143e-07,1018,994
85778771,4259850,4325386,0,0,0,0,0,0.021737617,0.0016720819,5.851822e-07,1018,994
86816641,4259850,4325386,0,0,0,0,0,0.029654728,0.0021082442,8.9540873e-07,1018,994
87753789,4259850,4325386,0,0,0,0,0,0.033926338,0.002303143,9.401143e-07,1018,994
88791569,4259850,4325386,0,0,0,0,0,0.02519491,0.0018183575,1.2934704e-06,1018,994
89833335,4259850,4325386,0,0,0,0,0,0.022218218,0.001632977,1.3203812e-06,1018,994
90770828,4259850,4325386,0,0,0,0,0,0.020226745,0.0014380068,9.935044e-07,1018,994
91818251,4259850,4325386,0,0,0,0,0,0.022581866,0.0014974981,2.0043278e-06,1018,994
92745705,4259850,4325386,0,0,0,0,0,0.01941342,0.001367852,7.835023e-07,1018,994
93788075,4259850,4325386,0,0,0,0,0,0.022117672,0.001502971,6.989181e-07,1018,994
94830319,4259850,4325386,0,0,0,0,0,0.030174328,0.0020192028,8.4428706e-07,1018,994
95767981,4259850,4325386,0,0,0,0,0,0.019892504,0.001444917,5.780936e-07,1018,994
96810220,4259850,4325386,0,0,0,0,0,0.027196312,0.0016825892,7.168611e-07,1018,994
97848047,4259850,4325386,0,0,0,0,0,0.025217323,0.0017250507,6.552638e-07,1018,994
98785280,4259850,4325386,0,0,0,0,0,0.021602934,0.0013093426,5.926639e-07,1018,994
99827468,4259850,4325386,0,0,0,0,0,0.020309044,0.0013528473,4.8837796e-07,1018,994
100769937,4259850,4325386,0,0,0,0,0,0.022425517,0.0016663722,8.423131e-07,1018,994
101812030,4259850,4325386,0,0,0,0,0,0.02040032,0.0014231532,7.6570154e-07,1018,994
102754309,4259850,4325386,0,0,0,0,0,0.02319875,0.0016012896,7.369195e-07,1018,994
103796697,4259850,4325386,0,0,0,0,0,0.018864583,0.0011355635,4.99401e-07,1018,994
104843879,4259850,4325386,0,0,0,0,0,0.020178666,0.0015282464,9.946175e-07,1018,994
105786499,4259850,4325386,0,0,0,0,0,0.020129394,0.001371823,6.8952306e-07,1018,994
106833291,4259850,4325386,0,0,0,0,0,0.022686668,0.0014868432,5.883886e-07,1018,994
107770090,4259850,4325386,0,0,0,0,0,0.01860008,0.0012615361,5.173518e-07,1018,994
108812134,4259850,4325386,0,0,0,0,0,0.021192415,0.0014474603,5.097371e-07,1018,994
109754862,4259850,4325386,0,0,0,0,0,0.021056201,0.0013218626,5.39426e-07,1018,994
110792004,4259850,4325386,0,0,0,0,0,0.01976653,0.0012592358,4.5089914e-07,1018,994
111834486,4259850,4325386,0,0,0,0,0,0.024945224,0.0016198293,6.754549e-07,1018,994
112766921,4259850,4325386,0,0,0,0,0,0.02603404,0.0017859372,7.347651e-07,1018,994
113809198,4259850,4325386,0,0,0,0,0,0.024854941,0.0015321957,8.7545556e-07,1018,994
114746770,4259850,4325386,0,0,0,0,0,0.026006881,0.0018679462,1.6358772e-06,1018,994
115789062,4259850,4325386,0,0,0,0,0,0.022378914,0.0016442209,1.4444472e-06,1018,994
116836517,4259850,4325386,0,0,0,0,0,0.023741491,0.001380991,7.065831e-07,1018,994
117772976,4259850,4325386,0,0,0,0,0,0.027397212,0.0018982177,1.3039001e-06,1018,994
118805890,4259850,4325386,0,0,0,0,0,0.02742817,0.0018925165,9.2392145e-07,1018,994
119747759,4259850,4325386,0,0,0,0,0,0.030730834,0.001794393,1.0519051e-06,1018,994
120795048,4259850,4325386,0,0,0,0,0,0.024198025,0.0016328566,9.983061e-07,1018,994
121837358,4259850,4325386,0,0,0,0,0,0.026182774,0.001733317,1.4960743e-06,1018,994
122774998,4259850,4325386,0,0,0,0,0,0.02186882,0.0016292335,1.3475427e-06,1018,994
123812255,4259850,4325386,0,0,0,0,0,0.01748876,0.0012177414,1.6412929e-06,1018,994
124849639,4259850,4325386,0,0,0,0,0,0.027385429,0.0017211796,2.1463818e-06,1018,994
