timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
119592837,0.12156514,0.004091861,0.0
487457772,0.14875212,0.0041780914,0.0
487462713,0.2071236,0.0035305372,0.0
487661410,0.10609148,0.0028545433,0.0
487860225,0.12633151,0.0032671387,0.0
488058754,0.12790272,0.0025131411,0.0
488257588,0.13290186,0.0048290216,0.0
