timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
125587573,-2.2566059,3.009246,-1.158771,-2.964649,-0.7853982,-0.39554745,0.12338066,-1.0546844,-4.0769577e-05,1.2633204e-05,-0.010145187,0.0,0.0,0.0,-0.0,-0.0,-0.5105276
125607415,-2.264091,3.0115778,-1.1787368,-2.964649,0.0,-0.3958072,0.12048235,-1.0510494,0.05332934,-0.15359497,0.10781646,0.0,0.0,0.0,0.0027426935,-0.007899289,-0.5043929
125686930,-2.295018,3.0209866,-1.2622626,-2.964649,0.0,-0.3821535,0.1006992,-1.026203,0.3177849,-0.4073037,0.38816488,0.0,0.0,0.0,0.015872424,-0.020343626,-0.48981327
125776294,-2.3268218,3.0305367,-1.3525728,-2.964649,0.0,-0.34449786,0.07828812,-0.96696013,0.40060148,-0.4268147,0.51725864,0.0,0.0,0.0,0.0197347,-0.021026036,-0.48309967
125875634,-2.357955,3.0399208,-1.4458219,-2.964649,0.0,-0.2983377,0.050846964,-0.87259823,0.45979688,-0.5583051,0.62211156,0.0,0.0,0.0,0.02239495,-0.02719291,-0.47764674
125974977,-2.3846009,3.0479982,-1.527979,-2.9268944,0.0,-0.24299416,0.02180009,-0.7447485,0.5238338,-0.62114894,0.80048764,0.0,0.0,0.0,0.025018431,-0.029666223,-0.4683702
126074355,-2.4065242,3.0546987,-1.5946985,-2.9268944,0.0,-0.1833097,-0.008388229,-0.5816195,0.56583166,-0.6468142,1.0361278,0.0,0.0,0.0,0.026317293,-0.03008386,-0.45611563
126173655,-2.4237661,3.0600371,-1.6424388,-2.9268944,0.0,-0.12321217,-0.04107151,-0.3801083,0.60356736,-0.6746477,1.3108076,0.0,0.0,0.0,0.02719351,-0.03039601,-0.44183075
126272995,-2.4360719,3.0639358,-1.6680658,-2.9268944,0.0,-0.06262168,-0.07524234,-0.1788201,0.63306385,-0.754109,0.725917,0.0,0.0,0.0,0.030485816,-0.036314867,-0.4722483
126392207,-2.4443538,3.0667295,-1.6734358,-2.9268944,0.0,0.016639031,-0.11011864,0.009666976,0.69172376,-0.7115638,0.023596168,0.0,0.0,0.0,0.03588691,-0.036916222,-0.50877285
126471677,-2.4458373,3.0674202,-1.6645252,-2.9268944,0.0,0.070511125,-0.13206144,0.102452844,0.72450525,-0.7561523,-0.33337998,0.0,0.0,0.0,0.038959235,-0.04066101,-0.5273376
126590884,-2.4424906,3.0668092,-1.6399398,-2.9268944,0.0,0.14487448,-0.15957779,0.18829203,0.72994286,-0.7606715,-0.8307032,0.0,0.0,0.0,0.041176554,-0.042909976,-0.55320114
126675324,-2.436466,3.0653107,-1.6170276,-2.9268944,0.0,0.19415517,-0.17823575,0.21951756,0.73577505,-0.7488239,-1.133198,0.0,0.0,0.0,0.042685717,-0.04344274,-0.56893253
