timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
117706265,34.033715379986894,108.76373067501093,442.75085,-1.3254445,3.1399498,0.10681672,-3.0925672,1,1,0
120739280,34.0337094502391,108.76372950456616,442.68533,-1.9848024,3.0320957,0.1723217,-3.0935152,1,1,0
125887258,34.0337094502391,108.76372950456616,442.68533,-1.9848024,3.0320957,0.1723217,-3.0401578,1,1,0
487454249,34.03366713591465,108.76378433676223,442.46188,-6.6899376,8.084786,0.39577487,0.039400008,1,1,0
