timestamp,x,y,z,r,flaps,aux1,aux2,aux3,aux4,aux5,aux6,mode_switch,return_switch,rattitude_switch,posctl_switch,loiter_switch,acro_switch,offboard_switch,kill_switch,arm_switch,transition_switch,gear_switch,mode_slot,data_source,stab_switch,man_switch
119665055,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
119687784,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
119866709,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
120067201,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
120245971,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
120444762,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
120668361,-0.0,0.0,0.07100592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
120867013,-0.0,0.0,0.1739645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
121065497,-0.0,0.0,0.17514794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
121264275,-0.0,0.0,0.20710059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
121462844,-0.0,0.0,0.26390532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
121639526,-0.0,0.01686747,0.27100593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
121860765,-0.0,0.0,0.3195266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
122062218,-0.0,0.0,0.3846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
122262547,-0.0,0.106024094,0.46627218,0.009803922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
122463865,-0.0,0.24096386,0.48165682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
122665012,-0.0,0.20722891,0.4934911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
122863690,-0.0,0.22168675,0.49467456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
123065629,0.0119904075,0.28915662,0.49585798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
123263767,-0.0,0.20240964,0.5100592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
123464566,-0.0,0.13493976,0.55857986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
123666724,-0.0,0.118072286,0.57159764,0.012254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0
