timestamp,main_state
119595239,0
120100813,0
120606979,0
121115983,0
121624010,0
122130268,0
122638462,0
123146981,0
123654023,0
124164073,0
124672302,0
125179979,0
125575993,4
126085986,4
126593983,4
127102015,4
127612063,4
128120170,4
128629253,4
129139069,4
129647275,4
130153075,4
130661018,4
131171203,4
131679996,4
132188082,4
132697112,4
133207036,4
133715402,4
133870279,2
134378023,2
134885981,2
135394322,2
135901025,2
136407975,2
136915977,2
137425981,2
137933998,2
138441981,2
138950024,2
139460076,2
139969085,2
140477126,2
140977321,2
141487010,2
141989980,2
142490103,2
142992126,2
143501980,2
144011014,2
144519007,2
145027147,2
145534986,2
146044023,2
146551986,2
147060985,2
147569027,2
148077031,2
148584994,2
149093181,2
149601983,2
150109359,2
150618242,2
151125014,2
151633981,2
152135096,2
152638055,2
153138159,2
153646018,2
154149493,2
154660276,2
155170978,2
155671057,2
156171413,2
156678016,2
157186982,2
157696060,2
158204016,2
158710982,2
159218012,2
159725053,2
160225074,2
160733039,2
161240004,2
161747000,2
162252983,2
162761436,2
163269380,2
163777183,2
164284121,2
164792048,2
165299513,2
165808009,2
166315980,2
166826059,2
167332982,2
167841340,2
168346980,2
168847301,2
169355013,2
169862049,2
170369996,2
170877981,2
171384747,2
171891825,2
172398980,2
172906008,2
173413981,2
173923301,2
174424981,2
174931992,2
175439980,2
175948033,2
176455983,2
176963075,2
177469981,2
177977030,2
178485024,2
178992205,2
179500230,2
180007571,2
180514980,2
181022979,2
181530980,2
182039041,2
182546241,2
183055164,2
183563732,2
184071115,2
184578087,2
185085015,2
185594978,2
186102009,2
186609980,2
187117082,2
187623982,2
188131982,2
188638995,2
189146869,2
189651980,2
190159677,2
190666580,2
191173980,2
191682141,2
192190985,2
192699063,2
193208132,2
193714981,2
194221981,2
194727981,2
195235984,2
195743981,2
196253331,2
196760036,2
197269203,2
197780752,2
198282111,2
198782430,2
199292982,2
199802983,2
200304982,2
200808044,2
201319085,2
201823772,2
202332116,2
202840527,2
203349107,2
203859220,2
204367039,2
204874012,2
205379980,2
205890097,2
206396984,2
206905984,2
207415138,2
207922980,2
208432073,2
208941085,2
209447123,2
209955107,2
210462107,2
210973235,2
211482073,2
211988025,2
212497473,2
213004264,2
213510982,2
214017980,2
214525188,2
215033013,2
215539982,2
216049241,2
216559326,2
217066483,2
217573981,2
218080985,2
218589145,2
219095052,2
219602061,2
220111979,2
220618979,2
221128082,2
221635981,2
222146220,2
222647142,2
223157310,2
223657561,2
224167119,2
224667923,2
225170203,2
225671251,2
226172980,2
226679345,2
227180020,2
227690438,2
228201276,2
228702083,2
229212006,2
229719980,2
230229498,2
230736986,2
231244064,2
231752021,2
232262352,2
232770217,2
233280097,2
233790067,2
234299047,2
234806979,2
235315746,2
235823075,2
236331985,2
236840020,2
237348106,2
237857113,2
238367015,2
238873980,2
239380157,2
239888142,2
240396964,2
240905011,2
241414292,2
241924151,2
242426179,2
242930062,2
243441014,2
243943981,2
244446981,2
244947980,2
245455045,2
245963013,2
246471981,2
246980146,2
247489919,2
247996977,2
248503996,2
249012513,2
249520991,2
250030027,2
250538485,2
251042215,2
251550976,2
254588040,2
255096004,2
255602978,2
256112611,2
256621124,2
257128984,2
257638983,2
258147201,2
258655034,2
259162981,2
259672077,2
260180276,2
260689297,2
261198101,2
261704981,2
262212093,2
262719059,2
263226020,2
263734982,2
264241287,2
264750169,2
265253160,2
265756238,2
266256957,2
266767072,2
267268657,2
267779482,2
268286858,2
268793119,2
269303089,2
269813076,2
270315077,2
270819317,2
271320008,2
271820079,2
272331130,2
272841132,2
273344592,2
273856030,2
274358020,2
274866026,2
275375008,2
275881981,2
276388978,2
276897321,2
277407995,2
277915109,2
278422986,2
278923167,2
279434185,2
279942070,2
280448980,2
280956982,2
281464984,2
281973115,2
282480152,2
282986991,2
283496175,2
284007146,2
284514118,2
285023156,2
285530157,2
286039525,2
286549024,2
287057301,2
287565058,2
288074984,2
288583981,2
289085044,2
289586984,2
290090016,2
290590335,2
291091012,2
291601523,2
292108631,2
292616980,2
293124062,2
293631993,2
294139373,2
294646922,2
295154984,2
295662165,2
296168136,2
296674980,2
297183018,2
297694136,2
298200981,2
298710134,2
299217997,2
299727460,2
300235044,2
300742166,2
301252261,2
301752979,2
302253172,2
302753983,2
303255261,2
303757981,2
304268913,2
304775978,2
305278173,2
305788909,2
306291100,2
306794021,2
307296180,2
307807189,2
308308070,2
308812015,2
309312973,2
309817080,2
310325299,2
310834063,2
311342010,2
311851178,2
312360012,2
312867992,2
313377567,2
313886052,2
314394980,2
314904029,2
315413303,2
315921044,2
316430982,2
316939152,2
317447014,2
317953124,2
318460138,2
318968986,2
319476251,2
319984062,2
320490395,2
320998980,2
321500984,2
322002981,2
322502988,2
323005986,2
323507026,2
324009037,2
324520336,2
325029467,2
325540008,2
326048217,2
326555359,2
327063065,2
327571090,2
328081980,2
328585045,2
329088014,2
329597979,2
330107434,2
330615017,2
331124981,2
331631987,2
332138979,2
332647980,2
333155616,2
333663329,2
334169982,2
334678353,2
335186081,2
335693981,2
336202017,2
336709110,2
337217072,2
337726476,2
338234358,2
338740977,2
339241070,2
339747403,2
340254043,2
340761978,2
341264068,2
341767062,2
342277974,2
342788669,2
343298912,2
343799984,2
344309981,2
344810055,2
345312169,2
345815329,2
346316980,2
346821083,2
347322569,2
347829301,2
348337982,2
348848017,2
349355984,2
349862235,2
350371459,2
350880165,2
351388216,2
351898400,2
352403982,2
352911134,2
353421154,2
353930060,2
354438086,2
354946981,2
355457015,2
355965938,2
356468179,2
356968210,2
357469507,2
357971309,2
358480079,2
358981980,2
359483395,2
359986313,2
360489245,2
360998273,2
361506251,2
362015185,2
362523078,2
363028980,2
363535028,2
364043407,2
364551053,2
365059998,2
365568075,2
366075137,2
366584258,2
367091982,2
367600983,2
368110244,2
368617444,2
369120016,2
369622293,2
370133232,2
370641146,2
371150355,2
371661281,2
372171978,2
372679073,2
373186984,2
373693074,2
374201043,2
374707979,2
375216008,2
375717007,2
376218978,2
376719269,2
377220204,2
377723066,2
378228983,2
378736516,2
379244055,2
379751991,2
380260138,2
380770080,2
381277476,2
381786982,2
382295307,2
382803984,2
383311067,2
383816980,2
384323981,2
384831012,2
385338984,2
385847196,2
386352981,2
386859397,2
387368002,2
387876156,2
388387033,2
388894078,2
389402982,2
389905846,2
390415055,2
390918005,2
391426165,2
391929007,2
392439023,2
392941017,2
393444044,2
393952981,2
394459749,2
394968212,2
395475040,2
395980981,2
396487980,2
396998242,2
397507046,2
398016228,2
398523182,2
399033981,2
399544171,2
400047075,2
400558010,2
401067569,2
401575024,2
402081992,2
402591291,2
403094290,2
403595286,2
404106737,2
404607567,2
405118514,2
405620171,2
406120339,2
406631142,2
407142292,2
407651007,2
408151016,2
408653100,2
409154050,2
409657089,2
410161092,2
410661154,2
411171336,2
411674052,2
412177980,2
412686264,2
413195615,2
413698015,2
414208293,2
414718981,2
415221979,2
415734830,2
416244128,2
416755088,2
417259570,2
417761980,2
418262019,2
418764042,2
419267286,2
419777410,2
420285147,2
420795175,2
421303979,2
421815208,2
422325986,2
422827749,2
423336975,2
423839522,2
424341317,2
424850018,2
429392068,2
429901980,2
430409083,2
430919980,2
431423030,2
431924007,2
432434981,2
432937984,2
433441220,2
433951023,2
434460981,2
434963018,2
435473065,2
435981980,2
436487984,2
436995038,2
437502979,2
438003980,2
438507400,2
439017982,2
439519979,2
440021166,2
440528019,2
441036980,2
441544981,2
442052979,2
442560984,2
443069030,2
443576042,2
444081987,2
444591041,2
445101980,2
445603043,2
446103220,2
446615395,2
447126438,2
447634982,2
448144985,2
448654148,2
449161008,2
449670075,2
450178116,2
450685980,2
451186207,2
451696675,2
452198011,2
452698917,2
453208980,2
453710981,2
454218260,2
454727072,2
455235104,2
455745035,2
456253267,2
456761311,2
457270228,2
457776980,2
458287209,2
458796062,2
459305084,2
459811175,2
460320205,2
460829416,2
461336956,2
461844002,2
462349982,2
462859072,2
463366427,2
463872984,2
464382019,2
464890122,2
465397980,2
465908008,2
466415015,2
466925355,2
467433199,2
467942267,2
468450146,2
468960503,2
469468047,2
469975017,2
470483073,2
470991013,2
471500248,2
472006980,2
472515126,2
473020987,2
473528171,2
474035987,2
474542985,2
475051195,2
475557056,2
476063978,2
476571188,2
477080222,2
477589077,2
478095979,2
478603032,2
479113289,2
479620211,2
480126979,2
480634979,2
481142028,2
481651493,2
482158320,2
482665989,2
483172978,2
