timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
79059869,79058526,0.5541147,0.0007581362,-1.2727396,4.5564938,0.039500795,4.346938,0
79079547,79078353,0.55785036,0.00073011214,-1.4991269,4.5138173,0.055321038,4.3204455,0
79159512,79157823,0.5604303,0.00063613994,-2.3581612,4.3668356,0.14149387,4.22123,0
79258390,79257160,0.5670272,0.00054040016,-1.9343014,4.247577,0.09787336,4.0973268,0
79357894,79356496,0.56770563,0.00046133494,-0.42409563,4.0835013,0.0048938696,3.9189396,0
79457099,79455878,0.5804706,0.00039802073,-0.6830882,3.941815,0.013152697,3.7975154,0
79561545,79560138,0.58170855,0.00034745387,-0.30845913,3.7486777,0.002820166,3.614268,0
79660701,79659475,0.58167523,0.00030484112,0.41341925,3.5707943,0.0053183143,3.4514742,0
79760387,79758894,0.570792,0.00026834657,1.2736651,3.532395,0.051026843,3.4290044,0
79854998,79853182,0.57016516,0.00023789975,0.15260106,3.3958545,0.0007619448,3.2880888,0
79964074,79962463,0.56179833,0.00021374502,1.2238503,3.30384,0.05037268,3.2175171,0
80063065,80061789,0.5552133,0.00019308024,0.89461946,3.2097547,0.027705267,3.1212056,0
80162721,80161156,0.55091363,0.00017506635,0.86361074,3.075967,0.026940886,2.9920201,0
80261561,80260463,0.54748154,0.00015920092,0.35384738,2.943477,0.004726382,2.86091,0
80355978,80354833,0.55024123,0.00014532758,-1.3770545,2.8486204,0.073964804,2.7946627,0
80455801,80454171,0.553848,0.00013389828,-0.15950403,2.7780037,0.0010175786,2.7083328,0
80554960,80553587,0.55403006,0.00012390225,-0.17241022,2.647746,0.001247404,2.5825787,0
80664080,80662779,0.5531475,0.00011494641,0.6114522,2.5153482,0.016515223,2.4565177,0
80763827,80762115,0.54835516,0.000106744184,1.0947673,2.4400678,0.054575697,2.3887687,0
80862677,80861452,0.5440804,9.922123e-05,1.1770717,2.3579245,0.06528801,2.3090231,0
80962177,80960789,0.54032344,9.2284296e-05,0.7059827,2.273539,0.024358088,2.2202866,0
81061505,81060127,0.5373473,8.585404e-05,0.86646116,2.1728702,0.038390335,2.1231546,0
81160859,81159462,0.5344072,7.9910766e-05,0.32057118,2.082382,0.0054833507,2.0328515,0
81260163,81258799,0.5325137,7.444225e-05,0.83650506,1.9854534,0.0391593,1.9400498,0
81359537,81358227,0.530157,6.937891e-05,0.5496844,1.89488,0.017717505,1.850258,0
81463819,81462441,0.53479916,6.48405e-05,-2.047267,1.9226686,0.24221553,1.9312712,0
81562956,81561777,0.54048467,6.121953e-05,-1.907839,2.0379245,0.19845079,2.0337873,0
81662702,81661305,0.5447123,5.8190944e-05,-1.4391168,2.0699675,0.111169614,2.0474503,0
81761671,81760454,0.5483173,5.5546418e-05,-1.0604382,2.0589042,0.060686495,2.0273108,0
81861166,81859806,0.54990107,5.3119802e-05,-0.45693842,1.9761349,0.011739681,1.9397435,0
81960425,81959130,0.54898083,5.080333e-05,0.57481116,1.8957142,0.01936578,1.865957,0
82059825,82058463,0.5467195,4.8580314e-05,1.0245317,1.852128,0.06297053,1.8294492,0
82159140,82157855,0.54624,4.6449506e-05,-0.07852134,1.7817873,0.00038448293,1.7483977,0
82258552,82257137,0.5490316,4.4417975e-05,-1.8003217,1.734476,0.20762968,1.7282981,0
82358173,82356473,0.5519867,4.2594518e-05,-0.8465937,1.7290593,0.046057213,1.7012476,0
82457098,82455978,0.55057454,4.0892224e-05,1.0547053,1.6746498,0.07380668,1.6594876,0
82561819,82560116,0.55251145,3.929922e-05,0.03742209,1.6439027,9.4653675e-05,1.6157402,0
